binomial,valid,Order,sub-order,Family,max length (mm),length measure,conversion equation source*,intercept,slope,log mass,mass (g),in tree,name in tree,
Draco_boschmai,yes,Squamata,Sauria,Agamidae,90.6,SVL,Draco**,-4.31,2.642,0.86,7.3,yes,Draco boschmai,
Darevskia_kamii,yes,Squamata,Sauria,Lacertidae,67.8,SVL,Lacertidae,-4.543,2.951,0.86,7.3,no,NA,
Anolis_johnmeyeri,yes,Squamata,Sauria,Dactyloidae,73,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.86,7.3,no,NA,
Acontias_cregoi,yes,Squamata,Sauria,Scincidae,160,SVL,Limbless lizards,-4.207,2.3,0.86,7.3,no,NA,
Feylinia_polylepis,yes,Squamata,Sauria,Scincidae,160,SVL,Limbless lizards,-4.207,2.3,0.86,7.3,yes,Feylinia polylepis,
Paracontias_holomelas,yes,Squamata,Sauria,Scincidae,160,SVL,Limbless lizards,-4.207,2.3,0.86,7.3,yes,Paracontias holomelas,
Contomastix_leachei,yes,Squamata,Sauria,Teiidae,63.7,SVL,Teiidae,-4.747,3.11,0.86,7.3,no,NA,
Cordylus_cloetei,yes,Squamata,Sauria,Cordylidae,69.5,SVL,Legged Cordylidae,-5.747,3.589,0.86,7.3,no,NA,
Gonatodes_ceciliae,yes,Squamata,Sauria,Sphaerodactylidae,67,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,0.86,7.3,yes,Gonatodes ceciliae,
Acanthodactylus_dumerilii,yes,Squamata,Sauria,Lacertidae,68,SVL,Lacertidae,-4.543,2.951,0.86,7.3,no,NA,
Darevskia_alpina,yes,Squamata,Sauria,Lacertidae,68,SVL,Lacertidae,-4.543,2.951,0.86,7.3,yes,Darevskia alpina,
Ichnotropis_capensis,yes,Squamata,Sauria,Lacertidae,68,SVL,Lacertidae,-4.543,2.951,0.86,7.3,yes,Ichnotropis capensis,
Meroles_knoxii,yes,Squamata,Sauria,Lacertidae,68,SVL,Lacertidae,-4.543,2.951,0.86,7.3,yes,Meroles knoxii,
Meroles_micropholidotus,yes,Squamata,Sauria,Lacertidae,68,SVL,Lacertidae,-4.543,2.951,0.86,7.3,yes,Meroles micropholidotus,
Lepidophyma_zongolica,yes,Squamata,Sauria,Xantusiidae,72,SVL,Xantusiidae,-4.796,3.048,0.87,7.3,no,NA,
Rhampholeon_maspictus,yes,Squamata,Sauria,Chamaeleonidae,65.2,SVL,Chamaeleonidae,-3.997,2.68,0.87,7.3,no,NA,
Lerista_lineopunctulata,yes,Squamata,Sauria,Scincidae,112.7,SVL,leg_reduced lizards,-4.207,2.472,0.87,7.3,yes,Lerista lineopunctulata,
Urosaurus_lahtelai,yes,Squamata,Sauria,Phrynosomatidae,58,SVL,Phrynosomatidae,-3.855,2.677,0.87,7.3,yes,Urosaurus lahtelai,
Draco_bourouniensis,yes,Squamata,Sauria,Agamidae,91,SVL,Draco**,-4.31,2.642,0.87,7.3,yes,Draco bourouniensis,
Draco_lineatus,yes,Squamata,Sauria,Agamidae,91,SVL,Draco**,-4.31,2.642,0.87,7.3,yes,Draco lineatus,
Draco_sumatranus,yes,Squamata,Sauria,Agamidae,91,SVL,Draco**,-4.31,2.642,0.87,7.3,no,NA,
Spondylurus_powelli,yes,Squamata,Sauria,Scincidae,71.7,SVL,Legged Scincidae,-5.125,3.229,0.87,7.4,no,NA,
Liolaemus_cuyumhue,yes,Squamata,Sauria,Liolaemidae,61.7,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.87,7.4,no,NA,
Tarentola_bocagei,yes,Squamata,Sauria,Phyllodactylidae,65.5,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.87,7.4,no,NA,
Tarentola_substituta,yes,Squamata,Sauria,Phyllodactylidae,65.5,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.87,7.4,no,NA,
Leiocephalus_rhutidira,yes,Squamata,Sauria,Leiocephalidae,66,SVL,Iguania,-5.033,3.243,0.87,7.4,no,NA,
Ophiomorus_nuchalis,yes,Squamata,Sauria,Scincidae,113,SVL,leg_reduced lizards,-4.207,2.472,0.87,7.4,no,NA,
Emoia_aenea,yes,Squamata,Sauria,Scincidae,71.8,SVL,Legged Scincidae,-5.125,3.229,0.87,7.4,no,NA,
Cnemaspis_goaensis,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,no,NA,
Cyrtodactylus_variegatus,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,no,NA,
Gehyra_variegata,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,yes,Gehyra variegata,
Gekko_tawaensis,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,no,NA,
Hemidactylus_angulatus,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,yes,Hemidactylus angulatus,
Hemidactylus_kamdemtohami,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,no,NA,
Hemidactylus_palaichthus,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,yes,Hemidactylus palaichthus,
Lepidodactylus_magnus,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,no,NA,
Paroedura_maingoka,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,no,NA,
Perochirus_guentheri,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,no,NA,
Stenodactylus_petrii,yes,Squamata,Sauria,Gekkonidae,71,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,yes,Stenodactylus petrii,
Tetradactylus_seps,yes,Squamata,Sauria,Gerrhosauridae,68,SVL,Gerrhosauridae,-4.783,3.085,0.87,7.4,yes,Tetradactylus seps,
Brachymeles_suluensis,yes,Squamata,Sauria,Scincidae,71.9,SVL,Legged Scincidae,-5.125,3.229,0.87,7.4,no,NA,
Cyrtodactylus_semenanjungensis,yes,Squamata,Sauria,Gekkonidae,71.1,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.4,no,NA,
Draco_walkeri,yes,Squamata,Sauria,Agamidae,91.5,SVL,Draco**,-4.31,2.642,0.87,7.4,no,NA,
Bassiana_trilineata,yes,Squamata,Sauria,Scincidae,72,SVL,Legged Scincidae,-5.125,3.229,0.87,7.5,yes,Bassiana trilineata,
Caledoniscincus_festivus,yes,Squamata,Sauria,Scincidae,72,SVL,Legged Scincidae,-5.125,3.229,0.87,7.5,yes,Caledoniscincus festivus,
Ctenotus_septenarius,yes,Squamata,Sauria,Scincidae,72,SVL,Legged Scincidae,-5.125,3.229,0.87,7.5,yes,Ctenotus septenarius,
Emoia_bismarckensis,yes,Squamata,Sauria,Scincidae,72,SVL,Legged Scincidae,-5.125,3.229,0.87,7.5,no,NA,
Glaphyromorphus_clandestinus,yes,Squamata,Sauria,Scincidae,72,SVL,Legged Scincidae,-5.125,3.229,0.87,7.5,no,NA,
Gongylomorphus_bojerii,yes,Squamata,Sauria,Scincidae,72,SVL,Legged Scincidae,-5.125,3.229,0.87,7.5,yes,Gongylomorphus bojerii,
Kanakysaurus_zebratus,yes,Squamata,Sauria,Scincidae,72,SVL,Legged Scincidae,-5.125,3.229,0.87,7.5,no,NA,
Lamprolepis_nieuwenhuisii,yes,Squamata,Sauria,Scincidae,72,SVL,Legged Scincidae,-5.125,3.229,0.87,7.5,no,NA,
Madascincus_mouroundavae,yes,Squamata,Sauria,Scincidae,72,SVL,Legged Scincidae,-5.125,3.229,0.87,7.5,yes,Madascincus mouroundavae,
Aprasia_pulchella,yes,Squamata,Sauria,Pygopodidae,133,SVL,Pygopodidae,-2.039,1.371,0.87,7.5,yes,Aprasia pulchella,
Delma_inornata,yes,Squamata,Sauria,Pygopodidae,133,SVL,Pygopodidae,-2.039,1.371,0.87,7.5,yes,Delma inornata,
Anadia_rhombifera,yes,Squamata,Sauria,Gymnophthalmidae,68,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.87,7.5,no,NA,
Cercosaura_vertebralis,yes,Squamata,Sauria,Gymnophthalmidae,68,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.87,7.5,no,NA,
Ptychoglossus_brevifrontalis,yes,Squamata,Sauria,Gymnophthalmidae,68,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.87,7.5,yes,Ptychoglossus brevifrontalis,
Riama_unicolor,yes,Squamata,Sauria,Gymnophthalmidae,68,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.87,7.5,yes,Riama unicolor,
Riama_vespertina,yes,Squamata,Sauria,Gymnophthalmidae,68,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.87,7.5,no,NA,
Liolaemus_bitaeniatus,yes,Squamata,Sauria,Liolaemidae,62,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.87,7.5,yes,Liolaemus bitaeniatus,
Liolaemus_fittkaui,yes,Squamata,Sauria,Liolaemidae,62,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.87,7.5,no,NA,
Cyrtodactylus_lomyenensis,yes,Squamata,Sauria,Gekkonidae,71.2,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.5,no,NA,
Gekko_vertebralis,yes,Squamata,Sauria,Gekkonidae,71.2,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.87,7.5,no,NA,
Bavayia_cyclura,yes,Squamata,Sauria,Diplodactylidae,72,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.87,7.5,yes,Bavayia cyclura,
Bavayia_geitaina,yes,Squamata,Sauria,Diplodactylidae,72,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.87,7.5,yes,Bavayia geitaina,
Diplodactylus_granariensis,yes,Squamata,Sauria,Diplodactylidae,72,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.87,7.5,yes,Diplodactylus granariensis,
Naultinus_rudis,yes,Squamata,Sauria,Diplodactylidae,72,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.87,7.5,yes,Naultinus rudis,
Draco_cristatellus,yes,Squamata,Sauria,Agamidae,91.7,SVL,Draco**,-4.31,2.642,0.87,7.5,yes,Draco cristatellus,
Pygomeles_petteri,yes,Squamata,Sauria,Scincidae,162,SVL,Limbless lizards,-4.207,2.3,0.87,7.5,no,NA,
Liolaemus_morandae,yes,Squamata,Sauria,Liolaemidae,62.1,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.88,7.5,no,NA,
Darevskia_bithynica,yes,Squamata,Sauria,Lacertidae,68.6,SVL,Lacertidae,-4.543,2.951,0.88,7.5,no,NA,
Phyllodactylus_pulcher,yes,Squamata,Sauria,Phyllodactylidae,67.3,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.88,7.5,no,NA,
Phyllodactylus_wirshingi,yes,Squamata,Sauria,Phyllodactylidae,66,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.88,7.5,yes,Phyllodactylus wirshingi,
Draco_cornutus,yes,Squamata,Sauria,Agamidae,92,SVL,Draco**,-4.31,2.642,0.88,7.6,yes,Draco cornutus,
Tympanocryptis_cephalus,yes,Squamata,Sauria,Agamidae,62,SVL,Typical Agamidae**,-4.686,3.105,0.88,7.6,yes,Tympanocryptis cephalus,
Brookesia_perarmata,yes,Squamata,Sauria,Chamaeleonidae,66,SVL,Chamaeleonidae,-3.997,2.68,0.88,7.6,yes,Brookesia perarmata,
Kinyongia_vanheygeni,yes,Squamata,Sauria,Chamaeleonidae,66,SVL,Chamaeleonidae,-3.997,2.68,0.88,7.6,no,NA,
Liolaemus_senguer,yes,Squamata,Sauria,Liolaemidae,62.3,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.88,7.6,no,NA,
Draco_ornatus,yes,Squamata,Sauria,Agamidae,92.1,SVL,Draco**,-4.31,2.642,0.88,7.6,yes,Draco ornatus,
Iberolacerta_martinezricai,yes,Squamata,Sauria,Lacertidae,69.3,SVL,Lacertidae,-4.543,2.951,0.88,7.6,no,NA,
Liolaemus_kolengh,yes,Squamata,Sauria,Liolaemidae,62.4,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.88,7.6,yes,Liolaemus kolengh,
Kinyongia_adolfifriderici,yes,Squamata,Sauria,Chamaeleonidae,66.2,SVL,Chamaeleonidae,-3.997,2.68,0.88,7.6,yes,Kinyongia adolfifriderici,
Darevskia_clarkorum,yes,Squamata,Sauria,Lacertidae,69,SVL,Lacertidae,-4.543,2.951,0.88,7.6,yes,Darevskia clarkorum,
Eremias_brenchleyi,yes,Squamata,Sauria,Lacertidae,69,SVL,Lacertidae,-4.543,2.951,0.88,7.6,yes,Eremias brenchleyi,
Eremias_intermedia,yes,Squamata,Sauria,Lacertidae,69,SVL,Lacertidae,-4.543,2.951,0.88,7.6,no,NA,
Potamites_montanicola,yes,Squamata,Sauria,Gymnophthalmidae,68.6,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.89,7.7,no,NA,
Chalcides_minutus,yes,Squamata,Sauria,Scincidae,114.8,SVL,leg_reduced lizards,-4.207,2.472,0.89,7.7,yes,Chalcides minutus,
Sceloporus_squamosus,yes,Squamata,Sauria,Phrynosomatidae,59,SVL,Phrynosomatidae,-3.855,2.677,0.89,7.7,yes,Sceloporus squamosus,
Urosaurus_bicarinatus,yes,Squamata,Sauria,Phrynosomatidae,59,SVL,Phrynosomatidae,-3.855,2.677,0.89,7.7,yes,Urosaurus bicarinatus,
Aprasia_inaurita,yes,Squamata,Sauria,Pygopodidae,136,SVL,Pygopodidae,-2.039,1.371,0.89,7.7,yes,Aprasia inaurita,
Cyrtodactylus_minor,yes,Squamata,Sauria,Gekkonidae,72,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.89,7.7,no,NA,
Gekko_subpalmatus,yes,Squamata,Sauria,Gekkonidae,72,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.89,7.7,no,NA,
Gekko_yakuensis,yes,Squamata,Sauria,Gekkonidae,72,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.89,7.7,no,NA,
Tenuidactylus_bogdanovi,yes,Squamata,Sauria,Gekkonidae,72,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.89,7.7,no,NA,
Larutia_seribuatensis,yes,Squamata,Sauria,Scincidae,115,SVL,leg_reduced lizards,-4.207,2.472,0.89,7.7,yes,Larutia seribuatensis,
Leiocephalus_lunatus,yes,Squamata,Sauria,Leiocephalidae,67,SVL,Iguania,-5.033,3.243,0.89,7.7,no,NA,
Stenocercus_johaberfellneri,new,Squamata,Sauria,Tropiduridae,57,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,0.89,7.8,no,NA,
Parvoscincus_beyeri,yes,Squamata,Sauria,Scincidae,72.9,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,yes,Sphenomorphus beyeri,
Cyrtodactylus_markuscombaii,yes,Squamata,Sauria,Gekkonidae,72.2,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.89,7.8,no,NA,
Anolis_bremeri,yes,Squamata,Sauria,Dactyloidae,72,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.89,7.8,yes,Anolis bremeri,
Anolis_eugenegrahami,yes,Squamata,Sauria,Dactyloidae,72,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.89,7.8,yes,Anolis eugenegrahami,
Anolis_fasciatus,yes,Squamata,Sauria,Dactyloidae,72,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.89,7.8,no,NA,
Anolis_gingivinus,yes,Squamata,Sauria,Dactyloidae,72,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.89,7.8,yes,Anolis gingivinus,
Anolis_lividus,yes,Squamata,Sauria,Dactyloidae,72,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.89,7.8,yes,Anolis lividus,
Anolis_longitibialis,yes,Squamata,Sauria,Dactyloidae,72,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.89,7.8,yes,Anolis longitibialis,
Anolis_vittigerus,yes,Squamata,Sauria,Dactyloidae,72,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.89,7.8,no,NA,
Diporiphora_vescus,yes,Squamata,Sauria,Agamidae,62.5,SVL,Typical Agamidae**,-4.686,3.105,0.89,7.8,no,NA,
Liolaemus_espinozai,yes,Squamata,Sauria,Liolaemidae,62.8,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.89,7.8,yes,Liolaemus espinozai,
Draco_timorensis,yes,Squamata,Sauria,Agamidae,93,SVL,Draco**,-4.31,2.642,0.89,7.8,yes,Draco timorensis,
Aspidoscelis_opatae,yes,Squamata,Sauria,Teiidae,65,SVL,Teiidae,-4.747,3.11,0.89,7.8,no,NA,
Amphiglossus_punctatus,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,yes,Amphiglossus punctatus,
Carlia_longipes,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,yes,Carlia longipes,
Ctenotus_essingtonii,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,yes,Ctenotus essingtonii,
Emoia_guttata,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,no,NA,
Leptosiaphos_kilimensis,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,yes,Leptosiaphos kilimensis,
Oligosoma_zelandicum,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,yes,Oligosoma zelandicum,
Plestiodon_indubitus,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,no,NA,
Sphenomorphus_fragosus,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,no,NA,
Trachylepis_bocagii,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,no,NA,
Tropidophorus_perplexus,yes,Squamata,Sauria,Scincidae,73,SVL,Legged Scincidae,-5.125,3.229,0.89,7.8,no,NA,
Draco_melanopogon,yes,Squamata,Sauria,Agamidae,93.2,SVL,Draco**,-4.31,2.642,0.89,7.8,yes,Draco melanopogon,
Anniella_geronimensis,yes,Squamata,Sauria,Anniellidae,165,SVL,Limbless lizards,-4.207,2.3,0.89,7.8,yes,Anniella geronimensis,
Barkudia_melanosticta,yes,Squamata,Sauria,Scincidae,165,SVL,Limbless lizards,-4.207,2.3,0.89,7.8,no,NA,
Dibamus_novaeguineae,yes,Squamata,Sauria,Dibamidae,165,SVL,Limbless lizards,-4.207,2.3,0.89,7.8,yes,Dibamus novaeguineae,
Riama_crypta,yes,Squamata,Sauria,Gymnophthalmidae,69,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.89,7.8,no,NA,
Liolaemus_chacabucoense,yes,Squamata,Sauria,Liolaemidae,63,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.89,7.8,no,NA,
Liolaemus_cinereus,yes,Squamata,Sauria,Liolaemidae,63,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.89,7.8,no,NA,
Liolaemus_riojanus,yes,Squamata,Sauria,Liolaemidae,63,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.89,7.8,yes,Liolaemus riojanus,
Liolaemus_robertmertensi,yes,Squamata,Sauria,Liolaemidae,63,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.89,7.8,yes,Liolaemus robertmertensi,
Phyllodactylus_partidus,yes,Squamata,Sauria,Phyllodactylidae,67,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.9,7.9,no,NA,
Strophurus_taenicauda,yes,Squamata,Sauria,Diplodactylidae,73.2,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.9,7.9,yes,Strophurus taenicauda,
Chalcides_sepsoides,yes,Squamata,Sauria,Scincidae,116,SVL,leg_reduced lizards,-4.207,2.472,0.9,7.9,yes,Chalcides sepsoides,
Cyrtodactylus_nepalensis,yes,Squamata,Sauria,Gekkonidae,72.6,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.9,7.9,no,NA,
Bradypodion_caeruleogula,yes,Squamata,Sauria,Chamaeleonidae,67,SVL,Chamaeleonidae,-3.997,2.68,0.9,7.9,no,NA,
Rhampholeon_nchisiensis,yes,Squamata,Sauria,Chamaeleonidae,67,SVL,Chamaeleonidae,-3.997,2.68,0.9,7.9,yes,Rhampholeon nchisiensis,
Trioceros_conirostratus,yes,Squamata,Sauria,Chamaeleonidae,67,SVL,Chamaeleonidae,-3.997,2.68,0.9,7.9,no,NA,
Uvidicolus_sphyrurus,yes,Squamata,Sauria,Carphodactylidae,70,SVL,Carphodactylidae (Scharf et al. 2014),-3.445,2.353,0.9,7.9,yes,Underwoodisaurus sphyrurus,
Ctenotus_hanloni,yes,Squamata,Sauria,Scincidae,73.3,SVL,Legged Scincidae,-5.125,3.229,0.9,7.9,yes,Ctenotus hanloni,
Emoia_tropidolepis,yes,Squamata,Sauria,Scincidae,73.4,SVL,Legged Scincidae,-5.125,3.229,0.9,7.9,no,NA,
Diporiphora_arnhemica,yes,Squamata,Sauria,Agamidae,63,SVL,Typical Agamidae**,-4.686,3.105,0.9,8,yes,Diporiphora arnhemica,
Japalura_kumaonensis,yes,Squamata,Sauria,Agamidae,63,SVL,Typical Agamidae**,-4.686,3.105,0.9,8,no,NA,
Phrynocephalus_euptilopus,yes,Squamata,Sauria,Agamidae,63,SVL,Typical Agamidae**,-4.686,3.105,0.9,8,no,NA,
Adolfus_alleni,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,yes,Adolfus alleni,
Algyroides_nigropunctatus,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,yes,Algyroides nigropunctatus,
Australolacerta_australis,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,yes,Australolacerta australis,
Eremias_regeli,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,no,NA,
Ichnotropis_grandiceps,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,no,NA,
Mesalina_guttulata,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,yes,Mesalina guttulata,
Ophisops_elegans,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,yes,Ophisops elegans,
Phoenicolacerta_troodica,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,no,NA,
Podarcis_bocagei,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,yes,Podarcis bocagei,
Takydromus_dorsalis,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,yes,Takydromus dorsalis,
Takydromus_sexlineatus,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,yes,Takydromus sexlineatus,
Takydromus_tachydromoides,yes,Squamata,Sauria,Lacertidae,70,SVL,Lacertidae,-4.543,2.951,0.9,8,yes,Takydromus tachydromoides,
Bradypodion_kentanicum,yes,Squamata,Sauria,Chamaeleonidae,67.3,SVL,Chamaeleonidae,-3.997,2.68,0.9,8,no,NA,
Afroedura_transvaalica,yes,Squamata,Sauria,Gekkonidae,73,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.9,8,no,NA,
Cyrtodactylus_brevipalmatus,yes,Squamata,Sauria,Gekkonidae,73,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.9,8,no,NA,
Cyrtodactylus_gordongekkoi,yes,Squamata,Sauria,Gekkonidae,73,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.9,8,no,NA,
Cyrtodactylus_halmahericus,yes,Squamata,Sauria,Gekkonidae,73,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.9,8,no,NA,
Gekko_scientiadventura,yes,Squamata,Sauria,Gekkonidae,73,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.9,8,no,NA,
Phelsuma_borbonica,yes,Squamata,Sauria,Gekkonidae,73,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.9,8,yes,Phelsuma borbonica,
Aprasia_parapulchella,yes,Squamata,Sauria,Pygopodidae,140,SVL,Pygopodidae,-2.039,1.371,0.9,8,yes,Aprasia parapulchella,
Delma_fraseri,yes,Squamata,Sauria,Pygopodidae,140,SVL,Pygopodidae,-2.039,1.371,0.9,8,yes,Delma fraseri,
Sceloporus_aeneus,yes,Squamata,Sauria,Phrynosomatidae,60,SVL,Phrynosomatidae,-3.855,2.677,0.91,8,yes,Sceloporus aeneus,
Sceloporus_cozumelae,yes,Squamata,Sauria,Phrynosomatidae,60,SVL,Phrynosomatidae,-3.855,2.677,0.91,8,yes,Sceloporus cozumelae,
Sceloporus_goldmani,yes,Squamata,Sauria,Phrynosomatidae,60,SVL,Phrynosomatidae,-3.855,2.677,0.91,8,yes,Sceloporus goldmani,
Asaccus_andersoni,yes,Squamata,Sauria,Phyllodactylidae,67.5,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.91,8,no,NA,
Lygosoma_isodactylum,yes,Squamata,Sauria,Scincidae,117,SVL,leg_reduced lizards,-4.207,2.472,0.91,8,no,NA,
Anolis_chrysops,yes,Squamata,Sauria,Dactyloidae,73,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.91,8.1,no,NA,
Anolis_lineatopus,yes,Squamata,Sauria,Dactyloidae,73,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.91,8.1,yes,Anolis lineatopus,
Acanthodactylus_aureus,yes,Squamata,Sauria,Lacertidae,70.4,SVL,Lacertidae,-4.543,2.951,0.91,8.1,yes,Acanthodactylus aureus,
Phelsuma_hielscheri,yes,Squamata,Sauria,Gekkonidae,73.4,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.91,8.1,yes,Phelsuma hielscheri,
Capitellum_metallicum,yes,Squamata,Sauria,Scincidae,74,SVL,Legged Scincidae,-5.125,3.229,0.91,8.1,no,NA,
Ctenotus_angusticeps,yes,Squamata,Sauria,Scincidae,74,SVL,Legged Scincidae,-5.125,3.229,0.91,8.1,yes,Ctenotus angusticeps,
Emoia_laobaoense,yes,Squamata,Sauria,Scincidae,74,SVL,Legged Scincidae,-5.125,3.229,0.91,8.1,no,NA,
