binomial,valid,Order,sub-order,Family,max length (mm),length measure,conversion equation source*,intercept,slope,log mass,mass (g),in tree,name in tree,
Lamprolepis_leucosticta,yes,Squamata,Sauria,Scincidae,74,SVL,Legged Scincidae,-5.125,3.229,0.91,8.1,no,NA,
Lerista_bougainvillii,yes,Squamata,Sauria,Scincidae,74,SVL,Legged Scincidae,-5.125,3.229,0.91,8.1,yes,Lerista bougainvillii,
Oligosoma_moco,yes,Squamata,Sauria,Scincidae,74,SVL,Legged Scincidae,-5.125,3.229,0.91,8.1,yes,Oligosoma moco,
Prasinohaema_semoni,yes,Squamata,Sauria,Scincidae,74,SVL,Legged Scincidae,-5.125,3.229,0.91,8.1,no,NA,
Tympanocryptis_condaminensis,yes,Squamata,Sauria,Agamidae,63.5,SVL,Typical Agamidae**,-4.686,3.105,0.91,8.2,no,NA,
Phrynocephalus_axillaris,yes,Squamata,Sauria,Agamidae,63.5,SVL,Typical Agamidae**,-4.686,3.105,0.91,8.2,yes,Phrynocephalus axillaris,
Aspidoscelis_danheimae,yes,Squamata,Sauria,Teiidae,66,SVL,Teiidae,-4.747,3.11,0.91,8.2,no,NA,
Aprasia_striolata,yes,Squamata,Sauria,Pygopodidae,142,SVL,Pygopodidae,-2.039,1.371,0.91,8.2,yes,Aprasia striolata,
Dalmatolacerta_oxycephala,yes,Squamata,Sauria,Lacertidae,70.6,SVL,Lacertidae,-4.543,2.951,0.91,8.2,yes,Dalmatolacerta oxycephala,
Celestus_orobius,yes,Squamata,Sauria,Diploglossidae,83,SVL,legged anguids (Meiri et al. 2013),-5.765,3.48,0.91,8.2,no,NA,
Calumma_glawi,yes,Squamata,Sauria,Chamaeleonidae,68,SVL,Chamaeleonidae,-3.997,2.68,0.91,8.2,no,NA,
Alexandresaurus_camacan,yes,Squamata,Sauria,Gymnophthalmidae,70,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.91,8.2,no,NA,
Echinosaura_palmeri,yes,Squamata,Sauria,Gymnophthalmidae,70,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.91,8.2,no,NA,
Euspondylus_spinalis,yes,Squamata,Sauria,Gymnophthalmidae,70,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.91,8.2,no,NA,
Placosoma_cipoense,yes,Squamata,Sauria,Gymnophthalmidae,70,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.91,8.2,no,NA,
Draco_cyanopterus,yes,Squamata,Sauria,Agamidae,95,SVL,Draco**,-4.31,2.642,0.92,8.2,yes,Draco cyanopterus,
Liolaemus_montanezi,yes,Squamata,Sauria,Liolaemidae,64,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.92,8.2,no,NA,
Aprasia_picturata,yes,Squamata,Sauria,Pygopodidae,143,SVL,Pygopodidae,-2.039,1.371,0.92,8.2,yes,Aprasia picturata,
Coryphophylax_brevicaudus,yes,Squamata,Sauria,Agamidae,63.7,SVL,Typical Agamidae**,-4.686,3.105,0.92,8.2,no,NA,
Dibamus_taylori,yes,Squamata,Sauria,Dibamidae,169,SVL,Limbless lizards,-4.207,2.3,0.92,8.3,no,NA,
Cyrtodactylus_wangkulangkulae,yes,Squamata,Sauria,Gekkonidae,73.9,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.92,8.3,no,NA,
Liolaemus_crepuscularis,yes,Squamata,Sauria,Liolaemidae,64.1,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.92,8.3,yes,Liolaemus crepuscularis,
Cordylus_minor,yes,Squamata,Sauria,Cordylidae,72,SVL,Legged Cordylidae,-5.747,3.589,0.92,8.3,yes,Cordylus minor,
Gekko_swinhonis,yes,Squamata,Sauria,Gekkonidae,74,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.92,8.3,yes,Gekko swinhonis,
Paroedura_homalorhina,yes,Squamata,Sauria,Gekkonidae,74,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.92,8.3,yes,Paroedura homalorhina,
Rhoptropus_boultoni,yes,Squamata,Sauria,Gekkonidae,74,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.92,8.3,yes,Rhoptropus boultoni,
Darevskia_brauneri,yes,Squamata,Sauria,Lacertidae,71,SVL,Lacertidae,-4.543,2.951,0.92,8.3,yes,Darevskia brauneri,
Darevskia_steineri,yes,Squamata,Sauria,Lacertidae,71,SVL,Lacertidae,-4.543,2.951,0.92,8.3,no,NA,
Eremias_lalezharica,yes,Squamata,Sauria,Lacertidae,71,SVL,Lacertidae,-4.543,2.951,0.92,8.3,no,NA,
Meroles_suborbitalis,yes,Squamata,Sauria,Lacertidae,71,SVL,Lacertidae,-4.543,2.951,0.92,8.3,yes,Meroles suborbitalis,
Japalura_sagittifera,yes,Squamata,Sauria,Agamidae,63.9,SVL,Typical Agamidae**,-4.686,3.105,0.92,8.3,no,NA,
Cyrtodactylus_badenensis,yes,Squamata,Sauria,Gekkonidae,74.1,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.92,8.3,no,NA,
Agama_persimilis,yes,Squamata,Sauria,Agamidae,64,SVL,Typical Agamidae**,-4.686,3.105,0.92,8.4,no,NA,
Harpesaurus_tricinctus,yes,Squamata,Sauria,Agamidae,64,SVL,Typical Agamidae**,-4.686,3.105,0.92,8.4,no,NA,
Japalura_brevicauda,yes,Squamata,Sauria,Agamidae,64,SVL,Typical Agamidae**,-4.686,3.105,0.92,8.4,no,NA,
Larutia_nubisilvicola,yes,Squamata,Sauria,Scincidae,119,SVL,leg_reduced lizards,-4.207,2.472,0.92,8.4,no,NA,
Liolaemus_walkeri,yes,Squamata,Sauria,Liolaemidae,64.4,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.92,8.4,yes,Liolaemus walkeri,
Sceloporus_samcolemani,yes,Squamata,Sauria,Phrynosomatidae,61,SVL,Phrynosomatidae,-3.855,2.677,0.92,8.4,yes,Sceloporus samcolemani,
Anolis_armouri,yes,Squamata,Sauria,Dactyloidae,74,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.92,8.4,yes,Anolis armouri,
Anolis_bombiceps,yes,Squamata,Sauria,Dactyloidae,74,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.92,8.4,yes,Anolis bombiceps,
Anolis_chrysolepis,yes,Squamata,Sauria,Dactyloidae,74,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.92,8.4,yes,Anolis chrysolepis,
Anolis_darlingtoni,yes,Squamata,Sauria,Dactyloidae,74,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.92,8.4,yes,Anolis darlingtoni,
Anolis_poecilopus,yes,Squamata,Sauria,Dactyloidae,74,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.92,8.4,yes,Anolis poecilopus,
Anolis_tandai,yes,Squamata,Sauria,Dactyloidae,74,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.92,8.4,no,NA,
Anolis_trinitatis,yes,Squamata,Sauria,Dactyloidae,74,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.92,8.4,yes,Anolis trinitatis,
Liolaemus_lavillai,yes,Squamata,Sauria,Liolaemidae,64.5,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.93,8.4,yes,Liolaemus lavillai,
Draco_volans,yes,Squamata,Sauria,Agamidae,96,SVL,Draco**,-4.31,2.642,0.93,8.5,yes,Draco volans,
Hemidactylus_alkiyumii,yes,Squamata,Sauria,Gekkonidae,74.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.93,8.5,no,NA,
Emoia_tongana,yes,Squamata,Sauria,Scincidae,74.9,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Emoia tongana,
Paniegekko_madjo,yes,Squamata,Sauria,Diplodactylidae,75,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.93,8.5,yes,Bavayia madjo,
Liolaemus_tenuis,yes,Squamata,Sauria,Liolaemidae,64.6,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.93,8.5,yes,Liolaemus tenuis,
Podarcis_cretensis,yes,Squamata,Sauria,Lacertidae,71.5,SVL,Lacertidae,-4.543,2.951,0.93,8.5,no,NA,
Ctenotus_agrestis,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,no,NA,
Ctenotus_atlas,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Ctenotus atlas,
Ctenotus_olympicus,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Ctenotus olympicus,
Eremiascincus_isolepis,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Glaphyromorphus isolepis,
Eremiascincus_pardalis,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Glaphyromorphus pardalis,
Eutropis_madaraszi,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,no,NA,
Niveoscincus_greeni,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Niveoscincus greeni,
Oligosoma_inconspicuum,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Oligosoma inconspicuum,
Oligosoma_longipes,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Oligosoma longipes,
Oligosoma_maccanni,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Oligosoma maccanni,
Oligosoma_stenotis,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Oligosoma stenotis,
Plestiodon_lynxe,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Plestiodon lynxe,
Prasinohaema_prehensicauda,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,no,NA,
Scincella_rara,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,no,NA,
Sphenomorphus_nigrolineatus,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,no,NA,
Trachylepis_albilabris,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,no,NA,
Trachylepis_ferrarai,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,no,NA,
Trachylepis_irregularis,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,no,NA,
Trachylepis_rodenburgi,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,no,NA,
Tropidophorus_robinsoni,yes,Squamata,Sauria,Scincidae,75,SVL,Legged Scincidae,-5.125,3.229,0.93,8.5,yes,Tropidophorus robinsoni,
Phyllopezus_lutzae,yes,Squamata,Sauria,Phyllodactylidae,68.8,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.93,8.5,yes,Bogertia lutzae,
Leiocephalus_endomychus,yes,Squamata,Sauria,Leiocephalidae,69,SVL,Iguania,-5.033,3.243,0.93,8.5,no,NA,
Trioceros_kinetensis,yes,Squamata,Sauria,Chamaeleonidae,69,SVL,Chamaeleonidae,-3.997,2.68,0.93,8.5,no,NA,
Japalura_dasi,yes,Squamata,Sauria,Agamidae,64.5,SVL,Typical Agamidae**,-4.686,3.105,0.93,8.6,no,NA,
Chalcides_armitagei,yes,Squamata,Sauria,Scincidae,120,SVL,leg_reduced lizards,-4.207,2.472,0.93,8.6,no,NA,
Chamaesaura_miopropus,yes,Squamata,Sauria,Cordylidae,120,SVL,leg_reduced lizards,-4.207,2.472,0.93,8.6,no,NA,
Anolis_jacare,yes,Squamata,Sauria,Dactyloidae,74.5,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.93,8.6,yes,Anolis jacare,
Phyllodactylus_davisi,yes,Squamata,Sauria,Phyllodactylidae,69,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.93,8.6,yes,Phyllodactylus davisi,
Phyllodactylus_homolepidurus,yes,Squamata,Sauria,Phyllodactylidae,69,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.93,8.6,yes,Phyllodactylus homolepidurus,
Phyllodactylus_insularis,yes,Squamata,Sauria,Phyllodactylidae,69,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.93,8.6,no,NA,
Gekko_shibatai,yes,Squamata,Sauria,Gekkonidae,74.9,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.93,8.6,no,NA,
Paroedura_stumpffi,yes,Squamata,Sauria,Gekkonidae,74.9,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.93,8.6,yes,Paroedura stumpffi,
Eremias_vermiculata,yes,Squamata,Sauria,Lacertidae,71.8,SVL,Lacertidae,-4.543,2.951,0.93,8.6,yes,Eremias vermiculata,
Arthrosaura_reticulata,yes,Squamata,Sauria,Gymnophthalmidae,71,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.93,8.6,yes,Arthrosaura reticulata,
Arthrosaura_versteegii,yes,Squamata,Sauria,Gymnophthalmidae,71,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.93,8.6,no,NA,
Cyrtodactylus_seribuatensis,yes,Squamata,Sauria,Gekkonidae,75,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.6,no,NA,
Gehyra_robusta,yes,Squamata,Sauria,Gekkonidae,75,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.6,yes,Gehyra robusta,
Hemidactylus_yerburii,yes,Squamata,Sauria,Gekkonidae,75,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.6,yes,Hemidactylus yerburyi,
Paragehyra_gabriellae,yes,Squamata,Sauria,Gekkonidae,75,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.6,yes,Paragehyra gabriellae,
Ptychozoon_rhacophorus,yes,Squamata,Sauria,Gekkonidae,75,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.6,yes,Ptychozoon rhacophorus,
Liolaemus_abaucan,yes,Squamata,Sauria,Liolaemidae,65,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.94,8.6,yes,Liolaemus abaucan,
Liolaemus_donosobarrosi,yes,Squamata,Sauria,Liolaemidae,65,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.94,8.6,yes,Liolaemus donosobarrosi,
Liolaemus_fitzgeraldi,yes,Squamata,Sauria,Liolaemidae,65,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.94,8.6,no,NA,
Liolaemus_insolitus,yes,Squamata,Sauria,Liolaemidae,65,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.94,8.6,no,NA,
Liolaemus_sanjuanensis,yes,Squamata,Sauria,Liolaemidae,65,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.94,8.6,no,NA,
Liolaemus_torresi,yes,Squamata,Sauria,Liolaemidae,65,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.94,8.6,no,NA,
Liolaemus_uspallatensis,yes,Squamata,Sauria,Liolaemidae,65,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.94,8.6,yes,Liolaemus uspallatensis,
Darevskia_chlorogaster,yes,Squamata,Sauria,Lacertidae,72,SVL,Lacertidae,-4.543,2.951,0.94,8.7,yes,Darevskia chlorogaster,
Takydromus_hsuehshanensis,yes,Squamata,Sauria,Lacertidae,72,SVL,Lacertidae,-4.543,2.951,0.94,8.7,yes,Takydromus hsuehshanensis,
Cyrtodactylus_batucolus,yes,Squamata,Sauria,Gekkonidae,75.2,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.7,no,NA,
Liolaemus_confusus,yes,Squamata,Sauria,Liolaemidae,65.1,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,0.94,8.7,no,NA,
Brachymeles_tiboliorum,yes,Squamata,Sauria,Scincidae,75.5,SVL,Legged Scincidae,-5.125,3.229,0.94,8.7,no,NA,
Emoia_flavigularis,yes,Squamata,Sauria,Scincidae,75.5,SVL,Legged Scincidae,-5.125,3.229,0.94,8.7,no,NA,
Draco_dussumieri,yes,Squamata,Sauria,Agamidae,97,SVL,Draco**,-4.31,2.642,0.94,8.7,yes,Draco dussumieri,
Cnemaspis_psychedelica,yes,Squamata,Sauria,Gekkonidae,75.3,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.7,no,NA,
Cyrtodactylus_quadrivirgatus,yes,Squamata,Sauria,Gekkonidae,75.3,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.7,no,NA,
Cyrtodactylus_roesleri,yes,Squamata,Sauria,Gekkonidae,75.3,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.7,no,NA,
Gekko_adleri,yes,Squamata,Sauria,Gekkonidae,75.3,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.94,8.7,no,NA,
Gerrhonotus_parvus,yes,Squamata,Sauria,Anguidae,84.5,SVL,legged anguids (Meiri et al. 2013),-5.765,3.48,0.94,8.7,yes,Gerrhonotus parvus,
Cordylus_mclachlani,yes,Squamata,Sauria,Cordylidae,73,SVL,Legged Cordylidae,-5.747,3.589,0.94,8.7,yes,Cordylus mclachlani,
Platysaurus_minor,yes,Squamata,Sauria,Cordylidae,73,SVL,Legged Cordylidae,-5.747,3.589,0.94,8.7,yes,Platysaurus minor,
Platysaurus_relictus,yes,Squamata,Sauria,Cordylidae,73,SVL,Legged Cordylidae,-5.747,3.589,0.94,8.7,no,NA,
Coleonyx_variegatus,yes,Squamata,Sauria,Eublepharidae,77,SVL,Eublepharidae (Novosolov et al. 2013),-5.201,3.255,0.94,8.7,yes,Coleonyx variegatus,
Goniurosaurus_splendens,yes,Squamata,Sauria,Eublepharidae,77,SVL,Eublepharidae (Novosolov et al. 2013),-5.201,3.255,0.94,8.7,no,NA,
Anolis_bonairensis,yes,Squamata,Sauria,Dactyloidae,75,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.94,8.7,yes,Anolis bonairensis,
Anolis_brasiliensis,yes,Squamata,Sauria,Dactyloidae,75,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.94,8.7,no,NA,
Anolis_carolinensis,yes,Squamata,Sauria,Dactyloidae,75,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.94,8.7,yes,Anolis carolinensis,
Anolis_grahami,yes,Squamata,Sauria,Dactyloidae,75,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.94,8.7,yes,Anolis grahami,
Anolis_haetianus,yes,Squamata,Sauria,Dactyloidae,75,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.94,8.7,yes,Anolis haetianus,
Anolis_sagrei,yes,Squamata,Sauria,Dactyloidae,75,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.94,8.7,yes,Anolis sagrei,
Tarentola_fogoensis,yes,Squamata,Sauria,Phyllodactylidae,69.5,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.94,8.8,no,NA,
Agama_weidholzi,yes,Squamata,Sauria,Agamidae,65,SVL,Typical Agamidae**,-4.686,3.105,0.94,8.8,yes,Agama weidholzi,
Phrynocephalus_guttatus,yes,Squamata,Sauria,Agamidae,65,SVL,Typical Agamidae**,-4.686,3.105,0.94,8.8,yes,Phrynocephalus guttatus,
Holbrookia_propinqua,yes,Squamata,Sauria,Phrynosomatidae,62,SVL,Phrynosomatidae,-3.855,2.677,0.94,8.8,yes,Holbrookia propinqua,
Sceloporus_bicanthalis,yes,Squamata,Sauria,Phrynosomatidae,62,SVL,Phrynosomatidae,-3.855,2.677,0.94,8.8,yes,Sceloporus bicanthalis,
Sceloporus_chrysostictus,yes,Squamata,Sauria,Phrynosomatidae,62,SVL,Phrynosomatidae,-3.855,2.677,0.94,8.8,yes,Sceloporus chrysostictus,
Sceloporus_jalapae,yes,Squamata,Sauria,Phrynosomatidae,62,SVL,Phrynosomatidae,-3.855,2.677,0.94,8.8,yes,Sceloporus jalapae,
Sceloporus_ochoterenae,yes,Squamata,Sauria,Phrynosomatidae,62,SVL,Phrynosomatidae,-3.855,2.677,0.94,8.8,yes,Sceloporus ochoterenae,
Darevskia_dryada,yes,Squamata,Sauria,Lacertidae,72.4,SVL,Lacertidae,-4.543,2.951,0.95,8.8,no,NA,
Bavayia_montana,yes,Squamata,Sauria,Diplodactylidae,76,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.95,8.8,yes,Bavayia montana,
Chalcides_manueli,yes,Squamata,Sauria,Scincidae,75.9,SVL,Legged Scincidae,-5.125,3.229,0.95,8.8,yes,Chalcides manueli,
Anolis_philopunctatus,yes,Squamata,Sauria,Dactyloidae,90,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,0.95,8.9,no,NA,
Strophurus_strophurus,yes,Squamata,Sauria,Diplodactylidae,76.1,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,0.95,8.9,yes,Strophurus strophurus,
Furcifer_campani,yes,Squamata,Sauria,Chamaeleonidae,70,SVL,Chamaeleonidae,-3.997,2.68,0.95,8.9,yes,Furcifer campani,
Kinyongia_tenuis,yes,Squamata,Sauria,Chamaeleonidae,70,SVL,Chamaeleonidae,-3.997,2.68,0.95,8.9,yes,Kinyongia tenue,
Rhampholeon_platyceps,yes,Squamata,Sauria,Chamaeleonidae,70,SVL,Chamaeleonidae,-3.997,2.68,0.95,8.9,yes,Rhampholeon platyceps,
Amphiglossus_frontoparietalis,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Amphiglossus frontoparietalis,
Ctenotus_labillardieri,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Ctenotus labillardieri,
Exila_nigropalmata,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Mabuya nigropalmata,
Lobulia_subalpina,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,no,NA,
Oligosoma_striatum,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Oligosoma striatum,
Plestiodon_callicephalus,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Plestiodon callicephalus,
Plestiodon_copei,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Plestiodon copei,
Plestiodon_multivirgatus,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Plestiodon multivirgatus,
Plestiodon_tetragrammus,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Plestiodon tetragrammus,
Sphenomorphus_sarasinorum,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,no,NA,
Tribolonotus_pseudoponceleti,yes,Squamata,Sauria,Scincidae,76,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Tribolonotus pseudoponceleti,
Celestus_darlingtoni,yes,Squamata,Sauria,Diploglossidae,85,SVL,legged anguids (Meiri et al. 2013),-5.765,3.48,0.95,8.9,no,NA,
Sphenomorphus_acutus,yes,Squamata,Sauria,Scincidae,76.1,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Sphenomorphus acutus,
Phrynosoma_sherbrookei,yes,Squamata,Sauria,Phrynosomatidae,62.4,SVL,Phrynosomatidae,-3.855,2.677,0.95,8.9,no,NA,
Afroedura_major,yes,Squamata,Sauria,Gekkonidae,76,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.95,8.9,no,NA,
Cnemaspis_pemanggilensis,yes,Squamata,Sauria,Gekkonidae,76,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.95,8.9,no,NA,
Cyrtodactylus_fumosus,yes,Squamata,Sauria,Gekkonidae,76,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.95,8.9,no,NA,
Cyrtopodion_himalayanum,yes,Squamata,Sauria,Gekkonidae,76,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.95,8.9,no,NA,
Gehyra_occidentalis,yes,Squamata,Sauria,Gekkonidae,76,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.95,8.9,yes,Gehyra occidentalis,
Hemidactylus_anamallensis,yes,Squamata,Sauria,Gekkonidae,76,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.95,8.9,no,NA,
Concinnia_brachyosoma,yes,Squamata,Sauria,Scincidae,76.2,SVL,Legged Scincidae,-5.125,3.229,0.95,8.9,yes,Eulamprus brachyosoma,
Asaccus_nasrullahi,yes,Squamata,Sauria,Phyllodactylidae,70,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.95,8.9,no,NA,
Phyllodactylus_paucituberculatus,yes,Squamata,Sauria,Phyllodactylidae,70,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.95,8.9,yes,Phyllodactylus paucituberculatus,
Cyrtodactylus_albofasciatus,yes,Squamata,Sauria,Gekkonidae,76.1,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,0.95,9,no,NA,
Mesaspis_antauges,yes,Squamata,Sauria,Anguidae,85.2,SVL,legged anguids (Meiri et al. 2013),-5.765,3.48,0.95,9,no,NA,
Phrynocephalus_putjatai,yes,Squamata,Sauria,Agamidae,65.5,SVL,Typical Agamidae**,-4.686,3.105,0.95,9,yes,Phrynocephalus putjatai,
Acontias_schmitzi,yes,Squamata,Sauria,Scincidae,175.5,SVL,Limbless lizards,-4.207,2.3,0.95,9,no,NA,
Riama_laevis,yes,Squamata,Sauria,Gymnophthalmidae,72,SVL,Legged Gymnophthalmidae,-5.178,3.302,0.95,9,no,NA,
Asaccus_granularis,yes,Squamata,Sauria,Phyllodactylidae,70.2,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,0.96,9,no,NA,
Draco_guentheri,yes,Squamata,Sauria,Agamidae,98.4,SVL,Draco**,-4.31,2.642,0.96,9,yes,Draco guentheri,
Darevskia_armeniaca,yes,Squamata,Sauria,Lacertidae,73,SVL,Lacertidae,-4.543,2.951,0.96,9,yes,Darevskia armeniaca,
Darevskia_unisexualis,yes,Squamata,Sauria,Lacertidae,73,SVL,Lacertidae,-4.543,2.951,0.96,9,no,NA,
Philochortus_zolii,yes,Squamata,Sauria,Lacertidae,73,SVL,Lacertidae,-4.543,2.951,0.96,9,no,NA,
Nadzikambia_baylissi,yes,Squamata,Sauria,Chamaeleonidae,70.5,SVL,Chamaeleonidae,-3.997,2.68,0.96,9,no,NA,
