Class,Order,Family,Genus,Scientific_name,Body_mass_g_1,Body_mass_g_2,Body_mass_g_3,Body_mass_g_4,Body_mass_g_mean,Body_mass_g_median,Body_mass_g_max
Mammalia,Carnivora,Mustelidae,Melogale,Melogale_moschata,805.25,805.3,939,NA,849.85,805.3,939
Mammalia,Carnivora,Mustelidae,Melogale,Melogale_orientalis,2000,2000,NA,NA,2000,2000,2000
Mammalia,Carnivora,Mustelidae,Melogale,Melogale_personata,1702.5,1702.5,1850,NA,1751.666667,1702.5,1850
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_africana,536.99,537,NA,NA,536.995,536.995,537
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_altaica,171,171,180,NA,174,171,180
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_erminea,119.38,119.4,284,NA,174.26,119.4,284
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_eversmanii,1684.21,1350,NA,NA,1517.105,1517.105,1684.21
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_felipei,211.3,211.3,211,NA,211.2,211.3,211.3
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_frenata,147,147,191,142,156.75,147,191
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_itatsi,57,565,NA,NA,311,311,565
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_kathiah,208.08,208.1,264,NA,226.7266667,208.1,264
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_lutreola,440,440,568,NA,482.6666667,440,568
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_lutreolina,706.6,706.6,466,NA,626.4,706.6,706.6
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_nigripes,850,850,907,NA,869,850,907
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_nivalis,103.88,137.5,79.9,NA,107.0933333,103.88,137.5
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_nudipes,500,500,569,NA,523,500,569
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_putorius,915.37,915.4,984,NA,938.2566667,915.4,984
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_sibirica,405,405,532,NA,447.3333333,405,532
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_strigidorsa,1500,1500,1500,NA,1500,1500,1500
Mammalia,Carnivora,Mustelidae,Mustela,Mustela_subpalmata,350.52,87.5,NA,NA,219.01,219.01,350.52
Mammalia,Carnivora,Mustelidae,Neovison,Neovison_macrodon,1150,1190,NA,NA,1170,1170,1190
Mammalia,Carnivora,Mustelidae,Neovison,Neovison_vison,1150,945,NA,NA,1047.5,1047.5,1150
Mammalia,Carnivora,Mustelidae,Poecilogale,Poecilogale_albinucha,340,340,309,NA,329.6666667,340,340
Mammalia,Carnivora,Mustelidae,Pteronura,Pteronura_brasiliensis,23999.93,23999.9,26000,1500,18874.9575,23999.915,26000
Mammalia,Carnivora,Mustelidae,Taxidea,Taxidea_taxus,7107.55,7107.6,7840,NA,7351.716667,7107.6,7840
Mammalia,Carnivora,Mustelidae,Vormela,Vormela_peregusna,450.38,450.4,594,NA,498.26,450.4,594
Mammalia,Carnivora,Nandiniidae,Nandinia,Nandinia_binotata,2000,2000,2170,NA,2056.666667,2000,2170
Mammalia,Carnivora,Odobenidae,Odobenus,Odobenus_rosmarus,825000,825000,1050000,NA,9.00E+05,825000,1050000
Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_australis,45000,45000,68300,NA,52766.66667,45000,68300
Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_forsteri,101250,101250,101000,NA,101166.6667,101250,101250
Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_galapagoensis,27000,27000,39500,NA,31166.66667,27000,39500
Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_gazella,97500,97500,96600,NA,97200,97500,97500
Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_philippii,95000,95000,95000,NA,95000,95000,95000
Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_pusillus,178500,178500,179000,NA,178666.6667,178500,179000
Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_townsendi,105000,105000,101000,NA,103666.6667,105000,105000
Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_tropicalis,84000,84000,92200,NA,86733.33333,84000,92200
Mammalia,Carnivora,Otariidae,Callorhinus,Callorhinus_ursinus,45133,45133,55700,NA,48655.33333,45133,55700
Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias_jubatus,310000,310000,384000,NA,334666.6667,310000,384000
Mammalia,Carnivora,Otariidae,Neophoca,Neophoca_cinerea,190000,190000,189000,NA,189666.6667,190000,190000
Mammalia,Carnivora,Otariidae,Otaria,Otaria_bryonia,NA,NA,NA,NA,NA,NA,NA
Mammalia,Carnivora,Otariidae,Phocarctos,Phocarctos_hookeri,112300,112300,274000,NA,166200,112300,274000
Mammalia,Carnivora,Otariidae,Zalophus,Zalophus_californianus,80000,80000,138000,NA,99333.33333,80000,138000
Mammalia,Carnivora,Otariidae,Zalophus,Zalophus_japonicus,80000,505000,NA,NA,292500,292500,505000
Mammalia,Carnivora,Otariidae,Zalophus,Zalophus_wollebaeki,80000,109000,NA,NA,94500,94500,109000
Mammalia,Carnivora,Phocidae,Cystophora,Cystophora_cristata,288333.5,288333.5,279000,NA,285222.3333,288333.5,288333.5
Mammalia,Carnivora,Phocidae,Erignathus,Erignathus_barbatus,280000,280000,280000,NA,280000,280000,280000
Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus_grypus,157667,157667,197000,NA,170778,157667,197000
Mammalia,Carnivora,Phocidae,Histriophoca,Histriophoca_fasciata,90000,90000,NA,NA,90000,90000,90000
Mammalia,Carnivora,Phocidae,Hydrurga,Hydrurga_leptonyx,360000,360000,353000,NA,357666.6667,360000,360000
Mammalia,Carnivora,Phocidae,Leptonychotes,Leptonychotes_weddellii,4.00E+05,4.00E+05,4.00E+05,NA,4.00E+05,4.00E+05,4.00E+05
Mammalia,Carnivora,Phocidae,Lobodon,Lobodon_carcinophaga,224999.99,233250,NA,NA,229124.995,229124.995,233250
Mammalia,Carnivora,Phocidae,Mirounga,Mirounga_angustirostris,750000,750000,1120000,NA,873333.3333,750000,1120000
Mammalia,Carnivora,Phocidae,Mirounga,Mirounga_leonina,1600000,1600000,1600000,NA,1600000,1600000,1600000
Mammalia,Carnivora,Phocidae,Monachus,Monachus_monachus,292500,292500,295000,NA,293333.3333,292500,295000
Mammalia,Carnivora,Phocidae,Neomonachus,Neomonachus_schauinslandi,NA,223000,NA,NA,223000,223000,223000
Mammalia,Carnivora,Phocidae,Neomonachus,Neomonachus_tropicalis,NA,2.00E+05,NA,NA,2.00E+05,2.00E+05,2.00E+05
Mammalia,Carnivora,Phocidae,Ommatophoca,Ommatophoca_rossii,250000,250000,209000,NA,236333.3333,250000,250000
Mammalia,Carnivora,Phocidae,Pagophilus,Pagophilus_groenlandicus,132250,120000,NA,NA,126125,126125,132250
Mammalia,Carnivora,Phocidae,Phoca,Phoca_largha,150000,150000,99300,NA,133100,150000,150000
Mammalia,Carnivora,Phocidae,Phoca,Phoca_vitulina,1.00E+05,1.00E+05,87300,NA,95766.66667,1.00E+05,1.00E+05
Mammalia,Carnivora,Phocidae,Pusa,Pusa_caspica,62326.2,86000,NA,NA,74163.1,74163.1,86000
Mammalia,Carnivora,Phocidae,Pusa,Pusa_hispida,70963.6,90900,NA,NA,80931.8,80931.8,90900
Mammalia,Carnivora,Phocidae,Pusa,Pusa_sibirica,89499.99,90000,NA,NA,89749.995,89749.995,90000
Mammalia,Carnivora,Prionodontidae,Prionodon,Prionodon_linsang,700,700,685,NA,695,700,700
Mammalia,Carnivora,Prionodontidae,Prionodon,Prionodon_pardicolor,512,512,1140,NA,721.3333333,512,1140
Mammalia,Carnivora,Procyonidae,Bassaricyon,Bassaricyon_alleni,1235.01,1235,1240,NA,1236.67,1235.01,1240
Mammalia,Carnivora,Procyonidae,Bassaricyon,Bassaricyon_gabbii,1250,1250,1250,NA,1250,1250,1250
Mammalia,Carnivora,Procyonidae,Bassaricyon,Bassaricyon_medius,NA,1262.7,NA,NA,1262.7,1262.7,1262.7
Mammalia,Carnivora,Procyonidae,Bassaricyon,Bassaricyon_neblina,NA,1443.8,NA,825,1134.4,1134.4,1443.8
Mammalia,Carnivora,Procyonidae,Bassariscus,Bassariscus_astutus,1129.51,1129.5,1020,NA,1093.003333,1129.5,1129.51
Mammalia,Carnivora,Procyonidae,Bassariscus,Bassariscus_sumichrasti,899.99,900,906,NA,901.9966667,900,906
Mammalia,Carnivora,Procyonidae,Nasua,Nasua_narica,4030.05,4030,4580,NA,4213.35,4030.05,4580
Mammalia,Carnivora,Procyonidae,Nasua,Nasua_nasua,3793.85,3793.8,3790,2825,3550.6625,3791.9,3793.85
Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella_meridensis,NA,1783.2,NA,NA,1783.2,1783.2,1783.2
Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella_olivacea,1339.99,1340,1340,955,1243.7475,1339.995,1340
Mammalia,Carnivora,Procyonidae,Potos,Potos_flavus,3000,3000,2480,NA,2826.666667,3000,3000
Mammalia,Carnivora,Procyonidae,Procyon,Procyon_cancrivorus,6949.92,6949.9,6950,NA,6949.94,6949.92,6950
Mammalia,Carnivora,Procyonidae,Procyon,Procyon_lotor,5524.97,6550,6370,NA,6148.323333,6370,6550
Mammalia,Carnivora,Procyonidae,Procyon,Procyon_pygmaeus,2500,2500,2960,NA,2653.333333,2500,2960
Mammalia,Carnivora,Ursidae,Ailuropoda,Ailuropoda_melanoleuca,108400,108400,118000,NA,111600,108400,118000
Mammalia,Carnivora,Ursidae,Arctodus,Arctodus_simus,NA,709500,NA,NA,709500,709500,709500
Mammalia,Carnivora,Ursidae,Helarctos,Helarctos_malayanus,46500,46500,57000,NA,50000,46500,57000
Mammalia,Carnivora,Ursidae,Melursus,Melursus_ursinus,93130,93130,98900,NA,95053.33333,93130,98900
Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos_ornatus,140000.63,140000.6,123000,NA,134333.7433,140000.6,140000.63
Mammalia,Carnivora,Ursidae,Ursus,Ursus_americanus,99949.36,99949.4,111000,NA,103632.92,99949.4,111000
Mammalia,Carnivora,Ursidae,Ursus,Ursus_arctos,180520.42,180520.4,196000,NA,185680.2733,180520.42,196000
Mammalia,Carnivora,Ursidae,Ursus,Ursus_deningeri,NA,NA,NA,NA,NA,NA,NA
Mammalia,Carnivora,Ursidae,Ursus,Ursus_maritimus,388750.36,388750.4,375000,NA,384166.92,388750.36,388750.4
Mammalia,Carnivora,Ursidae,Ursus,Ursus_spelaeus,NA,390416.7,NA,NA,390416.7,390416.7,390416.7
Mammalia,Carnivora,Ursidae,Ursus,Ursus_thibetanus,77500,77500,99900,NA,84966.66667,77500,99900
Mammalia,Carnivora,Viverridae,Arctictis,Arctictis_binturong,9875,9875,13000,NA,10916.66667,9875,13000
Mammalia,Carnivora,Viverridae,Arctogalidia,Arctogalidia_trivirgata,2250,2250,2320,NA,2273.333333,2250,2320
Mammalia,Carnivora,Viverridae,Chrotogale,Chrotogale_owstoni,3250,3250,3270,NA,3256.666667,3250,3270
Mammalia,Carnivora,Viverridae,Civettictis,Civettictis_civetta,11999.97,12000,12100,NA,12033.32333,12000,12100
Mammalia,Carnivora,Viverridae,Cynogale,Cynogale_bennettii,4500,4500,4250,NA,4416.666667,4500,4500
Mammalia,Carnivora,Viverridae,Diplogale,Diplogale_hosei,3124.89,1300,NA,NA,2212.445,2212.445,3124.89
Mammalia,Carnivora,Viverridae,Genetta,Genetta_abyssinica,1649.99,1650,1410,NA,1569.996667,1649.99,1650
Mammalia,Carnivora,Viverridae,Genetta,Genetta_angolensis,1649.99,1650,1860,NA,1719.996667,1650,1860
Mammalia,Carnivora,Viverridae,Genetta,Genetta_bourloni,1821.97,1750,NA,NA,1785.985,1785.985,1821.97
Mammalia,Carnivora,Viverridae,Genetta,Genetta_cristata,1863.23,2500,NA,NA,2181.615,2181.615,2500
Mammalia,Carnivora,Viverridae,Genetta,Genetta_genetta,1800,1800,1780,NA,1793.333333,1800,1800
Mammalia,Carnivora,Viverridae,Genetta,Genetta_johnstoni,2225,2225,2230,NA,2226.666667,2225,2230
Mammalia,Carnivora,Viverridae,Genetta,Genetta_maculata,2225,2225,1950,NA,2133.333333,2225,2225
Mammalia,Carnivora,Viverridae,Genetta,Genetta_pardina,1821.97,3100,NA,NA,2460.985,2460.985,3100
Mammalia,Carnivora,Viverridae,Genetta,Genetta_piscivora,1648.05,3000,NA,NA,2324.025,2324.025,3000
Mammalia,Carnivora,Viverridae,Genetta,Genetta_poensis,1821.97,2250,NA,NA,2035.985,2035.985,2250
Mammalia,Carnivora,Viverridae,Genetta,Genetta_servalina,1054.99,1055,1310,NA,1139.996667,1055,1310
Mammalia,Carnivora,Viverridae,Genetta,Genetta_thierryi,1400.01,1400,1400,NA,1400.003333,1400,1400.01
Mammalia,Carnivora,Viverridae,Genetta,Genetta_tigrina,2225,2225,2070,NA,2173.333333,2225,2225
Mammalia,Carnivora,Viverridae,Genetta,Genetta_victoriae,2999.99,3000,2740,NA,2913.33,2999.99,3000
Mammalia,Carnivora,Viverridae,Hemigalus,Hemigalus_derbyanus,2322.5,2322.5,1270,NA,1971.666667,2322.5,2322.5
Mammalia,Carnivora,Viverridae,Macrogalidia,Macrogalidia_musschenbroekii,4000,4000,5160,NA,4386.666667,4000,5160
Mammalia,Carnivora,Viverridae,Paguma,Paguma_larvata,4300,4300,4300,NA,4300,4300,4300
Mammalia,Carnivora,Viverridae,Paradoxurus,Paradoxurus_hermaphroditus,3156.66,3156.7,3200,NA,3171.12,3156.7,3200
Mammalia,Carnivora,Viverridae,Paradoxurus,Paradoxurus_jerdoni,2780.75,2780.8,3580,NA,3047.183333,2780.8,3580
Mammalia,Carnivora,Viverridae,Paradoxurus,Paradoxurus_stenocephalus,NA,NA,NA,NA,NA,NA,NA
Mammalia,Carnivora,Viverridae,Paradoxurus,Paradoxurus_zeylonensis,2780.75,2780.8,2830,NA,2797.183333,2780.8,2830
Mammalia,Carnivora,Viverridae,Poiana,Poiana_leightoni,500,600,NA,NA,550,550,600
Mammalia,Carnivora,Viverridae,Poiana,Poiana_richardsonii,500,500,570,NA,523.3333333,500,570
Mammalia,Carnivora,Viverridae,Viverra,Viverra_civettina,12793.81,12793.8,12100,NA,12562.53667,12793.8,12793.81
Mammalia,Carnivora,Viverridae,Viverra,Viverra_megaspila,9250,9250,9060,NA,9186.666667,9250,9250
Mammalia,Carnivora,Viverridae,Viverra,Viverra_tangalunga,6885,6885,7350,NA,7040,6885,7350
Mammalia,Carnivora,Viverridae,Viverra,Viverra_zibetha,9500,9500,9150,NA,9383.333333,9500,9500
Mammalia,Carnivora,Viverridae,Viverricula,Viverricula_indica,2908.43,2908.4,2980,NA,2932.276667,2908.43,2980
Mammalia,Cetartiodactyla,Antilocapridae,Antilocapra,Antilocapra_americana,46082.92,46082.9,46900,NA,46355.27333,46082.92,46900
Mammalia,Cetartiodactyla,Balaenidae,Balaena,Balaena_mysticetus,1.00E+08,1.00E+08,79700000,NA,93233333.33,1.00E+08,1.00E+08
Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,Eubalaena_australis,2.30E+07,2.30E+07,2.30E+07,NA,2.30E+07,2.30E+07,2.30E+07
Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,Eubalaena_glacialis,2.30E+07,2.30E+07,2.30E+07,NA,2.30E+07,2.30E+07,2.30E+07
Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,Eubalaena_japonica,2.30E+07,2.30E+07,NA,NA,2.30E+07,2.30E+07,2.30E+07
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_acutorostrata,1.00E+07,1.00E+07,5590000,NA,8530000,1.00E+07,1.00E+07
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_bonaerensis,35089915.83,7450000,NA,NA,21269957.92,21269957.92,35089915.83
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_borealis,2.00E+07,2.00E+07,22100000,NA,20700000,2.00E+07,22100000
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_edeni,2.00E+07,2.00E+07,2.00E+07,NA,2.00E+07,2.00E+07,2.00E+07
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_musculus,1.90E+08,1.90E+08,1.54E+08,NA,1.78E+08,1.90E+08,1.90E+08
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_omurai,NA,7334036,NA,NA,7334036,7334036,7334036
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_physalus,7.00E+07,7.00E+07,47500000,NA,62500000,7.00E+07,7.00E+07
Mammalia,Cetartiodactyla,Balaenopteridae,Megaptera,Megaptera_novaeangliae,3.00E+07,3.00E+07,3.00E+07,NA,3.00E+07,3.00E+07,3.00E+07
Mammalia,Cetartiodactyla,Bovidae,Addax,Addax_nasomaculatus,70000.32,70000.3,94700,NA,78233.54,70000.32,94700
Mammalia,Cetartiodactyla,Bovidae,Aepyceros,Aepyceros_melampus,52500.08,52500.1,52300,NA,52433.39333,52500.08,52500.1
Mammalia,Cetartiodactyla,Bovidae,Alcelaphus,Alcelaphus_buselaphus,171001.53,171001.5,164000,NA,168667.6767,171001.5,171001.53
Mammalia,Cetartiodactyla,Bovidae,Ammodorcas,Ammodorcas_clarkei,28049.81,28049.8,28000,NA,28033.20333,28049.8,28049.81
Mammalia,Cetartiodactyla,Bovidae,Ammotragus,Ammotragus_lervia,48000,48000,93200,NA,63066.66667,48000,93200
Mammalia,Cetartiodactyla,Bovidae,Antidorcas,Antidorcas_marsupialis,31500,31500,33200,NA,32066.66667,31500,33200
Mammalia,Cetartiodactyla,Bovidae,Antilope,Antilope_cervicapra,37500,37500,35900,NA,36966.66667,37500,37500
Mammalia,Cetartiodactyla,Bovidae,Arabitragus,Arabitragus_jayakari,NA,23000,NA,NA,23000,23000,23000
Mammalia,Cetartiodactyla,Bovidae,Beatragus,Beatragus_hunteri,79132.17,80000,NA,NA,79566.085,79566.085,80000
Mammalia,Cetartiodactyla,Bovidae,Bison,Bison_bison,579255.28,579255.3,620000,NA,592836.86,579255.3,620000
Mammalia,Cetartiodactyla,Bovidae,Bison,Bison_bonasus,5.00E+05,5.00E+05,673000,NA,557666.6667,5.00E+05,673000
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_frontalis,8.00E+05,NA,8.00E+05,NA,8.00E+05,8.00E+05,8.00E+05
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_gaurus,NA,825000,NA,NA,825000,825000,825000
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_grunniens,416500,NA,5.00E+05,NA,458250,458250,5.00E+05
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_indicus,NA,NA,NA,NA,NA,NA,NA
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_javanicus,625000,7.00E+05,627000,NA,650666.6667,627000,7.00E+05
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_mutus,NA,546250,NA,NA,546250,546250,546250
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_primigenius,NA,9.00E+05,NA,NA,9.00E+05,9.00E+05,9.00E+05
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_sauveli,8.00E+05,8.00E+05,786000,NA,795333.3333,8.00E+05,8.00E+05
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_taurus,9.00E+05,NA,613000,NA,756500,756500,9.00E+05
Mammalia,Cetartiodactyla,Bovidae,Boselaphus,Boselaphus_tragocamelus,169000,169000,181000,NA,173000,169000,181000
Mammalia,Cetartiodactyla,Bovidae,Bubalus,Bubalus_arnee,NA,725000,NA,NA,725000,725000,725000
Mammalia,Cetartiodactyla,Bovidae,Bubalus,Bubalus_depressicornis,3.00E+05,88000,255000,NA,214333.3333,255000,3.00E+05
Mammalia,Cetartiodactyla,Bovidae,Bubalus,Bubalus_mindorensis,233333.33,224000,251000,NA,236111.11,233333.33,251000
Mammalia,Cetartiodactyla,Bovidae,Bubalus,Bubalus_quarlesi,150000,76000,180000,NA,135333.3333,150000,180000
Mammalia,Cetartiodactyla,Bovidae,Budorcas,Budorcas_taxicolor,302000,302000,291000,NA,298333.3333,302000,302000
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_aegagrus,NA,33500,NA,NA,33500,33500,33500
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_caucasica,55000,55000,63300,NA,57766.66667,55000,63300
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_cylindricornis,NA,50000,57500,NA,53750,53750,57500
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_falconeri,41000,41000,53600,NA,45200,41000,53600
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_hircus,54250,NA,46900,NA,50575,50575,54250
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_ibex,85166.51,85166.5,69300,NA,79877.67,85166.5,85166.51
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_nubiana,62624.84,62624.8,47600,NA,57616.54667,62624.8,62624.84
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_pyrenaica,50000,50000,60200,NA,53400,50000,60200
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_sibirica,130000,130000,130000,NA,130000,130000,130000
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_walie,1.00E+05,1.00E+05,99400,NA,99800,1.00E+05,1.00E+05
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_crispus,43030.64,37160,NA,NA,40095.32,40095.32,43030.64
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_milneedwardsii,69093.52,130000,NA,NA,99546.76,99546.76,130000
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_rubidus,69093.52,87500,NA,NA,78296.76,78296.76,87500
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_sumatraensis,110942.22,87500,NA,NA,99221.11,99221.11,110942.22
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_swinhoei,69093.52,21000,NA,NA,45046.76,45046.76,69093.52
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_thar,69093.52,112500,NA,NA,90796.76,90796.76,112500
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_adersi,9249.96,9250,9250,NA,9249.986667,9250,9250
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_callipygus,18249.88,18249.9,18800,NA,18433.26,18249.9,18800
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_dorsalis,20000,20000,20000,NA,20000,20000,20000
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_harveyi,NA,14500.1,14500,NA,14500.05,14500.05,14500.1
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_jentinki,70000.32,70000.3,67500,NA,69166.87333,70000.3,70000.32
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_leucogaster,12699.89,12699.9,13000,NA,12799.93,12699.9,13000
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_natalensis,11999.97,12000,12000,NA,11999.99,12000,12000
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_niger,20399.99,20400,18900,NA,19899.99667,20399.99,20400
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_nigrifrons,13899.85,13899.8,14200,NA,13999.88333,13899.85,14200
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_ogilbyi,20000,20000,18200,NA,19400,20000,20000
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_rufilatus,11999.97,12000,12000,NA,11999.99,12000,12000
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_silvicultor,72500.33,72500.3,61300,NA,68766.87667,72500.3,72500.33
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_spadix,56000.25,56000.3,56500,NA,56166.85,56000.3,56500
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_weynsi,17000,17000,NA,NA,17000,17000,17000
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_zebra,17500.08,17500.1,15400,NA,16800.06,17500.08,17500.1
Mammalia,Cetartiodactyla,Bovidae,Connochaetes,Connochaetes_gnou,179998.96,179999,154000,NA,171332.6533,179998.96,179999
Mammalia,Cetartiodactyla,Bovidae,Connochaetes,Connochaetes_taurinus,179998.96,179999,196000,NA,185332.6533,179999,196000
Mammalia,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus_lunatus,136000.34,136000.3,131000,NA,134333.5467,136000.3,136000.34
Mammalia,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus_pygargus,102000,102000,76700,NA,93566.66667,102000,102000
Mammalia,Cetartiodactyla,Bovidae,Dorcatragus,Dorcatragus_megalotis,10249.91,10249.9,10900,NA,10466.60333,10249.91,10900
Mammalia,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas_albonotata,NA,25000,NA,NA,25000,25000,25000
Mammalia,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas_rufifrons,26999.77,26999.8,NA,NA,26999.785,26999.785,26999.8
Mammalia,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas_rufina,40000,40000,NA,NA,40000,40000,40000
Mammalia,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas_thomsonii,22907.43,20499.8,NA,NA,21703.615,21703.615,22907.43
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_arabica,12000,NA,12000,NA,12000,12000,12000
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_bennettii,18916.67,18916.7,18900,NA,18911.12333,18916.67,18916.7
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_bilkis,NA,48500,48500,NA,48500,48500,48500
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_cuvieri,25000,25000,NA,NA,25000,25000,25000
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_dorcas,23000.11,23000.1,15500,NA,20500.07,23000.1,23000.11
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_gazella,22749.93,22749.9,21200,NA,22233.27667,22749.9,22749.93
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_leptoceros,22200,22200,24300,NA,22900,22200,24300
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_saudiya,16000,16000,16000,NA,16000,16000,16000
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_spekei,20000,20000,20000,NA,20000,20000,20000
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_subgutturosa,28500,28500,26700,NA,27900,28500,28500
Mammalia,Cetartiodactyla,Bovidae,Hemitragus,Hemitragus_jemlahicus,35200,35200,67900,NA,46100,35200,67900
Mammalia,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus_equinus,269997.66,269997.7,260000,NA,266665.12,269997.66,269997.7
Mammalia,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus_leucophaeus,150000,150000,150000,NA,150000,150000,150000
Mammalia,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus_niger,227499.27,227499.3,234000,NA,229666.19,227499.3,234000
