Class,Order,Family,Genus,Scientific_name,Body_mass_g_1,Body_mass_g_2,Body_mass_g_3,Body_mass_g_4,Body_mass_g_mean,Body_mass_g_median,Body_mass_g_max
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,Megaloglossus_azagnyi,NA,26.9,NA,NA,26.9,26.9,26.9
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,Megaloglossus_woermanni,15.66,15.7,16.1,NA,15.82,15.7,16.1
Mammalia,Chiroptera,Pteropodidae,Melonycteris,Melonycteris_fardoulisi,42.53,48.4,NA,NA,45.465,45.465,48.4
Mammalia,Chiroptera,Pteropodidae,Melonycteris,Melonycteris_melanops,49.04,49,47.6,NA,48.54666667,49,49.04
Mammalia,Chiroptera,Pteropodidae,Melonycteris,Melonycteris_woodfordi,36.88,29.2,36.7,NA,34.26,36.7,36.88
Mammalia,Chiroptera,Pteropodidae,Micropteropus,Micropteropus_intermedius,59.17,44,NA,NA,51.585,51.585,59.17
Mammalia,Chiroptera,Pteropodidae,Micropteropus,Micropteropus_pusillus,26.57,26.6,25.3,NA,26.15666667,26.57,26.6
Mammalia,Chiroptera,Pteropodidae,Mirimiri,Mirimiri_acrodonta,NA,250.5,NA,NA,250.5,250.5,250.5
Mammalia,Chiroptera,Pteropodidae,Myonycteris,Myonycteris_angolensis,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Pteropodidae,Myonycteris,Myonycteris_brachycephala,53.39,35.8,NA,NA,44.595,44.595,53.39
Mammalia,Chiroptera,Pteropodidae,Myonycteris,Myonycteris_relicta,52,52,52.9,NA,52.3,52,52.9
Mammalia,Chiroptera,Pteropodidae,Myonycteris,Myonycteris_torquata,42.23,42.2,44.5,NA,42.97666667,42.23,44.5
Mammalia,Chiroptera,Pteropodidae,Nanonycteris,Nanonycteris_veldkampii,21.89,21.4,NA,NA,21.645,21.645,21.89
Mammalia,Chiroptera,Pteropodidae,Neopteryx,Neopteryx_frosti,153.86,225,NA,NA,189.43,189.43,225
Mammalia,Chiroptera,Pteropodidae,Notopteris,Notopteris_macdonaldi,65.14,65.1,67.9,NA,66.04666667,65.14,67.9
Mammalia,Chiroptera,Pteropodidae,Notopteris,Notopteris_neocaledonica,65.14,45.1,NA,NA,55.12,55.12,65.14
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_aello,84.26,84.3,84.5,NA,84.35333333,84.3,84.5
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_albiventer,29.88,29.9,29.8,NA,29.86,29.88,29.9
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_cephalotes,44.47,44.5,44.5,NA,44.49,44.5,44.5
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_certans,42.1,42.1,42.9,NA,42.36666667,42.1,42.9
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_cyclotis,48,48,48.4,NA,48.13333333,48,48.4
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_draconilla,29,29,29.9,NA,29.3,29,29.9
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_keasti,51.64,44.6,NA,NA,48.12,48.12,51.64
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_major,104.15,104.2,106,NA,104.7833333,104.2,106
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_malaitensis,75.39,75.4,77.7,NA,76.16333333,75.4,77.7
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_masalai,52.3,52.3,52.7,NA,52.43333333,52.3,52.7
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_minutus,45.56,33.1,NA,NA,39.33,39.33,45.56
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_rabori,67.5,67.5,68.2,NA,67.73333333,67.5,68.2
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_robinsoni,49.48,49.5,48.4,NA,49.12666667,49.48,49.5
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_sanctacrucis,51.64,110,NA,NA,80.82,80.82,110
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_vizcaccia,40,40,41.6,NA,40.53333333,40,41.6
Mammalia,Chiroptera,Pteropodidae,Otopteropus,Otopteropus_cartilagonodus,16.75,16.8,16.9,NA,16.81666667,16.8,16.9
Mammalia,Chiroptera,Pteropodidae,Paranyctimene,Paranyctimene_raptor,24.31,24.3,24.7,NA,24.43666667,24.31,24.7
Mammalia,Chiroptera,Pteropodidae,Paranyctimene,Paranyctimene_tenax,24.31,31.5,NA,NA,27.905,27.905,31.5
Mammalia,Chiroptera,Pteropodidae,Penthetor,Penthetor_lucasi,38.17,38.2,35.3,NA,37.22333333,38.17,38.2
Mammalia,Chiroptera,Pteropodidae,Plerotes,Plerotes_anchietae,120.64,38,NA,NA,79.32,79.32,120.64
Mammalia,Chiroptera,Pteropodidae,Ptenochirus,Ptenochirus_jagori,77.25,77.3,78.8,NA,77.78333333,77.3,78.8
Mammalia,Chiroptera,Pteropodidae,Ptenochirus,Ptenochirus_minor,36.25,36.3,47,NA,39.85,36.3,47
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_anceps,560.36,560.4,570,NA,563.5866667,560.4,570
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_atrata,472,472,487,NA,477,472,487
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_flanneryi,NA,670.2,NA,NA,670.2,670.2,670.2
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_pulchra,280,280,289,NA,283,280,289
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_taki,369.06,286.7,NA,NA,327.88,327.88,369.06
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_admiralitatum,299.9,299.9,304,NA,301.2666667,299.9,304
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_aldabrensis,305,305,308,NA,306,305,308
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_alecto,643.57,643.6,607,NA,631.39,643.57,643.6
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_anetianus,426,426,394,NA,415.3333333,426,426
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_argentatus,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_aruensis,361.25,743.2,NA,NA,552.225,552.225,743.2
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_brunneus,200,200,200,NA,200,200,200
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_caniceps,505,505,521,NA,510.3333333,505,521
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_capistratus,247.5,223,NA,NA,235.25,235.25,247.5
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_chrysoproctus,710,710,724,NA,714.6666667,710,724
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_cognatus,361.25,302.5,NA,NA,331.875,331.875,361.25
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_conspicillatus,775.7,775.7,757,NA,769.4666667,775.7,775.7
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_dasymallus,435,435,492,NA,454,435,492
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_faunulus,344.76,288,NA,NA,316.38,316.38,344.76
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_fundatus,205.65,205.7,209,NA,206.7833333,205.7,209
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_giganteus,804.17,804.2,818,NA,808.79,804.2,818
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_gilliardorum,406.94,400,NA,NA,403.47,403.47,406.94
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_griseus,269,269,270,NA,269.3333333,269,270
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_howensis,232.93,232.9,233,NA,232.9433333,232.93,233
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_hypomelanus,428.14,428.1,433,NA,429.7466667,428.14,433
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_intermedius,361.25,971.6,NA,NA,666.425,666.425,971.6
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_keyensis,361.25,658.8,NA,NA,510.025,510.025,658.8
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_livingstonii,734.27,588.5,731,NA,684.59,731,734.27
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_lombocensis,250.3,250.3,255,NA,251.8666667,250.3,255
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_loochoensis,361.25,299.6,NA,NA,330.425,330.425,361.25
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_lylei,316.67,316.7,320,NA,317.79,316.7,320
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_macrotis,357,357,366,NA,360,357,366
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_mahaganus,251.4,251.4,295,NA,265.9333333,251.4,295
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_mariannus,453.5,453.5,458,NA,455,453.5,458
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_melanopogon,860,860,867,NA,862.3333333,860,867
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_melanotus,344.76,375,NA,NA,359.88,359.88,375
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_molossinus,284.21,178,NA,NA,231.105,231.105,284.21
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_neohibernicus,966.79,966.8,1010,NA,981.1966667,966.8,1010
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_niger,456.25,456.3,470,NA,460.85,456.3,470
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_nitendiensis,265,265,273,NA,267.6666667,265,273
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_ocularis,220,220,227,NA,222.3333333,220,227
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_ornatus,330,330,333,NA,331,330,333
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pelagicus,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pelewensis,361.25,244.6,NA,NA,302.925,302.925,361.25
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_personatus,127.5,127.5,130,NA,128.3333333,127.5,130
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pilosus,361.25,440,NA,NA,400.625,400.625,440
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pohlei,343,343,350,NA,345.3333333,343,350
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_poliocephalus,749.91,749.9,702,NA,733.9366667,749.9,749.91
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pselaphon,282.86,397.2,NA,NA,340.03,340.03,397.2
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pumilus,183.35,183.4,184,NA,183.5833333,183.4,184
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_rayneri,724.5,724.5,661,NA,703.3333333,724.5,724.5
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_rennelli,361.25,296.4,NA,NA,328.825,328.825,361.25
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_rodricensis,253.83,253.8,256,NA,254.5433333,253.83,256
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_rufus,361,361,366,NA,362.6666667,361,366
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_samoensis,310,310,310,NA,310,310,310
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_scapulatus,405.96,447.5,378,NA,410.4866667,405.96,447.5
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_seychellensis,457,457,488,NA,467.3333333,457,488
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_speciosus,344.76,323.9,NA,NA,334.33,334.33,344.76
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_subniger,361.25,130,NA,NA,245.625,245.625,361.25
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_temminckii,361.25,250,NA,NA,305.625,305.625,361.25
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_tokudae,152,150,153,NA,151.6666667,152,153
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_tonganus,418.33,418.3,557,NA,464.5433333,418.33,557
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_tuberculatus,282.86,267.1,NA,NA,274.98,274.98,282.86
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_ualanus,361.25,348.9,NA,NA,355.075,355.075,361.25
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_vampyrus,935.88,935.9,1040,NA,970.5933333,935.9,1040
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_vetulus,148,148,150,NA,148.6666667,148,150
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_voeltzkowi,527.5,527.5,538,NA,531,527.5,538
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_woodfordi,119.33,119.3,122,NA,120.21,119.33,122
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_yapensis,361.25,NA,NA,NA,361.25,361.25,361.25
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_aegyptiacus,132.24,132.2,NA,NA,132.22,132.22,132.24
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_amplexicaudatus,82.47,82.5,74,NA,79.65666667,82.47,82.5
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_bidens,62.39,171,NA,NA,116.695,116.695,171
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_celebensis,56.3,56.3,62.5,NA,58.36666667,56.3,62.5
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_lanosus,103,103,104,NA,103.3333333,103,104
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_leschenaultii,84.88,97.1,NA,NA,90.99,90.99,97.1
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_linduensis,77.74,90.8,NA,NA,84.27,84.27,90.8
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_madagascariensis,62.1,62.1,65.6,NA,63.26666667,62.1,65.6
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_obliviosus,44.1,44.1,44.9,NA,44.36666667,44.1,44.9
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_spinalatus,90.75,90.8,91.5,NA,91.01666667,90.8,91.5
Mammalia,Chiroptera,Pteropodidae,Scotonycteris,Scotonycteris_bergmansi,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Pteropodidae,Scotonycteris,Scotonycteris_occidentalis,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Pteropodidae,Scotonycteris,Scotonycteris_zenkeri,20.83,20.8,21.3,NA,20.97666667,20.83,21.3
Mammalia,Chiroptera,Pteropodidae,Sphaerias,Sphaerias_blanfordi,28.18,28.2,28.8,NA,28.39333333,28.2,28.8
Mammalia,Chiroptera,Pteropodidae,Styloctenium,Styloctenium_mindorensis,NA,212,NA,NA,212,212,212
Mammalia,Chiroptera,Pteropodidae,Styloctenium,Styloctenium_wallacei,173,173,172,NA,172.6666667,173,173
Mammalia,Chiroptera,Pteropodidae,Syconycteris,Syconycteris_australis,17.1,17.1,17.6,NA,17.26666667,17.1,17.6
Mammalia,Chiroptera,Pteropodidae,Syconycteris,Syconycteris_carolinae,39,39,39.3,NA,39.1,39,39.3
Mammalia,Chiroptera,Pteropodidae,Syconycteris,Syconycteris_hobbit,18.29,18.3,19.9,NA,18.83,18.3,19.9
Mammalia,Chiroptera,Pteropodidae,Thoopterus,Thoopterus_nigrescens,60.4,60.4,65.5,NA,62.1,60.4,65.5
Mammalia,Chiroptera,Pteropodidae,Thoopterus,Thoopterus_suhaniahae,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_acuminatus,12.13,12.1,12.1,NA,12.11,12.1,12.13
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_adami,10.4,5.8,NA,NA,8.1,8.1,10.4
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_affinis,13.63,13.6,13.7,NA,13.64333333,13.63,13.7
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_alcyone,18.75,18.8,18.5,NA,18.68333333,18.75,18.8
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_arcuatus,8.75,8.8,8.91,NA,8.82,8.8,8.91
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_beddomei,10.62,14.5,NA,NA,12.56,12.56,14.5
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_blasii,9.7,9.7,10.2,NA,9.866666667,9.7,10.2
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_bocharicus,15.05,15.2,NA,NA,15.125,15.125,15.2
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_borneensis,7.9,7.9,NA,NA,7.9,7.9,7.9
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_canuti,10.75,12.7,NA,NA,11.725,11.725,12.7
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_capensis,12.8,12.8,12.9,NA,12.83333333,12.8,12.9
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_celebensis,10.4,6.7,NA,NA,8.55,8.55,10.4
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_chaseni,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_clivosus,15.66,15.7,15.1,NA,15.48666667,15.66,15.7
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_coelophyllus,7.1,7.1,7.07,NA,7.09,7.1,7.1
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_cognatus,10.49,5.4,NA,NA,7.945,7.945,10.49
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_cohenae,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_convexus,10.62,7.7,NA,NA,9.16,9.16,10.62
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_creaghi,12,12,NA,NA,12,12,12
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_darlingi,9.45,9.5,8.87,NA,9.273333333,9.45,9.5
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_deckenii,10.4,16.8,NA,NA,13.6,13.6,16.8
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_denti,6.15,6.2,6.25,NA,6.2,6.2,6.25
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_eloquens,19.05,19.1,19.1,NA,19.08333333,19.1,19.1
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_euryale,8.15,8.2,9.18,NA,8.51,8.2,9.18
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_euryotis,14.3,14.3,14.3,NA,14.3,14.3,14.3
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_ferrumequinum,21.06,21.1,22.5,NA,21.55333333,21.1,22.5
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_formosae,10.62,20,NA,NA,15.31,15.31,20
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_francisi,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_fumigatus,12.94,12.9,13.1,NA,12.98,12.94,13.1
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_guineensis,9.9,10.4,NA,NA,10.15,10.15,10.4
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_hildebrandtii,25.99,25.8,NA,NA,25.895,25.895,25.99
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_hilli,13.6,16.5,NA,NA,15.05,15.05,16.5
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_hillorum,10.62,14.8,NA,NA,12.71,12.71,14.8
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_hipposideros,4.71,4.7,4.6,NA,4.67,4.7,4.71
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_huananus,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_inops,13.5,13.5,13.6,NA,13.53333333,13.5,13.6
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_kahuzi,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_keyensis,6.26,7.4,NA,NA,6.83,6.83,7.4
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_landeri,8.86,8.9,9.39,NA,9.05,8.9,9.39
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_lepidus,5.7,5.7,5.45,NA,5.616666667,5.7,5.7
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_luctoides,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_luctus,33.45,33.5,34,NA,33.65,33.5,34
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_mabuensis,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_maclaudi,13.08,13.1,13.5,NA,13.22666667,13.1,13.5
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_macrotis,6.15,6.2,6.18,NA,6.176666667,6.18,6.2
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_madurensis,10.62,6.7,NA,NA,8.66,8.66,10.62
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_maendeleo,10.62,6,NA,NA,8.31,8.31,10.62
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_malayanus,6.7,6.7,6.73,NA,6.71,6.7,6.73
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_marshalli,5.02,5,5.02,NA,5.013333333,5.02,5.02
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_megaphyllus,10.06,10.1,10.1,NA,10.08666667,10.1,10.1
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_mehelyi,12.33,12.3,13.9,NA,12.84333333,12.33,13.9
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_mitratus,10.4,19,NA,NA,14.7,14.7,19
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_montanus,10.62,6.7,NA,NA,8.66,8.66,10.62
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_mossambicus,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_nereis,9.62,7.6,NA,NA,8.61,8.61,9.62
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_osgoodi,10.62,7.3,NA,NA,8.96,8.96,10.62
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_paradoxolophus,8.24,8.2,8.17,NA,8.203333333,8.2,8.24
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_pearsonii,11.55,11.8,11.6,NA,11.65,11.6,11.8
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_philippinensis,10.33,10.3,10.9,NA,10.51,10.33,10.9
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_pusillus,5.15,7.2,5.16,NA,5.836666667,5.16,7.2
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_rex,10.4,11.3,NA,NA,10.85,10.85,11.3
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_robinsoni,8.5,8.5,8.54,NA,8.513333333,8.5,8.54
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_rouxii,12.25,11.8,12.2,NA,12.08333333,12.2,12.25
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_rufus,30,30,30.3,NA,30.1,30,30.3
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_ruwenzorii,10.62,17.6,NA,NA,14.11,14.11,17.6
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_sakejiensis,22,14.1,NA,NA,18.05,18.05,22
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_schnitzleri,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_sedulus,8.75,8.8,8.75,NA,8.766666667,8.75,8.8
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_shameli,9.61,9.6,9.61,NA,9.606666667,9.61,9.61
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_shortridgei,10.62,6.4,NA,NA,8.51,8.51,10.62
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_siamensis,10.62,5.1,NA,NA,7.86,7.86,10.62
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_silvestris,10.4,16.8,NA,NA,13.6,13.6,16.8
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_simulator,8.1,8.1,8.07,NA,8.09,8.1,8.1
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_sinicus,10.62,11.6,NA,NA,11.11,11.11,11.6
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_smithersi,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_stheno,7.9,7.9,7.92,NA,7.906666667,7.9,7.92
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_subbadius,10.49,6.6,NA,NA,8.545,8.545,10.49
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_subrufus,10.4,14.5,NA,NA,12.45,12.45,14.5
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_swinnyi,7.13,7.1,7.07,NA,7.1,7.1,7.13
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_thailandensis,NA,NA,NA,NA,NA,NA,NA
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_thomasi,8.3,8.3,8.26,NA,8.286666667,8.3,8.3
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_trifoliatus,14.53,14.5,15.1,NA,14.71,14.53,15.1
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_virgo,6,6,6.06,NA,6.02,6,6.06
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_willardi,NA,NA,NA,NA,NA,NA,NA
