"","Class","Order","Family","Genus","Scientific_name","Body_mass_g_1","Body_mass_g_2","Body_mass_g_3","Body_mass_g_4","Body_mass_g_mean","Body_mass_g_median","Body_mass_g_max","Body_mass_g_M_2","Body_mass_g_M_3","Body_mass_g_M_4","Body_mass_g_M_mean","Body_mass_g_M_median","Body_mass_g_M_max","Body_mass_g_F_2","Body_mass_g_F_3","Body_mass_g_F_4","Body_mass_g_F_mean","Body_mass_g_F_median","Body_mass_g_F_max"
"19214","Aves","Galliformes","Phasianidae","Alectoris","Alectoris_barbara",NA,NA,NA,418.5,418.5,418.5,418.5,NA,NA,461,461,461,461,NA,NA,376,376,376,376
"19215","Aves","Galliformes","Phasianidae","Alectoris","Alectoris_chukar",NA,NA,518.5,535.5,527,527,535.5,NA,536,570.5,553.25,553.25,570.5,NA,501,501,501,501,501
"19216","Aves","Galliformes","Phasianidae","Alectoris","Alectoris_graeca",594.11,NA,637.5,597.5,609.703333333333,597.5,637.5,NA,700,650,675,675,700,NA,575,530,552.5,552.5,575
"19217","Aves","Galliformes","Phasianidae","Alectoris","Alectoris_magna",541.35,NA,NA,577.5,559.425,559.425,577.5,NA,NA,600,600,600,600,NA,NA,530,530,530,530
"19218","Aves","Galliformes","Phasianidae","Alectoris","Alectoris_melanocephala",NA,NA,NA,724,724,724,724,NA,NA,724,724,724,724,NA,NA,522,522,522,522
"19219","Aves","Galliformes","Phasianidae","Alectoris","Alectoris_philbyi",NA,NA,NA,441,441,441,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19220","Aves","Galliformes","Phasianidae","Alectoris","Alectoris_rufa",527.86,NA,477.5,516,507.12,516,527.86,NA,516,516,516,516,516,NA,439,466.5,452.75,452.75,466.5
"19221","Aves","Galliformes","Phasianidae","Ammoperdix","Ammoperdix_griseogularis",NA,NA,194.35,194.35,194.35,194.35,194.35,NA,205,205,205,205,205,NA,183.7,186,184.85,184.85,186
"19222","Aves","Galliformes","Phasianidae","Ammoperdix","Ammoperdix_heyi",NA,NA,NA,185.5,185.5,185.5,185.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19223","Aves","Galliformes","Phasianidae","Anurophasis","Anurophasis_monorthonyx",NA,NA,NA,401,401,401,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19224","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_ardens",NA,NA,NA,300,300,300,300,NA,NA,300,300,300,300,NA,NA,237,237,237,237
"19225","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_atrogularis",NA,NA,NA,256,256,256,256,NA,NA,256,256,256,256,NA,NA,238,238,238,238
"19226","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_brunneopectus",NA,NA,NA,268,268,268,268,NA,NA,317,317,317,317,NA,NA,268,268,268,268
"19227","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_cambodiana",NA,NA,NA,318,318,318,318,NA,NA,318,318,318,318,NA,NA,257,257,257,257
"19228","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_campbelli",336,NA,NA,305,320.5,320.5,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19229","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_charltonii",NA,NA,NA,270,270,270,270,NA,NA,290,290,290,290,NA,NA,250,250,250,250
"19230","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_chloropus",NA,NA,NA,270,270,270,270,NA,NA,290,290,290,290,NA,NA,250,250,250,250
"19231","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_crudigularis",NA,NA,NA,311,311,311,311,NA,NA,311,311,311,311,NA,NA,212,212,212,212
"19232","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_davidi",NA,NA,NA,241,241,241,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19233","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_gingica",NA,NA,NA,253,253,253,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19234","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_hyperythra",NA,NA,NA,270,270,270,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19235","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_javanica",NA,NA,NA,271.5,271.5,271.5,271.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19236","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_mandellii",NA,NA,NA,268,268,268,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19237","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_orientalis",NA,NA,NA,336,336,336,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19238","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_rolli",944.62,NA,NA,336,640.31,640.31,944.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19239","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_rubrirostris",NA,NA,NA,243,243,243,243,NA,NA,243,243,243,243,NA,NA,209,209,209,209
"19240","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_rufipectus",NA,NA,NA,440,440,440,440,NA,NA,440,440,440,440,NA,NA,365,365,365,365
"19241","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_rufogularis",NA,NA,NA,323.5,323.5,323.5,323.5,NA,NA,377.5,377.5,377.5,377.5,NA,NA,167.4,167.4,167.4,167.4
"19242","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_sumatrana",336,NA,NA,336,336,336,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19243","Aves","Galliformes","Phasianidae","Arborophila","Arborophila_torqueola",NA,NA,NA,350.5,350.5,350.5,350.5,NA,NA,377.5,377.5,377.5,377.5,NA,NA,323.5,323.5,323.5,323.5
"19244","Aves","Galliformes","Phasianidae","Argusianus","Argusianus_argus",NA,NA,NA,2280.5,2280.5,2280.5,2280.5,NA,NA,2371.75,2371.75,2371.75,2371.75,NA,NA,1636,1636,1636,1636
"19245","Aves","Galliformes","Phasianidae","Bambusicola","Bambusicola_fytchii",NA,NA,NA,340.25,340.25,340.25,340.25,NA,NA,341,341,341,341,NA,NA,319,319,319,319
"19246","Aves","Galliformes","Phasianidae","Bambusicola","Bambusicola_thoracicus",NA,NA,NA,271,271,271,271,NA,NA,269.5,269.5,269.5,269.5,NA,NA,271,271,271,271
"19247","Aves","Galliformes","Phasianidae","Bonasa","Bonasa_bonasia",NA,NA,369.5,NA,369.5,369.5,369.5,NA,369,NA,369,369,369,NA,370,NA,370,370,370
"19248","Aves","Galliformes","Phasianidae","Bonasa","Bonasa_sewerzowi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19249","Aves","Galliformes","Phasianidae","Bonasa","Bonasa_umbellus",NA,NA,528.5,532,530.25,530.25,532,NA,585,585,585,585,585,NA,472,498,485,485,498
"19250","Aves","Galliformes","Phasianidae","Caloperdix","Caloperdix_oculeus",NA,NA,NA,190.5,190.5,190.5,190.5,NA,NA,190,190,190,190,NA,NA,230,230,230,230
"19251","Aves","Galliformes","Phasianidae","Catreus","Catreus_wallichi",1436.88,NA,NA,NA,1436.88,1436.88,1436.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19252","Aves","Galliformes","Phasianidae","Centrocercus","Centrocercus_minimus",NA,NA,NA,1650,1650,1650,1650,NA,NA,2100,2100,2100,2100,NA,NA,1200,1200,1200,1200
"19253","Aves","Galliformes","Phasianidae","Centrocercus","Centrocercus_urophasianus",NA,NA,2450,1930,2190,2190,2450,NA,3200,3042.5,3121.25,3121.25,3200,NA,1700,1700,1700,1700,1700
"19254","Aves","Galliformes","Phasianidae","Chrysolophus","Chrysolophus_amherstiae",NA,NA,NA,714,714,714,714,NA,NA,709.25,709.25,709.25,709.25,NA,NA,714,714,714,714
"19255","Aves","Galliformes","Phasianidae","Chrysolophus","Chrysolophus_pictus",NA,NA,875,633.75,754.375,754.375,875,NA,875,875,875,875,875,NA,NA,528.75,528.75,528.75,528.75
"19256","Aves","Galliformes","Phasianidae","Coturnix","Coturnix_chinensis",NA,NA,38.3,NA,38.3,38.3,38.3,NA,41,NA,41,41,41,NA,35.6,NA,35.6,35.6,35.6
"19257","Aves","Galliformes","Phasianidae","Coturnix","Coturnix_coromandelica",NA,NA,NA,74.5,74.5,74.5,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19258","Aves","Galliformes","Phasianidae","Coturnix","Coturnix_coturnix",NA,NA,98.75,98.75,98.75,98.75,98.75,NA,94.5,94,94.25,94.25,94.5,NA,103,103,103,103,103
"19259","Aves","Galliformes","Phasianidae","Coturnix","Coturnix_delegorguei",NA,NA,75.45,79,77.225,77.225,79,NA,72.4,72.4,72.4,72.4,72.4,NA,78.5,79.25,78.875,78.875,79.25
"19260","Aves","Galliformes","Phasianidae","Coturnix","Coturnix_japonica",NA,NA,NA,96.6,96.6,96.6,96.6,NA,NA,93.25,93.25,93.25,93.25,NA,NA,102.25,102.25,102.25,102.25
"19261","Aves","Galliformes","Phasianidae","Coturnix","Coturnix_pectoralis",NA,NA,101.95,100.975,101.4625,101.4625,101.95,NA,97.9,97.9,97.9,97.9,97.9,NA,106,106,106,106,106
"19262","Aves","Galliformes","Phasianidae","Coturnix","Coturnix_ypsilophora",NA,NA,100.5,107.5,104,104,107.5,NA,98,108.5,103.25,103.25,108.5,NA,103,107.5,105.25,105.25,107.5
"19263","Aves","Galliformes","Phasianidae","Crossoptilon","Crossoptilon_auritum",1768.33,NA,NA,1785,1776.665,1776.665,1785,NA,NA,1905,1905,1905,1905,NA,NA,1665,1665,1665,1665
"19264","Aves","Galliformes","Phasianidae","Crossoptilon","Crossoptilon_crossoptilon",2075.25,NA,NA,1962.5,2018.875,2018.875,2075.25,NA,NA,2550,2550,2550,2550,NA,NA,1725,1725,1725,1725
"19265","Aves","Galliformes","Phasianidae","Crossoptilon","Crossoptilon_harmani",NA,NA,NA,1962.5,1962.5,1962.5,1962.5,NA,NA,2550,2550,2550,2550,NA,NA,1725,1725,1725,1725
"19266","Aves","Galliformes","Phasianidae","Crossoptilon","Crossoptilon_mantchuricum",1860.85,NA,NA,1962.5,1911.675,1911.675,1962.5,NA,NA,2062.5,2062.5,2062.5,2062.5,NA,NA,1806.25,1806.25,1806.25,1806.25
"19267","Aves","Galliformes","Phasianidae","Dendragapus","Dendragapus_canadensis",NA,NA,458,NA,458,458,458,NA,492,NA,492,492,492,NA,424,NA,424,424,424
"19268","Aves","Galliformes","Phasianidae","Dendragapus","Dendragapus_falcipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19269","Aves","Galliformes","Phasianidae","Dendragapus","Dendragapus_fuliginosus",NA,NA,NA,1059,1059,1059,1059,NA,NA,1212,1212,1212,1212,NA,NA,891,891,891,891
"19270","Aves","Galliformes","Phasianidae","Dendragapus","Dendragapus_obscurus",NA,NA,1056,1059,1057.5,1057.5,1059,NA,1273,1203,1238,1238,1273,NA,839,898,868.5,868.5,898
"19271","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_adspersus",428.03,NA,427.5,NA,427.765,427.765,428.03,NA,461,NA,461,461,461,NA,394,NA,394,394,394
"19272","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_afer",NA,NA,532.5,NA,532.5,532.5,532.5,NA,532.5,NA,532.5,532.5,532.5,NA,NA,NA,NA,NA,NA
"19273","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_africanus",389.68,NA,426.75,NA,408.215,408.215,426.75,NA,456,NA,456,456,456,NA,397.5,NA,397.5,397.5,397.5
"19274","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_ahantensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19275","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_albogularis",276,NA,NA,NA,276,276,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19276","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_bicalcaratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19277","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_camerunensis",549.39,NA,NA,NA,549.39,549.39,549.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19278","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_capensis",629.84,NA,652.25,NA,641.045,641.045,652.25,NA,757.5,NA,757.5,757.5,757.5,NA,547,NA,547,547,547
"19279","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_castaneicollis",NA,NA,828.75,NA,828.75,828.75,828.75,NA,1057.5,NA,1057.5,1057.5,1057.5,NA,600,NA,600,600,600
"19280","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_clappertoni",NA,NA,533.5,NA,533.5,533.5,533.5,NA,604,NA,604,604,604,NA,463,NA,463,463,463
"19281","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_coqui",262,NA,261,NA,261.5,261.5,262,NA,283.5,NA,283.5,283.5,283.5,NA,238.5,NA,238.5,238.5,238.5
"19282","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_erckelii",1097,NA,1199.65,NA,1148.325,1148.325,1199.65,NA,1263.3,NA,1263.3,1263.3,1263.3,NA,1136,NA,1136,1136,1136
"19283","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_finschi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19284","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_francolinus",452.07,NA,456.25,453,453.773333333333,453,456.25,NA,487.5,476,481.75,481.75,487.5,NA,425,424,424.5,424.5,425
"19285","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_griseostriatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19286","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_gularis",509.99,NA,NA,510,509.995,509.995,510,NA,NA,510,510,510,510,NA,NA,NA,NA,NA,NA
"19287","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_hartlaubi",469.61,NA,NA,NA,469.61,469.61,469.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19288","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_harwoodi",NA,NA,495.5,NA,495.5,495.5,495.5,NA,545,NA,545,545,545,NA,446,NA,446,446,446
"19289","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_hildebrandti",597.1,NA,538.75,NA,567.925,567.925,597.1,NA,622.5,NA,622.5,622.5,622.5,NA,455,NA,455,455,455
"19290","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_icterorhynchus",493.02,NA,506,NA,499.51,499.51,506,NA,571,NA,571,571,571,NA,441,NA,441,441,441
"19291","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_jacksoni",NA,NA,1064,NA,1064,1064,1064,NA,1064,NA,1064,1064,1064,NA,NA,NA,NA,NA,NA
"19292","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_lathami",NA,NA,269,NA,269,269,269,NA,254,NA,254,254,254,NA,284,NA,284,284,284
"19293","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_leucoscepus",NA,NA,649,NA,649,649,649,NA,753,NA,753,753,753,NA,545,NA,545,545,545
"19294","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_levaillantii",430.88,NA,505,NA,467.94,467.94,505,NA,495,NA,495,495,495,NA,515,NA,515,515,515
"19295","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_levaillantoides",NA,NA,434.25,NA,434.25,434.25,434.25,NA,454,NA,454,454,454,NA,414.5,NA,414.5,414.5,414.5
"19296","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_nahani",NA,NA,278.5,NA,278.5,278.5,278.5,NA,310,NA,310,310,310,NA,247,NA,247,247,247
"19297","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_natalensis",NA,NA,458.75,NA,458.75,458.75,458.75,NA,532.5,NA,532.5,532.5,532.5,NA,385,NA,385,385,385
"19298","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_nobilis",NA,NA,758.9,NA,758.9,758.9,758.9,NA,878.5,NA,878.5,878.5,878.5,NA,639.3,NA,639.3,639.3,639.3
"19299","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_ochropectus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19300","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_pictus",286.84,NA,NA,291,288.92,288.92,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19301","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_pintadeanus",310,NA,NA,354.25,332.125,332.125,354.25,NA,NA,367.5,367.5,367.5,367.5,NA,NA,310,310,310,310
"19302","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_pondicerianus",249.94,NA,NA,274,261.97,261.97,274,NA,NA,286,286,286,286,NA,NA,242,242,242,242
"19303","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_psilolaemus",478.33,NA,480,NA,479.165,479.165,480,NA,520,NA,520,520,520,NA,440,NA,440,440,440
"19304","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_rufopictus",NA,NA,718,NA,718,718,718,NA,848,NA,848,848,848,NA,588,NA,588,588,588
"19305","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_schlegelii",569.2,NA,NA,NA,569.2,569.2,569.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19306","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_sephaena",NA,NA,341.5,NA,341.5,341.5,341.5,NA,368,NA,368,368,368,NA,315,NA,315,315,315
"19307","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_shelleyi",310,NA,438,NA,374,374,438,NA,450,NA,450,450,450,NA,426,NA,426,426,426
"19308","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_squamatus",NA,NA,475,NA,475,475,475,NA,510,NA,510,510,510,NA,440,NA,440,440,440
"19309","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_streptophorus",NA,NA,385,NA,385,385,385,NA,385,NA,385,385,385,NA,NA,NA,NA,NA,NA
"19310","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_swainsonii",NA,NA,621,NA,621,621,621,NA,732,NA,732,732,732,NA,510,NA,510,510,510
"19311","Aves","Galliformes","Phasianidae","Francolinus","Francolinus_swierstrai",1930,NA,NA,NA,1930,1930,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19312","Aves","Galliformes","Phasianidae","Galloperdix","Galloperdix_bicalcarata",NA,NA,NA,319,319,319,319,NA,NA,340,340,340,340,NA,NA,256,256,256,256
"19313","Aves","Galliformes","Phasianidae","Galloperdix","Galloperdix_lunulata",NA,NA,NA,262.75,262.75,262.75,262.75,NA,NA,270,270,270,270,NA,NA,240.75,240.75,240.75,240.75
"19314","Aves","Galliformes","Phasianidae","Galloperdix","Galloperdix_spadicea",NA,NA,NA,369,369,369,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19315","Aves","Galliformes","Phasianidae","Gallus","Gallus_gallus",NA,NA,672,912.5,792.25,792.25,912.5,NA,844,910.5,877.25,877.25,910.5,NA,500,643.5,571.75,571.75,643.5
"19316","Aves","Galliformes","Phasianidae","Gallus","Gallus_lafayetii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19317","Aves","Galliformes","Phasianidae","Gallus","Gallus_sonneratii",NA,NA,NA,855.5,855.5,855.5,855.5,NA,NA,963,963,963,963,NA,NA,747.75,747.75,747.75,747.75
"19318","Aves","Galliformes","Phasianidae","Gallus","Gallus_varius",NA,NA,NA,781.25,781.25,781.25,781.25,NA,NA,1061,1061,1061,1061,NA,NA,767.5,767.5,767.5,767.5
"19319","Aves","Galliformes","Phasianidae","Haematortyx","Haematortyx_sanguiniceps",NA,NA,NA,300,300,300,300,NA,NA,300,300,300,300,NA,NA,NA,NA,NA,NA
"19320","Aves","Galliformes","Phasianidae","Ithaginis","Ithaginis_cruentus",NA,NA,NA,525,525,525,525,NA,NA,542.5,542.5,542.5,542.5,NA,NA,515,515,515,515
"19321","Aves","Galliformes","Phasianidae","Lagopus","Lagopus_lagopus",NA,NA,595,595,595,595,595,NA,635,621,628,628,635,NA,555,552,553.5,553.5,555
"19322","Aves","Galliformes","Phasianidae","Lagopus","Lagopus_leucura",NA,NA,NA,351,351,351,351,NA,NA,358,358,358,358,NA,NA,340.5,340.5,340.5,340.5
"19323","Aves","Galliformes","Phasianidae","Lagopus","Lagopus_muta",NA,NA,NA,521,521,521,521,NA,NA,520,520,520,520,NA,NA,510.5,510.5,510.5,510.5
"19324","Aves","Galliformes","Phasianidae","Lerwa","Lerwa_lerwa",NA,NA,NA,581.5,581.5,581.5,581.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19325","Aves","Galliformes","Phasianidae","Lophophorus","Lophophorus_impejanus",2066.51,NA,NA,2077.75,2072.13,2072.13,2077.75,NA,NA,2180,2180,2180,2180,NA,NA,1975,1975,1975,1975
"19326","Aves","Galliformes","Phasianidae","Lophophorus","Lophophorus_lhuysii",NA,NA,NA,3008,3008,3008,3008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19327","Aves","Galliformes","Phasianidae","Lophophorus","Lophophorus_sclateri",1090.96,NA,NA,2348.25,1719.605,1719.605,2348.25,NA,NA,2500,2500,2500,2500,NA,NA,2196.5,2196.5,2196.5,2196.5
"19328","Aves","Galliformes","Phasianidae","Lophura","Lophura_bulweri",1245.15,NA,NA,1625,1435.075,1435.075,1625,NA,NA,1625,1625,1625,1625,NA,NA,960,960,960,960
"19329","Aves","Galliformes","Phasianidae","Lophura","Lophura_diardi",1088.89,NA,NA,843.75,966.32,966.32,1088.89,NA,NA,1420,1420,1420,1420,NA,NA,843.75,843.75,843.75,843.75
"19330","Aves","Galliformes","Phasianidae","Lophura","Lophura_edwardsi",NA,NA,NA,1082.5,1082.5,1082.5,1082.5,NA,NA,1100,1100,1100,1100,NA,NA,NA,NA,NA,NA
"19331","Aves","Galliformes","Phasianidae","Lophura","Lophura_erythrophthalma",934.33,NA,NA,1043,988.665,988.665,1043,NA,NA,1043,1043,1043,1043,NA,NA,837,837,837,837
"19332","Aves","Galliformes","Phasianidae","Lophura","Lophura_hatinhensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19333","Aves","Galliformes","Phasianidae","Lophura","Lophura_hoogerwerfi",NA,NA,NA,685,685,685,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19334","Aves","Galliformes","Phasianidae","Lophura","Lophura_ignita",1768.14,NA,NA,2155,1961.57,1961.57,2155,NA,NA,2155,2155,2155,2155,NA,NA,1475,1475,1475,1475
"19335","Aves","Galliformes","Phasianidae","Lophura","Lophura_inornata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19336","Aves","Galliformes","Phasianidae","Lophura","Lophura_leucomelanos",NA,NA,894.5,1180,1037.25,1037.25,1180,NA,995,1025,1010,1010,1025,NA,794,794,794,794,794
"19337","Aves","Galliformes","Phasianidae","Lophura","Lophura_nycthemera",NA,NA,NA,1250,1250,1250,1250,NA,NA,1750,1750,1750,1750,NA,NA,1240,1240,1240,1240
"19338","Aves","Galliformes","Phasianidae","Lophura","Lophura_swinhoii",1080.53,NA,NA,1100,1090.265,1090.265,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19339","Aves","Galliformes","Phasianidae","Margaroperdix","Margaroperdix_madagascariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19340","Aves","Galliformes","Phasianidae","Melanoperdix","Melanoperdix_niger",NA,NA,NA,280,280,280,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19341","Aves","Galliformes","Phasianidae","Meleagris","Meleagris_gallopavo",NA,NA,5811,5811,5811,5811,5811,NA,7400,7400,7400,7400,7400,NA,4222,4300,4261,4261,4300
"19342","Aves","Galliformes","Phasianidae","Meleagris","Meleagris_ocellata",NA,NA,NA,5525,5525,5525,5525,NA,NA,4500,4500,4500,4500,NA,NA,2700,2700,2700,2700
"19343","Aves","Galliformes","Phasianidae","Pavo","Pavo_cristatus",NA,NA,NA,4093.75,4093.75,4093.75,4093.75,NA,NA,4698,4698,4698,4698,NA,NA,3622,3622,3622,3622
"19344","Aves","Galliformes","Phasianidae","Pavo","Pavo_muticus",NA,NA,NA,4256.25,4256.25,4256.25,4256.25,NA,NA,4425,4425,4425,4425,NA,NA,2430,2430,2430,2430
"19345","Aves","Galliformes","Phasianidae","Perdicula","Perdicula_argoondah",NA,NA,NA,69.5,69.5,69.5,69.5,NA,NA,62,62,62,62,NA,NA,59,59,59,59
"19346","Aves","Galliformes","Phasianidae","Perdicula","Perdicula_asiatica",NA,NA,NA,74.75,74.75,74.75,74.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19347","Aves","Galliformes","Phasianidae","Perdicula","Perdicula_erythrorhyncha",NA,NA,NA,77.5,77.5,77.5,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19348","Aves","Galliformes","Phasianidae","Perdicula","Perdicula_manipurensis",NA,NA,NA,71,71,71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19349","Aves","Galliformes","Phasianidae","Perdix","Perdix_dauurica",NA,NA,NA,270,270,270,270,NA,NA,270,270,270,270,NA,NA,257.5,257.5,257.5,257.5
"19350","Aves","Galliformes","Phasianidae","Perdix","Perdix_hodgsoniae",NA,NA,NA,372,372,372,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19351","Aves","Galliformes","Phasianidae","Perdix","Perdix_perdix",NA,NA,382,405.5,393.75,393.75,405.5,NA,378,404,391,391,404,NA,386,386,386,386,386
"19352","Aves","Galliformes","Phasianidae","Phasianus","Phasianus_colchicus",NA,NA,1087.5,1043.75,1065.625,1065.625,1087.5,NA,1186,1240.5,1213.25,1213.25,1240.5,NA,989,953,971,971,989
"19353","Aves","Galliformes","Phasianidae","Phasianus","Phasianus_versicolor",NA,NA,NA,1000,1000,1000,1000,NA,NA,1186,1186,1186,1186,NA,NA,901.5,901.5,901.5,901.5
"19354","Aves","Galliformes","Phasianidae","Polyplectron","Polyplectron_bicalcaratum",NA,NA,NA,685,685,685,685,NA,NA,685,685,685,685,NA,NA,480,480,480,480
"19355","Aves","Galliformes","Phasianidae","Polyplectron","Polyplectron_chalcurum",508,NA,NA,507.75,507.875,507.875,508,NA,NA,507.75,507.75,507.75,507.75,NA,NA,253.5,253.5,253.5,253.5
"19356","Aves","Galliformes","Phasianidae","Polyplectron","Polyplectron_germaini",165.95,NA,NA,510,337.975,337.975,510,NA,NA,510,510,510,510,NA,NA,397,397,397,397
"19357","Aves","Galliformes","Phasianidae","Polyplectron","Polyplectron_inopinatum",416.6,NA,NA,NA,416.6,416.6,416.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
