"","Class","Order","Family","Genus","Scientific_name","Body_mass_g_1","Body_mass_g_2","Body_mass_g_3","Body_mass_g_4","Body_mass_g_mean","Body_mass_g_median","Body_mass_g_max","Body_mass_g_M_2","Body_mass_g_M_3","Body_mass_g_M_4","Body_mass_g_M_mean","Body_mass_g_M_median","Body_mass_g_M_max","Body_mass_g_F_2","Body_mass_g_F_3","Body_mass_g_F_4","Body_mass_g_F_mean","Body_mass_g_F_median","Body_mass_g_F_max"
"22502","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_ludovicensis",NA,NA,8.7,NA,8.7,8.7,8.7,NA,9.3,NA,9.3,9.3,9.3,NA,8.1,NA,8.1,8.1,8.1
"22503","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_manoensis",NA,NA,9.1,NA,9.1,9.1,9.1,NA,9.8,NA,9.8,9.8,9.8,NA,8.4,NA,8.4,8.4,8.4
"22504","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_mariquensis",11.47,NA,11.7,NA,11.585,11.585,11.7,NA,12.3,NA,12.3,12.3,12.3,NA,11.1,NA,11.1,11.1,11.1
"22505","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_mediocris",8.19,NA,8.15,NA,8.17,8.17,8.19,NA,8.7,NA,8.7,8.7,8.7,NA,7.6,NA,7.6,7.6,7.6
"22506","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_minima",4.89,NA,NA,NA,4.89,4.89,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22507","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_minulla",NA,NA,5.8,NA,5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,5.8,NA,5.8,5.8,5.8
"22508","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_moreaui",5.3,NA,8.25,NA,6.775,6.775,8.25,NA,8.6,NA,8.6,8.6,8.6,NA,7.9,NA,7.9,7.9,7.9
"22509","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_nectarinioides",NA,NA,4.5,NA,4.5,4.5,4.5,NA,5,NA,5,5,5,NA,4,NA,4,4,4
"22510","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_neergardi",9.76,NA,NA,NA,9.76,9.76,9.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22511","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_newtonii",NA,NA,6.5,NA,6.5,6.5,6.5,NA,7,NA,7,7,7,NA,6,NA,6,6,6
"22512","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_notata",14.57,NA,NA,NA,14.57,14.57,14.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22513","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_olivacea",9.65,NA,11.2,NA,10.425,10.425,11.2,NA,12.6,NA,12.6,12.6,12.6,NA,9.8,NA,9.8,9.8,9.8
"22514","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_oritis",11.17,NA,11.2,NA,11.185,11.185,11.2,NA,12,NA,12,12,12,NA,10.4,NA,10.4,10.4,10.4
"22515","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_osea",NA,NA,7.2,NA,7.2,7.2,7.2,NA,7.6,NA,7.6,7.6,7.6,NA,6.8,NA,6.8,6.8,6.8
"22516","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_oustaleti",8.67,NA,NA,NA,8.67,8.67,8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22517","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_pembae",9.65,NA,NA,NA,9.65,9.65,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22518","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_preussi",6.8,NA,NA,NA,6.8,6.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22519","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_pulchella",NA,NA,6.9,NA,6.9,6.9,6.9,NA,7.3,NA,7.3,7.3,7.3,NA,6.5,NA,6.5,6.5,6.5
"22520","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_purpureiventris",11.5,NA,11.45,11.5,11.4833333333333,11.5,11.5,NA,11.7,11.7,11.7,11.7,11.7,NA,11.2,11.2,11.2,11.2,11.2
"22521","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_regia",NA,NA,6.6,NA,6.6,6.6,6.6,NA,7,NA,7,7,7,NA,6.2,NA,6.2,6.2,6.2
"22522","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_reichenbachii",6.5,NA,9.8,NA,8.15,8.15,9.8,NA,9.8,NA,9.8,9.8,9.8,NA,NA,NA,NA,NA,NA
"22523","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_reichenowi",NA,NA,14.75,NA,14.75,14.75,14.75,NA,15.7,NA,15.7,15.7,15.7,NA,13.8,NA,13.8,13.8,13.8
"22524","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_rockefelleri",NA,NA,5.3,NA,5.3,5.3,5.3,NA,5.3,NA,5.3,5.3,5.3,NA,NA,NA,NA,NA,NA
"22525","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_rubescens",NA,NA,10.85,NA,10.85,10.85,10.85,NA,11.2,NA,11.2,11.2,11.2,NA,10.5,NA,10.5,10.5,10.5
"22526","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_rufipennis",8.79,NA,9.35,NA,9.07,9.07,9.35,NA,10,NA,10,10,10,NA,8.7,NA,8.7,8.7,8.7
"22527","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_seimundi",NA,NA,6.65,NA,6.65,6.65,6.65,NA,7.6,NA,7.6,7.6,7.6,NA,5.7,NA,5.7,5.7,5.7
"22528","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_senegalensis",NA,NA,9.35,NA,9.35,9.35,9.35,NA,10.3,NA,10.3,10.3,10.3,NA,8.4,NA,8.4,8.4,8.4
"22529","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_shelleyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22530","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_solaris",9.65,NA,NA,NA,9.65,9.65,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22531","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_sovimanga",7.24,NA,NA,NA,7.24,7.24,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22532","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_sperata",6.4,NA,NA,NA,6.4,6.4,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22533","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_stuhlmanni",8.5,NA,10.45,NA,9.475,9.475,10.45,NA,10.9,NA,10.9,10.9,10.9,NA,10,NA,10,10,10
"22534","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_superba",NA,NA,16.7,NA,16.7,16.7,16.7,NA,18,NA,18,18,18,NA,15.4,NA,15.4,15.4,15.4
"22535","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_tacazze",14.87,NA,14.9,14.5,14.7566666666667,14.87,14.9,NA,15.7,15.7,15.7,15.7,15.7,NA,14.1,13.95,14.025,14.025,14.1
"22536","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_talatala",8.09,NA,7.65,NA,7.87,7.87,8.09,NA,8.2,NA,8.2,8.2,8.2,NA,7.1,NA,7.1,7.1,7.1
"22537","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_thomensis",NA,NA,22.35,NA,22.35,22.35,22.35,NA,26.2,NA,26.2,26.2,26.2,NA,18.5,NA,18.5,18.5,18.5
"22538","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_tsavoensis",6.8,NA,NA,NA,6.8,6.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22539","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_ursulae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22540","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_venusta",NA,NA,5.6,NA,5.6,5.6,5.6,NA,5.9,NA,5.9,5.9,5.9,NA,5.3,NA,5.3,5.3,5.3
"22541","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_veroxii",11.5,NA,10.05,NA,10.775,10.775,11.5,NA,10.4,NA,10.4,10.4,10.4,NA,9.7,NA,9.7,9.7,9.7
"22542","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_verticalis",14.43,NA,11.6,NA,13.015,13.015,14.43,NA,12.5,NA,12.5,12.5,12.5,NA,10.7,NA,10.7,10.7,10.7
"22543","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_violacea",9.38,NA,9.55,NA,9.465,9.465,9.55,NA,10,NA,10,10,10,NA,9.1,NA,9.1,9.1,9.1
"22544","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_zeylonica",8.77,NA,NA,NA,8.77,8.77,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22545","Aves","Passeriformes","Neosittidae","Daphoenositta","Daphoenositta_chrysoptera",11.7,NA,11.7,11.7,11.7,11.7,11.7,NA,11.7,11.7,11.7,11.7,11.7,NA,11.7,11.7,11.7,11.7,11.7
"22546","Aves","Passeriformes","Neosittidae","Daphoenositta","Daphoenositta_miranda",16.77,NA,NA,15.8,16.285,16.285,16.77,NA,NA,17.8,17.8,17.8,17.8,NA,NA,15.775,15.775,15.775,15.775
"22547","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_albiloris",70.91,NA,NA,44.975,57.9425,57.9425,70.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22548","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_auratus",66.2,NA,NA,68.6,67.4,67.4,68.6,NA,NA,NA,NA,NA,NA,NA,NA,71,71,71,71
"22549","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_bouroensis",70.91,NA,NA,NA,70.91,70.91,70.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22550","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_brachyrhynchus",49.02,NA,49.05,NA,49.035,49.035,49.05,NA,50.7,NA,50.7,50.7,50.7,NA,47.4,NA,47.4,47.4,47.4
"22551","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_chinensis",82.6,NA,NA,82.6,82.6,82.6,82.6,NA,NA,NA,NA,NA,NA,NA,NA,92.3,92.3,92.3,92.3
"22552","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_chlorocephalus",70.91,NA,NA,NA,70.91,70.91,70.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22553","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_crassirostris",50,NA,50,50,50,50,50,NA,50,50,50,50,50,NA,50,50,50,50,50
"22554","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_cruentus",64,NA,NA,NA,64,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22555","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_flavocinctus",109,NA,NA,109,109,109,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22556","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_forsteni",109,NA,NA,109,109,109,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22557","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_hosii",70.91,NA,NA,NA,70.91,70.91,70.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22558","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_isabellae",46.1,NA,NA,46.15,46.125,46.125,46.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22559","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_larvatus",66.1,NA,51.4,65.7,61.0666666666667,65.7,66.1,NA,51.4,51.4,51.4,51.4,51.4,NA,NA,NA,NA,NA,NA
"22560","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_melanotis",70.91,NA,NA,NA,70.91,70.91,70.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22561","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_mellianus",93,NA,NA,NA,93,93,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22562","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_monacha",70.91,NA,NA,NA,70.91,70.91,70.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22563","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_nigripennis",56.7,NA,53.65,55.1,55.15,55.1,56.7,NA,57.1,57.1,57.1,57.1,57.1,NA,50.2,50.2,50.2,50.2,50.2
"22564","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_oriolus",79,NA,71.05,77.85,75.9666666666667,77.85,79,NA,69.3,69.3,69.3,69.3,69.3,NA,72.8,72.4,72.6,72.6,72.8
"22565","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_percivali",61,NA,NA,63.35,62.175,62.175,63.35,NA,NA,51.4,51.4,51.4,51.4,NA,NA,NA,NA,NA,NA
"22566","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_phaeochromus",70.91,NA,NA,NA,70.91,70.91,70.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22567","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_sagittatus",95.2,NA,NA,96.6,95.9,95.9,96.6,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,98
"22568","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_steerii",70.91,NA,NA,44.975,57.9425,57.9425,70.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22569","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_szalayi",95.2,NA,NA,101,98.1,98.1,101,NA,NA,NA,NA,NA,NA,NA,NA,105,105,105,105
"22570","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_tenuirostris",81.38,NA,NA,82.55,81.965,81.965,82.55,NA,NA,NA,NA,NA,NA,NA,NA,92.3,92.3,92.3,92.3
"22571","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_traillii",73.66,NA,NA,70.75,72.205,72.205,73.66,NA,NA,NA,NA,NA,NA,NA,NA,67.5,67.5,67.5,67.5
"22572","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_xanthonotus",45,NA,NA,44.975,44.9875,44.9875,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22573","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus_xanthornus",56.3,NA,NA,56.5,56.4,56.4,56.5,NA,NA,NA,NA,NA,NA,NA,NA,56.7,56.7,56.7,56.7
"22574","Aves","Passeriformes","Oriolidae","Sphecotheres","Sphecotheres_hypoleucus",81,NA,NA,NA,81,81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22575","Aves","Passeriformes","Oriolidae","Sphecotheres","Sphecotheres_vieilloti",108,NA,NA,129,118.5,118.5,129,NA,NA,NA,NA,NA,NA,NA,NA,129,129,129,129
"22576","Aves","Passeriformes","Oriolidae","Sphecotheres","Sphecotheres_viridis",121.04,NA,NA,123.5125,122.27625,122.27625,123.5125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22577","Aves","Passeriformes","Orthonychidae","Ifrita","Ifrita_kowaldi",32.1,NA,NA,32.25,32.175,32.175,32.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22578","Aves","Passeriformes","Orthonychidae","Melampitta","Melampitta_gigantea",205,NA,NA,205,205,205,205,NA,NA,205,205,205,205,NA,NA,NA,NA,NA,NA
"22579","Aves","Passeriformes","Orthonychidae","Melampitta","Melampitta_lugubris",42.67,NA,NA,42.75,42.71,42.71,42.75,NA,NA,44.1,44.1,44.1,44.1,NA,NA,41.35,41.35,41.35,41.35
"22580","Aves","Passeriformes","Orthonychidae","Orthonyx","Orthonyx_novaeguineae",58.06,NA,NA,58.15,58.105,58.105,58.15,NA,NA,61.3,61.3,61.3,61.3,NA,NA,55,55,55,55
"22581","Aves","Passeriformes","Orthonychidae","Orthonyx","Orthonyx_spaldingii",NA,NA,161.2,145.1,153.15,153.15,161.2,NA,187.1,181.3,184.2,184.2,187.1,NA,135.3,129,132.15,132.15,135.3
"22582","Aves","Passeriformes","Orthonychidae","Orthonyx","Orthonyx_temminckii",NA,NA,58.15,58.15,58.15,58.15,58.15,NA,61.3,61.3,61.3,61.3,61.3,NA,55,55,55,55,55
"22583","Aves","Passeriformes","Pachycephalidae","Aleadryas","Aleadryas_rufinucha",40.5,NA,NA,40.5,40.5,40.5,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22584","Aves","Passeriformes","Pachycephalidae","Coracornis","Coracornis_raveni",36,NA,NA,NA,36,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22585","Aves","Passeriformes","Pachycephalidae","Hylocitrea","Hylocitrea_bonensis",27.5,NA,NA,NA,27.5,27.5,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22586","Aves","Passeriformes","Pachycephalidae","Pachycare","Pachycare_flavogriseum",16.2,NA,NA,15.975,16.0875,16.0875,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22587","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_albiventris",NA,NA,NA,21.1,21.1,21.1,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22588","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_arctitorquis",NA,NA,NA,23.125,23.125,23.125,23.125,NA,NA,24.4,24.4,24.4,24.4,NA,NA,24.2,24.2,24.2,24.2
"22589","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_aurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22590","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_caledonica",NA,NA,NA,22.75,22.75,22.75,22.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22591","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_flavifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22592","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_griseonota",NA,NA,NA,22.8375,22.8375,22.8375,22.8375,NA,NA,24.4,24.4,24.4,24.4,NA,NA,24.2,24.2,24.2,24.2
"22593","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_grisola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22594","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_homeyeri",NA,NA,NA,23.5,23.5,23.5,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22595","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_hyperythra",NA,NA,NA,27.475,27.475,27.475,27.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22596","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_hypoxantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22597","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_implicata",NA,NA,NA,34.875,34.875,34.875,34.875,NA,NA,35.475,35.475,35.475,35.475,NA,NA,33.9,33.9,33.9,33.9
"22598","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_inornata",24.8,NA,30.75,30.75,28.7666666666667,30.75,30.75,NA,30.9,30.9,30.9,30.9,30.9,NA,30.6,30.6,30.6,30.6,30.6
"22599","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_jacquinoti",NA,NA,NA,32.7,32.7,32.7,32.7,NA,NA,33.775,33.775,33.775,33.775,NA,NA,32.425,32.425,32.425,32.425
"22600","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_lanioides",NA,NA,40.95,39.5,40.225,40.225,40.95,NA,40.9,40.9,40.9,40.9,40.9,NA,41,41,41,41,41
"22601","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_leucogastra",NA,NA,NA,22.8375,22.8375,22.8375,22.8375,NA,NA,24.4,24.4,24.4,24.4,NA,NA,24.2,24.2,24.2,24.2
"22602","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_lorentzi",43.8,NA,NA,19.275,31.5375,31.5375,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22603","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_melanura",NA,NA,23.85,29.3875,26.61875,26.61875,29.3875,NA,23.6,30.2375,26.91875,26.91875,30.2375,NA,24.1,29.2125,26.65625,26.65625,29.2125
"22604","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_meyeri",NA,NA,NA,19,19,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22605","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_modesta",NA,NA,NA,18.175,18.175,18.175,18.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22606","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_monacha",NA,NA,NA,23.125,23.125,23.125,23.125,NA,NA,24.4,24.4,24.4,24.4,NA,NA,24.2,24.2,24.2,24.2
"22607","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_nudigula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22608","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_olivacea",41.2,NA,41.25,41.2,41.2166666666667,41.2,41.25,NA,41.1,41.1,41.1,41.1,41.1,NA,41.4,41.4,41.4,41.4,41.4
"22609","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_orpheus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22610","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_pectoralis",NA,NA,26.35,32.7,29.525,29.525,32.7,NA,26.7,33.775,30.2375,30.2375,33.775,NA,26,32.425,29.2125,29.2125,32.425
"22611","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_phaionota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22612","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_philippinensis",NA,NA,NA,22.85,22.85,22.85,22.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22613","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_rufiventris",NA,NA,24.3,23.125,23.7125,23.7125,24.3,NA,24.4,24.4,24.4,24.4,24.4,NA,24.2,24.2,24.2,24.2,24.2
"22614","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_rufogularis",36.6,NA,36.7,36.7,36.6666666666667,36.7,36.7,NA,36.9,36.9,36.9,36.9,36.9,NA,36.5,36.5,36.5,36.5,36.5
"22615","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_schlegelii",NA,NA,NA,22.35,22.35,22.35,22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22616","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_simplex",NA,NA,16.7,17.5,17.1,17.1,17.5,NA,16.8,16.8,16.8,16.8,16.8,NA,16.6,16.6,16.6,16.6,16.6
"22617","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_soror",NA,NA,NA,24.8,24.8,24.8,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22618","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala_sulfuriventer",NA,NA,NA,21.2,21.2,21.2,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22619","Aves","Passeriformes","Pachycephalidae","Rhagologus","Rhagologus_leucostigma",26.8,NA,NA,26.525,26.6625,26.6625,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22620","Aves","Passeriformes","Paradisaeidae","Astrapia","Astrapia_mayeri",139.29,NA,NA,139.5,139.395,139.395,139.5,NA,NA,148,148,148,148,NA,NA,130.75,130.75,130.75,130.75
"22621","Aves","Passeriformes","Paradisaeidae","Astrapia","Astrapia_nigra",190,NA,NA,190,190,190,190,NA,NA,190,190,190,190,NA,NA,NA,NA,NA,NA
"22622","Aves","Passeriformes","Paradisaeidae","Astrapia","Astrapia_rothschildi",NA,NA,NA,171.5,171.5,171.5,171.5,NA,NA,206.25,206.25,206.25,206.25,NA,NA,159,159,159,159
"22623","Aves","Passeriformes","Paradisaeidae","Astrapia","Astrapia_splendidissima",131.33,NA,NA,129.5,130.415,130.415,131.33,NA,NA,136.75,136.75,136.75,136.75,NA,NA,127.25,127.25,127.25,127.25
"22624","Aves","Passeriformes","Paradisaeidae","Astrapia","Astrapia_stephaniae",237,NA,NA,150,193.5,193.5,237,NA,NA,150.25,150.25,150.25,150.25,NA,NA,134.75,134.75,134.75,134.75
"22625","Aves","Passeriformes","Paradisaeidae","Cicinnurus","Cicinnurus_magnificus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22626","Aves","Passeriformes","Paradisaeidae","Cicinnurus","Cicinnurus_regius",51.63,NA,50,53,51.5433333333333,51.63,53,NA,53.1,53.1,53.1,53.1,53.1,NA,46.9,48.5,47.7,47.7,48.5
"22627","Aves","Passeriformes","Paradisaeidae","Cicinnurus","Cicinnurus_respublica",NA,NA,NA,60,60,60,60,NA,NA,60.5,60.5,60.5,60.5,NA,NA,56,56,56,56
"22628","Aves","Passeriformes","Paradisaeidae","Epimachus","Epimachus_albertisi",NA,NA,108,NA,108,108,108,NA,108,NA,108,108,108,NA,NA,NA,NA,NA,NA
"22629","Aves","Passeriformes","Paradisaeidae","Epimachus","Epimachus_bruijnii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22630","Aves","Passeriformes","Paradisaeidae","Epimachus","Epimachus_fastuosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22631","Aves","Passeriformes","Paradisaeidae","Epimachus","Epimachus_meyeri",NA,NA,NA,175,175,175,175,NA,NA,281.25,281.25,281.25,281.25,NA,NA,173,173,173,173
