Class,Order,Family,Species,Average weight (gr) (Species),SD (gr) (Species),n (Species),Average weight (gr) (Female),SD (gr) (Female),n (Female),Average weight (gr) (Male),SD (gr) (Male),n (Male),Average weight (gr) (Undetermined),SD (gr) (Undeterminated),n (Undeterminated)
Mammalia,Chiroptera,Thyropteridae,Thyroptera_tricolor,5,1,5,5,1,3,5,0,2,,,
Mammalia,Chiroptera,Phyllostomidae,Tonatia_saurophila,25,4,27,27,5,10,25,4,17,,,
Mammalia,Chiroptera,Phyllostomidae,Trachops_cirrhosus,31,4,27,31,4,14,31,4,13,,,
Mammalia,Chiroptera,Phyllostomidae,Trinycteris_nicefori,9,1,13,9,2,9,8,1,3,9,0,1
Mammalia,Chiroptera,Phyllostomidae,Uroderma_bilobatum,15,2,202,16,2,80,15,1,120,14,2,2
Mammalia,Chiroptera,Phyllostomidae,Uroderma_convexum,14,2,79,15,2,32,14,2,47,,,
Mammalia,Chiroptera,Phyllostomidae,Uroderma_magnirostrum,14,2,11,14,3,5,14,2,6,,,
Mammalia,Chiroptera,Phyllostomidae,Vampyressa_melissa,10,0,1,10,0,1,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Vampyressa_sinchi,16,0,1,,,,16,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Vampyressa_thyone,8,2,101,9,2,33,8,1,67,9,0,1
Mammalia,Chiroptera,Phyllostomidae,Vampyriscus_bidens,12,0,3,12,0,1,12,0,1,12,0,1
Mammalia,Chiroptera,Phyllostomidae,Vampyriscus_nymphaea,12,0,3,12,0,2,11,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Vampyrodes_caraccioli,35,2,16,35,2,6,34,3,10,,,
Mammalia,Chiroptera,Phyllostomidae,Vampyrodes_major,52,19,2,71,0,1,33,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Vampyrum_spectrum,162,6,5,162,6,5,,,,,,
Mammalia,Cingulata,Dasypodidae,Dasypus_novemcinctus,4730,0,1,,,,,,,4730,0,1
Mammalia,Didelphimorphia,Didelphidae,Caluromys_lanatus,883,0,1,,,,883,0,1,,,
Mammalia,Didelphimorphia,Didelphidae,Chironectes_minimus,715,0,1,715,0,1,,,,,,
Mammalia,Didelphimorphia,Didelphidae,Didelphis_marsupialis,232,143,9,217,83,3,228,177,5,300,0,1
Mammalia,Didelphimorphia,Didelphidae,Didelphis_pernigra,505,395,2,110,0,1,900,0,1,,,
Mammalia,Didelphimorphia,Didelphidae,Marmosa_isthmica,68,34,39,61,26,16,73,38,23,,,
Mammalia,Didelphimorphia,Didelphidae,Marmosa_robinsoni,38,17,39,37,15,19,40,19,20,,,
Mammalia,Didelphimorphia,Didelphidae,Marmosa_xerophila,37,8,4,26,0,1,40,6,3,,,
Mammalia,Didelphimorphia,Didelphidae,Marmosops_caucae,23,9,24,21,5,10,24,11,14,,,
Mammalia,Didelphimorphia,Didelphidae,Marmosops_chucha,23,3,3,18,0,1,26,1,2,,,
Mammalia,Didelphimorphia,Didelphidae,Marmosops_handleyi,23,7,8,24,6,5,21,8,3,,,
Mammalia,Didelphimorphia,Didelphidae,Marmosops_parvidens,15,7,2,8,0,1,22,0,1,,,
Mammalia,Didelphimorphia,Didelphidae,Metachirus_nudicaudatus,300,132,21,267,106,11,336,149,10,,,
Mammalia,Didelphimorphia,Didelphidae,Micoureus_demerarae,62,47,12,49,34,5,71,52,7,,,
Mammalia,Didelphimorphia,Didelphidae,Micoureus_phaeus,45,0,1,45,0,1,,,,,,
Mammalia,Didelphimorphia,Didelphidae,Micoureus_regina,137,37,2,100,0,1,174,0,1,,,
Mammalia,Didelphimorphia,Didelphidae,Monodelphis_adusta,22,9,11,19,10,4,24,7,7,,,
Mammalia,Didelphimorphia,Didelphidae,Monodelphis_melanops,18,8,6,,,,18,8,6,,,
Mammalia,Didelphimorphia,Didelphidae,Philander_melanurus,288,182,2,288,182,2,,,,,,
Mammalia,Didelphimorphia,Didelphidae,Philander_opossum,405,0,1,405,0,1,,,,,,
Mammalia,Eulipotyphla,Soricidae,Cryptotis_colombianus,9,1,4,9,2,3,9,0,1,,,
Mammalia,Eulipotyphla,Soricidae,Cryptotis_medellinius,7,1,2,,,,7,1,2,,,
Mammalia,Eulipotyphla,Soricidae,Cryptotis_tamensis,12,1,14,11,1,3,12,1,11,,,
Mammalia,Eulipotyphla,Soricidae,Cryptotis_thomasi,10,1,5,10,1,3,9,1,2,,,
Mammalia,Lagomorpha,Leporidae,Sylvilagus_floridanus,1550,0,1,1550,0,1,,,,,,
Mammalia,Paucituberculata,Caenolestidae,Caenolestes_convelatus,34,7,8,30,0,1,34,7,7,,,
Mammalia,Paucituberculata,Caenolestidae,Caenolestes_fuliginosus,27,10,20,27,10,5,27,10,15,,,
Mammalia,Pilosa,Cyclopedidae,Cyclopes_didactylus,100,0,1,100,0,1,,,,,,
Mammalia,Primates,Aotidae,Aotus_lemurinus,855,23,2,,,,855,23,2,,,
Mammalia,Primates,Callitrichidae,Saguinus_leucopus,130,0,1,130,0,1,,,,,,
Mammalia,Rodentia,Cricetidae,Akodon_affinis,19,5,33,21,5,14,18,5,19,,,
Mammalia,Rodentia,Cricetidae,Anotomys_leander,9,0,1,,,,9,0,1,,,
Mammalia,Rodentia,Caviidae,Cavia_porcellus,535,120,4,535,120,4,,,,,,
Mammalia,Rodentia,Cricetidae,Chilomys_instans,18,3,10,16,0,3,19,3,7,,,
Mammalia,Rodentia,Erethizontidae,Coendou_prehensilis,2500,0,1,2500,0,1,,,,,,
Mammalia,Rodentia,Erethizontidae,Coendou_quichua,850,0,1,,,,,,,850,0,1
Mammalia,Rodentia,Erethizontidae,Coendou_rufescens,867,579,3,550,450,2,,,,1500,0,1
Mammalia,Rodentia,Cuniculidae,Cuniculus_paca,6119,2849,35,5401,2708,18,6467,2789,14,8800,1883,3
Mammalia,Rodentia,Cuniculidae,Cuniculus_taczanowskii,2909,1716,4,,,,2909,1716,4,,,
Mammalia,Rodentia,Echimyidae,Dactylomys_dactylinus,626,98,3,700,0,1,589,102,2,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta_fuliginosa,3048,1644,9,3710,1494,5,1993,1208,2,2450,1600,2
Mammalia,Rodentia,Dasyproctidae,Dasyprocta_punctata,1967,553,6,1667,624,3,2267,205,3,,,
Mammalia,Rodentia,Dinomyidae,Dinomys_branickii,5022,3741,5,5300,4100,2,7000,2000,2,509,0,1
Mammalia,Rodentia,Echimyidae,Diplomys_caniceps,429,0,1,429,0,1,,,,,,
Mammalia,Rodentia,Echimyidae,Diplomys_labilis,280,0,1,,,,280,0,1,,,
Mammalia,Rodentia,Cricetidae,Handleyomys_alfaroi,32,8,40,32,9,12,32,8,28,,,
Mammalia,Rodentia,Cricetidae,Handleyomys_fuscatus,22,4,50,24,4,19,21,4,31,,,
Mammalia,Rodentia,Cricetidae,Handleyomys_intectus,24,6,52,22,5,22,26,5,30,,,
Mammalia,Rodentia,Heteromyidae,Heteromys_anomalus,71,21,8,75,5,3,68,26,5,,,
Mammalia,Rodentia,Heteromyidae,Heteromys_australis,50,15,31,46,12,16,55,15,15,,,
Mammalia,Rodentia,Heteromyidae,Heteromys_desmarestianus,47,4,7,45,4,4,47,0,1,50,1,2
Mammalia,Rodentia,Cricetidae,Holochilus_sciureus,101,48,3,167,0,1,68,14,2,,,
Mammalia,Rodentia,Echimyidae,Hoplomys_gymnurus,269,82,8,323,88,2,251,72,6,,,
Mammalia,Rodentia,Caviidae,Hydrochoerus_hydrochaeris,4263,1262,6,4315,1377,5,4000,0,1,,,
Mammalia,Rodentia,Caviidae,Hydrochoerus_isthmius,7175,1675,2,7175,1675,2,,,,,,
Mammalia,Rodentia,Cricetidae,Ichthyomys_hydrobates,22,0,1,22,0,1,,,,,,
Mammalia,Rodentia,Cricetidae,Isthmomys_pirrensis,98,3,3,96,2,2,102,0,1,,,
Mammalia,Rodentia,Echimyidae,Makalata_macrura,581,0,1,,,,581,0,1,,,
Mammalia,Rodentia,Cricetidae,Melanomys_caliginosus,43,13,208,41,13,69,44,13,133,47,13,6
Mammalia,Rodentia,Echimyidae,Mesomys_hispidus,176,62,9,150,62,5,207,46,4,,,
Mammalia,Rodentia,Cricetidae,Microryzomys_altissimus,12,2,7,13,0,2,11,2,5,,,
Mammalia,Rodentia,Cricetidae,Microryzomys_minutus,13,5,16,12,6,5,14,4,11,,,
Mammalia,Rodentia,Sciuridae,Microsciurus_otinus,25,0,1,,,,25,0,1,,,
Mammalia,Rodentia,Cricetidae,Neacomys_spinosus,26,5,6,22,3,3,30,3,3,,,
Mammalia,Rodentia,Cricetidae,Neacomys_tenuipes,15,3,68,17,2,13,15,3,54,10,0,1
Mammalia,Rodentia,Cricetidae,Nectomys_grandis,192,139,8,203,120,5,174,164,3,,,
Mammalia,Rodentia,Cricetidae,Nectomys_rattus,230,42,5,205,13,2,247,46,3,,,
Mammalia,Rodentia,Cricetidae,Neomicroxus_bogotensis,20,8,4,19,8,2,14,0,1,30,0,1
Mammalia,Rodentia,Cricetidae,Nephelomys_childi,69,16,25,62,11,10,74,16,15,,,
Mammalia,Rodentia,Cricetidae,Nephelomys_maculiventer,59,1,3,59,1,2,61,0,1,,,
Mammalia,Rodentia,Cricetidae,Nephelomys_meridensis,66,13,17,63,14,10,71,11,7,,,
Mammalia,Rodentia,Cricetidae,Nephelomys_pectoralis,64,21,152,63,19,64,65,22,88,,,
Mammalia,Rodentia,Cricetidae,Neusticomys_monticolus,27,8,10,19,7,3,30,6,7,,,
Mammalia,Rodentia,Sciuridae,Notosciurus_granatensis,327,107,38,327,131,14,328,85,22,320,127,2
Mammalia,Rodentia,Sciuridae,Notosciurus_pucheranii,236,120,2,236,120,2,,,,,,
Mammalia,Rodentia,Cricetidae,Oecomys_bicolor,44,11,2,44,11,2,,,,,,
Mammalia,Rodentia,Cricetidae,Oecomys_concolor,60,3,2,57,0,1,63,0,1,,,
Mammalia,Rodentia,Cricetidae,Oecomys_roberti,49,7,3,44,1,2,58,0,1,,,
Mammalia,Rodentia,Echimyidae,Olallamys_albicaudus,215,0,1,215,0,1,,,,,,
Mammalia,Rodentia,Cricetidae,Oligoryzomys_griseolus,16,4,4,,,,16,4,4,,,
Mammalia,Rodentia,Geomyidae,Orthogeomys_dariensis,441,30,2,470,0,1,411,0,1,,,
Mammalia,Rodentia,Echimyidae,Proechimys_canicollis,36,0,1,,,,36,0,1,,,
Mammalia,Rodentia,Echimyidae,Proechimys_chrysaeolus,225,121,32,194,96,13,246,131,19,,,
Mammalia,Rodentia,Echimyidae,Proechimys_mincae,230,0,1,230,0,1,,,,,,
Mammalia,Rodentia,Echimyidae,Proechimys_oconnelli,179,110,8,210,108,6,85,40,2,,,
Mammalia,Rodentia,Echimyidae,Proechimys_semispinosus,240,127,48,212,114,27,275,133,21,,,
Mammalia,Rodentia,Echimyidae,Proechimys_simonsi,125,0,1,,,,125,0,1,,,
Mammalia,Rodentia,Cricetidae,Reithrodontomys_mexicanus,11,2,19,10,1,11,12,2,8,,,
Mammalia,Rodentia,Cricetidae,Rhipidomys_caucensis,67,4,2,,,,70,0,1,63,0,1
Mammalia,Rodentia,Cricetidae,Rhipidomys_fulviventer,45,13,64,32,8,12,48,12,52,,,
Mammalia,Rodentia,Cricetidae,Rhipidomys_latimanus,49,14,34,54,13,16,45,13,18,,,
Mammalia,Rodentia,Cricetidae,Sigmodon_alstoni,107,0,1,107,0,1,,,,,,
Mammalia,Rodentia,Cricetidae,Sigmodon_hirsutus,43,8,5,41,0,1,44,9,4,,,
Mammalia,Rodentia,Cricetidae,Thomasomys_aureus,81,8,3,81,8,3,,,,,,
Mammalia,Rodentia,Cricetidae,Thomasomys_baeops,29,9,4,27,4,2,32,11,2,,,
Mammalia,Rodentia,Cricetidae,Thomasomys_cinereiventer,46,11,18,45,9,10,48,13,8,,,
Mammalia,Rodentia,Cricetidae,Thomasomys_cinnameus,16,3,7,15,2,3,17,3,4,,,
Mammalia,Rodentia,Cricetidae,Thomasomys_contradictus,39,8,55,37,8,22,40,8,33,,,
Mammalia,Rodentia,Cricetidae,Thomasomys_laniger,28,1,3,,,,27,0,1,29,1,2
Mammalia,Rodentia,Cricetidae,Thomasomys_monochromos,32,5,5,,,,32,5,5,,,
Mammalia,Rodentia,Cricetidae,Thomasomys_nicefori,74,17,27,72,15,14,76,19,13,,,
Mammalia,Rodentia,Cricetidae,Thomasomys_niveipes,36,9,75,39,10,25,35,8,48,25,4,2
Mammalia,Rodentia,Cricetidae,Thomasomys_popayanus,92,8,2,92,8,2,,,,,,
Mammalia,Rodentia,Cricetidae,Transandinomys_bolivaris,51,18,20,51,8,7,52,22,12,42,0,1
Mammalia,Rodentia,Cricetidae,Transandinomys_talamancae,44,8,8,45,10,3,44,6,5,,,
Mammalia,Rodentia,Cricetidae,Tylomys_mirae,141,78,14,194,83,6,101,43,8,,,
Mammalia,Rodentia,Cricetidae,Zygodontomys_brevicauda,50,21,53,40,18,22,57,20,31,,,
Mammalia,Rodentia,Cricetidae,Zygodontomys_brunneus,53,18,40,51,19,11,53,18,27,50,0,2
