Class,Order,Family,Species,Average weight (gr) (Species),SD (gr) (Species),n (Species),Average weight (gr) (Female),SD (gr) (Female),n (Female),Average weight (gr) (Male),SD (gr) (Male),n (Male),Average weight (gr) (Undetermined),SD (gr) (Undeterminated),n (Undeterminated)
Aves,Passeriformes,Furnariidae,Drymotoxeres_pucheranii,69,6,3,,,,,,,69,6,3
Aves,Passeriformes,Furnariidae,Lepidocolaptes_souleyetii,24,3,21,24,1,3,25,3,7,24,3,11
Aves,Passeriformes,Furnariidae,Lepidocolaptes_lacrymiger,31,5,28,31,2,8,31,5,7,31,6,13
Aves,Passeriformes,Furnariidae,Xenops_minutus,11,1,103,10,1,14,11,1,21,11,1,68
Aves,Passeriformes,Furnariidae,Xenops_rutilans,12,1,13,,,,12,0,1,12,1,12
Aves,Passeriformes,Furnariidae,Pseudocolaptes_lawrencii,52,2,3,,,,,,,52,2,3
Aves,Passeriformes,Furnariidae,Pseudocolaptes_boissonneautii,44,3,44,44,3,18,46,2,3,44,3,23
Aves,Passeriformes,Furnariidae,Premnornis_guttuliger,15,1,120,15,1,15,16,1,17,15,1,88
Aves,Passeriformes,Furnariidae,Furnarius_leucopus,44,5,14,43,5,6,42,3,3,47,6,5
Aves,Passeriformes,Furnariidae,Lochmias_nematura,34,0,2,34,0,1,,,,34,0,1
Aves,Passeriformes,Furnariidae,Cinclodes_albidiventris,33,0,1,33,0,1,,,,,,
Aves,Passeriformes,Furnariidae,Cinclodes_excelsior,60,4,8,58,0,1,61,3,4,60,6,3
Aves,Passeriformes,Furnariidae,Philydor_fuscipenne,26,3,11,22,0,2,27,2,3,27,1,6
Aves,Passeriformes,Furnariidae,Philydor_pyrrhodes,28,3,4,27,2,3,,,,33,0,1
Aves,Passeriformes,Furnariidae,Anabacerthia_striaticollis,23,2,64,21,2,7,23,2,10,23,2,47
Aves,Passeriformes,Furnariidae,Anabacerthia_variegaticeps,29,1,10,,,,,,,29,1,10
Aves,Passeriformes,Furnariidae,Anabacerthia_ruficaudata,31,0,1,,,,31,0,1,,,
Aves,Passeriformes,Furnariidae,Syndactyla_subalaris,32,3,98,30,3,12,30,3,24,33,2,62
Aves,Passeriformes,Furnariidae,Dendroma_rufa,33,3,3,,,,30,0,1,35,1,2
Aves,Passeriformes,Furnariidae,Dendroma_erythroptera,33,0,1,,,,33,0,1,,,
Aves,Passeriformes,Furnariidae,Clibanornis_rubiginosus,41,4,14,40,0,1,41,0,1,41,5,12
Aves,Passeriformes,Furnariidae,Clibanornis_rufipectus,43,3,25,45,3,5,45,0,1,42,3,19
Aves,Passeriformes,Furnariidae,Thripadectes_ignobilis,46,3,17,42,1,2,43,2,2,48,3,13
Aves,Passeriformes,Furnariidae,Thripadectes_flammulatus,56,4,9,55,0,1,56,5,4,56,4,4
Aves,Passeriformes,Furnariidae,Thripadectes_holostictus,41,3,31,41,3,11,41,2,11,40,3,9
Aves,Passeriformes,Furnariidae,Thripadectes_virgaticeps,49,5,27,49,2,3,50,3,9,49,6,15
Aves,Passeriformes,Furnariidae,Thripadectes_melanorhynchus,41,1,5,42,1,2,42,1,2,39,0,1
Aves,Passeriformes,Furnariidae,Automolus_rufipileatus,31,1,3,,,,31,1,3,,,
Aves,Passeriformes,Furnariidae,Automolus_ochrolaemus,37,3,35,35,4,6,37,3,21,37,3,8
Aves,Passeriformes,Furnariidae,Automolus_subulatus,33,3,42,30,4,6,31,5,2,34,2,34
Aves,Passeriformes,Furnariidae,Automolus_infuscatus,34,1,4,,,,34,1,3,35,0,1
Aves,Passeriformes,Furnariidae,Premnoplex_brunnescens,16,1,160,16,1,19,16,1,25,16,1,116
Aves,Passeriformes,Furnariidae,Margarornis_stellatus,21,1,8,20,0,1,21,0,1,22,1,6
Aves,Passeriformes,Furnariidae,Margarornis_squamiger,17,2,45,18,2,17,18,2,15,17,2,13
Aves,Passeriformes,Furnariidae,Leptasthenura_andicola,14,0,1,,,,14,0,1,,,
Aves,Passeriformes,Furnariidae,Phacellodomus_rufifrons,29,6,6,36,0,1,28,7,4,26,0,1
Aves,Passeriformes,Furnariidae,Hellmayrea_gularis,13,1,40,12,1,11,13,1,18,13,1,11
Aves,Passeriformes,Furnariidae,Asthenes_flammulata,25,3,11,24,4,2,25,1,3,25,3,6
Aves,Passeriformes,Furnariidae,Asthenes_fuliginosa,17,2,16,17,1,5,18,2,8,16,1,3
Aves,Passeriformes,Furnariidae,Siptornis_striaticollis,11,0,1,,,,11,0,1,,,
Aves,Passeriformes,Furnariidae,Cranioleuca_vulpina,15,1,7,15,1,2,17,0,3,14,1,2
Aves,Passeriformes,Furnariidae,Cranioleuca_erythrops,15,1,3,14,0,1,,,,15,0,2
Aves,Passeriformes,Furnariidae,Cranioleuca_hellmayri,15,1,8,14,0,1,15,1,3,15,0,4
Aves,Passeriformes,Furnariidae,Certhiaxis_cinnamomeus,16,2,7,16,3,5,16,0,1,13,0,1
Aves,Passeriformes,Furnariidae,Synallaxis_brachyura,21,2,5,19,0,1,18,0,1,22,0,3
Aves,Passeriformes,Furnariidae,Synallaxis_subpudica,16,0,3,16,0,2,16,0,1,,,
Aves,Passeriformes,Furnariidae,Synallaxis_moesta,20,0,1,,,,20,0,1,,,
Aves,Passeriformes,Furnariidae,Synallaxis_albescens,14,1,63,14,1,6,14,0,5,14,1,52
Aves,Passeriformes,Furnariidae,Synallaxis_azarae,15,1,57,14,1,17,15,1,21,15,1,19
Aves,Passeriformes,Furnariidae,Synallaxis_candei,16,1,7,,,,,,,16,1,7
Aves,Passeriformes,Furnariidae,Synallaxis_fuscorufa,14,1,4,15,1,2,13,1,2,,,
Aves,Passeriformes,Furnariidae,Synallaxis_unirufa,17,2,34,17,2,8,17,2,9,17,2,17
Aves,Passeriformes,Furnariidae,Synallaxis_cinnamomea,17,1,2,17,1,2,,,,,,
Aves,Passeriformes,Furnariidae,Synallaxis_rutilans,18,0,2,,,,18,0,2,,,
Aves,Passeriformes,Pipridae,Tyranneutes_stolzmanni,7,1,2,,,,7,1,2,,,
Aves,Passeriformes,Pipridae,Neopelma_chrysocephalum,16,1,8,,,,16,1,4,16,1,4
Aves,Passeriformes,Pipridae,Chloropipo_flavicapilla,17,1,34,17,1,7,16,1,19,16,1,8
Aves,Passeriformes,Pipridae,Chiroxiphia_lanceolata,18,1,169,19,1,53,18,1,92,18,1,24
Aves,Passeriformes,Pipridae,Chiroxiphia_pareola,18,0,1,,,,18,0,1,,,
Aves,Passeriformes,Pipridae,Masius_chrysopterus,12,1,178,12,1,85,11,1,70,12,1,23
Aves,Passeriformes,Pipridae,Corapipo_altera,10,1,20,11,1,3,10,1,17,,,
Aves,Passeriformes,Pipridae,Corapipo_leucorrhoa,9,1,16,9,1,6,10,1,8,9,0,2
Aves,Passeriformes,Pipridae,Xenopipo_atronitens,14,2,8,15,0,2,14,3,5,12,0,1
Aves,Passeriformes,Pipridae,Cryptopipo_holochlora,16,1,48,16,1,8,16,2,4,15,1,36
Aves,Passeriformes,Pipridae,Lepidothrix_coronata,9,1,67,10,1,34,8,1,24,10,2,9
Aves,Passeriformes,Pipridae,Lepidothrix_isidorei,7,1,6,9,0,1,7,1,5,,,
Aves,Passeriformes,Pipridae,Heterocercus_flavivertex,20,2,19,20,2,9,20,1,10,,,
Aves,Passeriformes,Pipridae,Manacus_manacus,16,2,641,16,2,252,17,2,201,16,1,188
Aves,Passeriformes,Pipridae,Pipra_filicauda,14,1,36,15,1,14,14,1,19,14,0,3
Aves,Passeriformes,Pipridae,Machaeropterus_deliciosus,13,1,53,12,1,27,13,1,11,12,1,15
Aves,Passeriformes,Pipridae,Machaeropterus_striolatus,10,1,111,10,1,39,10,1,34,10,1,38
Aves,Passeriformes,Pipridae,Dixiphia_pipra,10,1,135,11,1,56,9,1,52,10,2,27
Aves,Passeriformes,Pipridae,Ceratopipra_erythrocephala,13,1,594,13,1,185,12,1,228,13,1,181
Aves,Passeriformes,Cotingidae,Pipreola_riefferii,49,4,181,51,4,61,48,3,100,47,3,20
Aves,Passeriformes,Cotingidae,Pipreola_arcuata,103,7,8,103,9,3,103,5,5,,,
Aves,Passeriformes,Cotingidae,Pipreola_aureopectus,42,1,5,42,1,3,42,0,2,,,
Aves,Passeriformes,Cotingidae,Pipreola_jucunda,58,4,5,66,0,1,57,2,2,56,3,2
Aves,Passeriformes,Cotingidae,Pipreola_lubomirskii,57,0,1,,,,57,0,1,,,
Aves,Passeriformes,Cotingidae,Ampelioides_tschudii,71,5,3,74,0,1,70,6,2,,,
Aves,Passeriformes,Cotingidae,Ampelion_rubrocristatus,63,8,10,64,8,4,64,9,5,60,0,1
Aves,Passeriformes,Cotingidae,Phoenicircus_nigricollis,106,6,2,112,0,1,100,0,1,,,
Aves,Passeriformes,Cotingidae,Rupicola_rupicola,189,12,2,,,,189,12,2,,,
Aves,Passeriformes,Cotingidae,Rupicola_peruvianus,230,15,13,233,8,4,236,10,7,205,11,2
Aves,Passeriformes,Cotingidae,Snowornis_subalaris,55,25,2,55,25,2,,,,,,
Aves,Passeriformes,Cotingidae,Snowornis_cryptolophus,83,5,13,84,6,2,95,0,1,82,3,10
Aves,Passeriformes,Cotingidae,Querula_purpurata,111,3,4,115,0,1,110,2,3,,,
Aves,Passeriformes,Cotingidae,Cephalopterus_ornatus,825,0,1,,,,825,0,1,,,
Aves,Passeriformes,Cotingidae,Cotinga_nattererii,63,0,1,,,,63,0,1,,,
Aves,Passeriformes,Cotingidae,Cotinga_maynana,63,13,2,75,0,1,50,0,1,,,
Aves,Passeriformes,Cotingidae,Cotinga_cotinga,68,0,1,68,0,1,,,,,,
Aves,Passeriformes,Cotingidae,Cotinga_cayana,72,0,1,72,0,1,,,,,,
Aves,Passeriformes,Cotingidae,Lipaugus_fuscocinereus,142,18,5,146,0,1,148,22,2,135,15,2
Aves,Passeriformes,Cotingidae,Lipaugus_vociferans,80,7,6,87,4,2,77,6,4,,,
Aves,Passeriformes,Cotingidae,Xipholena_punicea,69,4,2,73,0,1,65,0,1,,,
Aves,Passeriformes,Tityridae,Tityra_inquisitor,40,1,2,,,,41,0,1,39,0,1
Aves,Passeriformes,Tityridae,Tityra_cayana,68,5,4,75,0,1,65,4,3,,,
Aves,Passeriformes,Tityridae,Tityra_semifasciata,81,6,16,83,6,8,80,7,8,,,
Aves,Passeriformes,Tityridae,Schiffornis_major,32,0,1,,,,32,0,1,,,
Aves,Passeriformes,Tityridae,Schiffornis_veraepacis,31,2,58,34,0,1,,,,31,2,57
Aves,Passeriformes,Tityridae,Schiffornis_stenorhyncha,35,3,30,35,4,5,33,2,13,37,1,12
Aves,Passeriformes,Tityridae,Schiffornis_turdina,34,3,74,34,4,6,31,3,12,35,3,56
Aves,Passeriformes,Tityridae,Laniocera_rufescens,42,5,3,44,0,1,41,6,2,,,
Aves,Passeriformes,Tityridae,Laniocera_hypopyrra,45,3,5,41,0,1,46,2,3,45,0,1
Aves,Passeriformes,Tityridae,Iodopleura_isabellae,19,0,1,19,0,1,,,,,,
Aves,Passeriformes,Tityridae,Pachyramphus_versicolor,14,1,12,14,1,3,14,1,6,15,1,3
Aves,Passeriformes,Tityridae,Pachyramphus_rufus,17,2,2,17,2,2,,,,,,
Aves,Passeriformes,Tityridae,Pachyramphus_cinnamomeus,20,2,24,20,2,13,20,2,4,20,2,7
Aves,Passeriformes,Tityridae,Pachyramphus_polychopterus,19,2,28,20,3,10,18,1,16,21,1,2
Aves,Passeriformes,Tityridae,Pachyramphus_albogriseus,24,0,1,,,,24,0,1,,,
Aves,Passeriformes,Tityridae,Pachyramphus_homochrous,33,1,5,33,1,5,,,,,,
Aves,Passeriformes,Onychorhynchidae,Onychorhynchus_coronatus,18,2,26,16,1,2,19,3,13,19,1,11
Aves,Passeriformes,Onychorhynchidae,Terenotriccus_erythrurus,7,1,73,7,0,3,7,1,14,7,0,56
Aves,Passeriformes,Onychorhynchidae,Myiobius_villosus,14,1,9,12,0,1,14,1,4,14,1,4
Aves,Passeriformes,Onychorhynchidae,Myiobius_barbatus,12,1,49,10,0,1,12,0,1,12,1,47
Aves,Passeriformes,Onychorhynchidae,Myiobius_atricaudus,11,2,18,10,2,5,11,2,5,12,1,8
Aves,Passeriformes,Tyrannidae,Piprites_chloris,19,3,5,18,2,2,17,0,1,21,2,2
Aves,Passeriformes,Tyrannidae,Neopipo_cinnamomea,10,4,3,16,0,1,7,0,2,,,
Aves,Passeriformes,Tyrannidae,Platyrinchus_saturatus,11,0,1,,,,11,0,1,,,
Aves,Passeriformes,Tyrannidae,Platyrinchus_mystaceus,11,1,41,9,1,7,11,1,19,11,1,15
Aves,Passeriformes,Tyrannidae,Platyrinchus_coronatus,9,0,8,9,0,2,9,1,3,9,0,3
Aves,Passeriformes,Tyrannidae,Platyrinchus_flavigularis,11,0,1,,,,,,,11,0,1
Aves,Passeriformes,Tyrannidae,Platyrinchus_platyrhynchos,12,0,2,,,,12,0,2,,,
Aves,Passeriformes,Tyrannidae,Pseudotriccus_pelzelni,11,1,44,10,1,3,12,1,7,12,1,34
Aves,Passeriformes,Tyrannidae,Pseudotriccus_ruficeps,11,1,37,10,1,9,11,1,18,11,1,10
Aves,Passeriformes,Tyrannidae,Corythopis_torquatus,14,0,4,14,0,1,14,0,1,13,0,2
Aves,Passeriformes,Tyrannidae,Phylloscartes_poecilotis,9,2,20,9,2,7,10,2,5,9,1,8
Aves,Passeriformes,Tyrannidae,Phylloscartes_ophthalmicus,12,1,5,,,,,,,12,1,5
Aves,Passeriformes,Tyrannidae,Phylloscartes_gualaquizae,8,0,1,,,,8,0,1,,,
Aves,Passeriformes,Tyrannidae,Mionectes_striaticollis,14,1,423,13,1,95,14,1,69,14,1,259
Aves,Passeriformes,Tyrannidae,Mionectes_olivaceus,14,2,841,14,1,142,15,1,213,13,1,486
Aves,Passeriformes,Tyrannidae,Mionectes_oleagineus,10,1,748,10,1,67,10,1,71,10,1,610
Aves,Passeriformes,Tyrannidae,Leptopogon_amaurocephalus,12,1,181,10,1,19,11,1,45,12,1,117
Aves,Passeriformes,Tyrannidae,Leptopogon_superciliaris,13,1,55,12,1,7,13,1,7,13,1,41
Aves,Passeriformes,Tyrannidae,Leptopogon_rufipectus,13,1,29,12,1,8,14,1,14,12,1,7
Aves,Passeriformes,Tyrannidae,Cnipodectes_subbrunneus,25,4,12,20,2,5,29,2,5,27,1,2
Aves,Passeriformes,Tyrannidae,Rhynchocyclus_olivaceus,22,1,47,21,1,4,23,2,6,22,1,37
Aves,Passeriformes,Tyrannidae,Rhynchocyclus_brevirostris,24,1,2,,,,25,0,1,23,0,1
Aves,Passeriformes,Tyrannidae,Rhynchocyclus_pacificus,25,1,22,26,0,5,,,,25,1,17
Aves,Passeriformes,Tyrannidae,Rhynchocyclus_fulvipectus,23,1,6,24,0,1,24,1,3,23,0,2
Aves,Passeriformes,Tyrannidae,Tolmomyias_sulphurescens,16,1,49,16,1,11,16,1,5,16,1,33
Aves,Passeriformes,Tyrannidae,Tolmomyias_traylori,14,0,1,,,,14,0,1,,,
Aves,Passeriformes,Tyrannidae,Tolmomyias_assimilis,14,1,3,,,,,,,14,1,3
Aves,Passeriformes,Tyrannidae,Tolmomyias_poliocephalus,11,0,3,,,,11,1,2,11,0,1
Aves,Passeriformes,Tyrannidae,Tolmomyias_flaviventris,12,1,20,12,1,9,12,1,6,12,0,5
Aves,Passeriformes,Tyrannidae,Myiornis_atricapillus,5,0,1,5,0,1,,,,,,
Aves,Passeriformes,Tyrannidae,Oncostoma_olivaceum,7,1,28,6,1,3,7,0,6,7,0,19
Aves,Passeriformes,Tyrannidae,Lophotriccus_pileatus,8,1,10,7,0,1,8,1,5,8,1,4
Aves,Passeriformes,Tyrannidae,Lophotriccus_vitiosus,6,0,1,6,0,1,,,,,,
Aves,Passeriformes,Tyrannidae,Lophotriccus_galeatus,6,0,8,,,,6,0,6,6,0,2
Aves,Passeriformes,Tyrannidae,Atalotriccus_pilaris,6,1,20,5,1,6,6,0,7,6,0,7
Aves,Passeriformes,Tyrannidae,Hemitriccus_striaticollis,9,1,3,10,0,1,9,1,2,,,
Aves,Passeriformes,Tyrannidae,Hemitriccus_margaritaceiventer,8,0,7,8,0,2,9,0,1,8,0,4
Aves,Passeriformes,Tyrannidae,Hemitriccus_granadensis,7,1,30,7,1,11,7,0,7,8,1,12
Aves,Passeriformes,Tyrannidae,Poecilotriccus_ruficeps,6,1,33,7,1,9,6,1,16,6,0,8
Aves,Passeriformes,Tyrannidae,Poecilotriccus_latirostris,7,1,4,,,,6,1,2,7,0,2
Aves,Passeriformes,Tyrannidae,Poecilotriccus_sylvia,8,1,24,8,1,6,8,1,7,8,1,11
Aves,Passeriformes,Tyrannidae,Todirostrum_maculatum,6,0,1,,,,6,0,1,,,
Aves,Passeriformes,Tyrannidae,Todirostrum_cinereum,7,1,33,7,1,5,7,0,6,7,1,22
Aves,Passeriformes,Tyrannidae,Todirostrum_nigriceps,6,0,5,6,0,1,6,0,4,,,
Aves,Passeriformes,Tyrannidae,Myiotriccus_ornatus,10,1,59,9,0,1,10,1,10,10,1,48
Aves,Passeriformes,Tyrannidae,Nephelomyias_pulcher,9,1,22,10,1,2,9,0,2,9,1,18
Aves,Passeriformes,Tyrannidae,Hirundinea_ferruginea,30,0,1,,,,30,0,1,,,
Aves,Passeriformes,Tyrannidae,Pyrrhomyias_cinnamomeus,10,1,33,10,2,10,10,1,13,10,1,10
Aves,Passeriformes,Tyrannidae,Zimmerius_vilissimus,11,1,3,10,0,2,12,0,1,,,
Aves,Passeriformes,Tyrannidae,Zimmerius_improbus,11,1,34,11,0,1,11,0,1,11,1,32
Aves,Passeriformes,Tyrannidae,Zimmerius_albigularis,6,0,1,6,0,1,,,,,,
Aves,Passeriformes,Tyrannidae,Zimmerius_gracilipes,9,2,2,10,0,1,7,0,1,,,
Aves,Passeriformes,Tyrannidae,Zimmerius_chrysops,9,2,140,9,1,10,10,1,10,9,2,120
Aves,Passeriformes,Tyrannidae,Inezia_tenuirostris,9,1,2,,,,,,,9,1,2
Aves,Passeriformes,Tyrannidae,Inezia_subflava,7,0,1,,,,7,0,1,,,
Aves,Passeriformes,Tyrannidae,Inezia_caudata,7,1,17,7,1,2,8,0,3,7,0,12
Aves,Passeriformes,Tyrannidae,Euscarthmus_meloryphus,7,0,1,,,,,,,7,0,1
Aves,Passeriformes,Tyrannidae,Ornithion_brunneicapillus,7,1,6,6,0,1,,,,7,0,5
Aves,Passeriformes,Tyrannidae,Camptostoma_obsoletum,8,2,31,8,3,9,8,1,10,9,2,12
Aves,Passeriformes,Tyrannidae,Elaenia_flavogaster,23,2,76,23,2,10,23,1,14,23,2,52
Aves,Passeriformes,Tyrannidae,Elaenia_albiceps,15,0,3,,,,15,0,2,15,0,1
Aves,Passeriformes,Tyrannidae,Elaenia_parvirostris,16,3,13,15,2,5,15,3,4,19,4,4
Aves,Passeriformes,Tyrannidae,Elaenia_strepera,18,0,2,,,,18,0,2,,,
Aves,Passeriformes,Tyrannidae,Elaenia_cristata,19,3,5,22,0,1,20,4,2,17,0,2
Aves,Passeriformes,Tyrannidae,Elaenia_chiriquensis,16,1,21,16,0,3,16,1,5,16,1,13
Aves,Passeriformes,Tyrannidae,Elaenia_ruficeps,16,2,8,15,1,3,17,0,3,14,1,2
Aves,Passeriformes,Tyrannidae,Elaenia_frantzii,15,1,66,15,1,5,15,1,12,15,1,49
Aves,Passeriformes,Tyrannidae,Elaenia_pallatangae,16,1,13,16,0,1,16,1,2,16,1,10
Aves,Passeriformes,Tyrannidae,Tyrannulus_elatus,7,0,7,,,,7,1,3,8,0,4
Aves,Passeriformes,Tyrannidae,Myiopagis_gaimardii,12,1,16,12,1,2,12,1,4,12,1,10
Aves,Passeriformes,Tyrannidae,Myiopagis_viridicata,13,1,18,12,1,4,14,1,5,14,1,9
Aves,Passeriformes,Tyrannidae,Capsiempis_flaveola,8,1,11,8,1,5,8,1,4,10,1,2
Aves,Passeriformes,Tyrannidae,Phyllomyias_griseiceps,8,0,3,,,,8,0,1,8,0,2
Aves,Passeriformes,Tyrannidae,Phyllomyias_nigrocapillus,9,1,17,10,2,8,10,1,4,9,1,5
Aves,Passeriformes,Tyrannidae,Phyllomyias_cinereiceps,10,1,4,12,0,1,9,0,2,10,0,1
Aves,Passeriformes,Tyrannidae,Phyllomyias_uropygialis,9,1,3,10,0,1,9,0,1,9,0,1
Aves,Passeriformes,Tyrannidae,Phaeomyias_murina,11,2,36,10,0,5,10,1,4,12,2,27
Aves,Passeriformes,Tyrannidae,Mecocerculus_poecilocercus,8,1,3,,,,8,1,2,8,0,1
Aves,Passeriformes,Tyrannidae,Mecocerculus_stictopterus,10,1,5,10,1,2,10,0,3,,,
Aves,Passeriformes,Tyrannidae,Mecocerculus_leucophrys,12,1,45,11,1,12,13,1,20,11,1,13
Aves,Passeriformes,Tyrannidae,Mecocerculus_minor,10,2,2,8,0,1,11,0,1,,,
Aves,Passeriformes,Tyrannidae,Anairetes_parulus,12,5,2,,,,12,5,2,,,
Aves,Passeriformes,Tyrannidae,Polystictus_pectoralis,6,1,3,7,0,1,6,0,2,,,
Aves,Passeriformes,Tyrannidae,Serpophaga_cinerea,9,0,2,9,0,1,,,,9,0,1
Aves,Passeriformes,Tyrannidae,Uromyias_agilis,10,1,10,10,1,3,10,1,7,,,
Aves,Passeriformes,Tyrannidae,Muscigralla_brevicauda,11,0,1,11,0,1,,,,,,
Aves,Passeriformes,Tyrannidae,Attila_citriniventris,34,3,5,34,3,5,,,,,,
Aves,Passeriformes,Tyrannidae,Attila_spadiceus,35,3,51,34,3,9,36,4,6,36,3,36
Aves,Passeriformes,Tyrannidae,Legatus_leucophaius,21,0,3,,,,21,0,1,22,1,2
Aves,Passeriformes,Tyrannidae,Ramphotrigon_megacephalum,15,4,2,,,,19,0,1,12,0,1
Aves,Passeriformes,Tyrannidae,Ramphotrigon_ruficauda,17,1,6,17,0,2,18,1,4,,,
Aves,Passeriformes,Tyrannidae,Pitangus_sulphuratus,57,6,30,54,4,5,56,7,4,58,6,21
Aves,Passeriformes,Tyrannidae,Pitangus_lictor,23,2,8,22,2,4,25,2,4,,,
Aves,Passeriformes,Tyrannidae,Machetornis_rixosa,37,2,10,,,,37,1,4,38,2,6
Aves,Passeriformes,Tyrannidae,Tyrannopsis_sulphurea,57,0,1,57,0,1,,,,,,
Aves,Passeriformes,Tyrannidae,Megarynchus_pitangua,59,6,22,69,0,1,60,8,5,58,5,16
Aves,Passeriformes,Tyrannidae,Myiodynastes_chrysocephalus,40,5,19,45,6,3,37,3,2,39,4,14
Aves,Passeriformes,Tyrannidae,Myiodynastes_luteiventris,47,4,12,41,0,1,46,1,2,48,5,9
Aves,Passeriformes,Tyrannidae,Myiodynastes_maculatus,44,3,28,45,4,7,43,3,9,43,2,12
Aves,Passeriformes,Tyrannidae,Myiozetetes_cayanensis,26,3,25,26,2,7,25,3,12,26,4,6
Aves,Passeriformes,Tyrannidae,Myiozetetes_similis,25,2,7,25,2,3,27,0,1,24,1,3
Aves,Passeriformes,Tyrannidae,Myiozetetes_granadensis,25,1,2,,,,24,0,1,26,0,1
Aves,Passeriformes,Tyrannidae,Conopias_parvus,19,0,1,19,0,1,,,,,,
Aves,Passeriformes,Tyrannidae,Phelpsia_inornata,26,0,1,26,0,1,,,,,,
Aves,Passeriformes,Tyrannidae,Tyrannus_melancholicus,40,4,62,39,3,15,40,4,16,40,4,31
Aves,Passeriformes,Tyrannidae,Tyrannus_savana,30,2,12,29,2,4,30,2,7,28,0,1
Aves,Passeriformes,Tyrannidae,Tyrannus_tyrannus,36,5,8,35,9,2,37,0,1,37,3,5
Aves,Passeriformes,Tyrannidae,Tyrannus_dominicensis,40,3,6,,,,,,,40,3,6
Aves,Passeriformes,Tyrannidae,Rhytipterna_holerythra,33,1,2,,,,32,0,1,35,0,1
Aves,Passeriformes,Tyrannidae,Rhytipterna_simplex,32,1,3,31,0,1,33,1,2,,,
Aves,Passeriformes,Tyrannidae,Rhytipterna_immunda,27,1,2,27,1,2,,,,,,
Aves,Passeriformes,Tyrannidae,Myiarchus_tuberculifer,19,1,84,19,1,13,19,1,7,19,1,64
Aves,Passeriformes,Tyrannidae,Myiarchus_swainsoni,21,2,2,19,0,1,22,0,1,,,
Aves,Passeriformes,Tyrannidae,Myiarchus_venezuelensis,24,1,3,23,0,1,24,1,2,,,
Aves,Passeriformes,Tyrannidae,Myiarchus_panamensis,34,1,3,35,0,1,34,1,2,,,
Aves,Passeriformes,Tyrannidae,Myiarchus_ferox,24,3,16,24,2,5,24,3,8,26,2,3
Aves,Passeriformes,Tyrannidae,Myiarchus_apicalis,26,2,8,,,,26,2,4,26,2,4
Aves,Passeriformes,Tyrannidae,Myiarchus_cephalotes,27,2,13,25,0,3,29,3,2,27,2,8
Aves,Passeriformes,Tyrannidae,Myiarchus_crinitus,30,2,23,29,2,7,35,1,2,31,2,14
Aves,Passeriformes,Tyrannidae,Myiarchus_tyrannulus,29,2,9,28,1,2,29,1,5,29,2,2
Aves,Passeriformes,Tyrannidae,Colonia_colonus,16,2,4,16,2,3,16,0,1,,,
Aves,Passeriformes,Tyrannidae,Myiophobus_flavicans,12,1,64,12,1,21,13,1,13,12,1,30
Aves,Passeriformes,Tyrannidae,Myiophobus_phoenicomitra,13,0,1,,,,,,,13,0,1
Aves,Passeriformes,Tyrannidae,Myiophobus_fasciatus,11,1,23,12,0,5,12,2,2,11,1,16
Aves,Passeriformes,Tyrannidae,Ochthoeca_frontalis,10,1,12,10,1,3,10,1,9,,,
Aves,Passeriformes,Tyrannidae,Ochthoeca_diadema,11,1,115,10,1,21,11,1,22,11,1,72
Aves,Passeriformes,Tyrannidae,Ochthoeca_cinnamomeiventris,57,57,51,12,2,7,13,1,10,80,58,34
Aves,Passeriformes,Tyrannidae,Ochthoeca_rufipectoralis,11,1,7,11,1,3,11,1,2,12,2,2
Aves,Passeriformes,Tyrannidae,Ochthoeca_fumicolor,15,1,17,15,2,4,15,1,5,15,0,8
Aves,Passeriformes,Tyrannidae,Sublegatus_arenarum,13,0,9,12,0,1,13,0,2,13,0,6
Aves,Passeriformes,Tyrannidae,Sublegatus_obscurior,20,0,1,20,0,1,,,,,,
Aves,Passeriformes,Tyrannidae,Pyrocephalus_rubinus,14,2,10,14,2,4,14,2,6,,,
Aves,Passeriformes,Tyrannidae,Fluvicola_pica,12,2,30,11,1,5,13,2,7,12,1,18
Aves,Passeriformes,Tyrannidae,Arundinicola_leucocephala,14,1,6,13,1,4,15,1,2,,,
Aves,Passeriformes,Tyrannidae,Knipolegus_poecilurus,14,1,4,,,,14,0,3,13,0,1
Aves,Passeriformes,Tyrannidae,Knipolegus_poecilocercus,13,1,5,12,0,1,14,1,4,,,
Aves,Passeriformes,Tyrannidae,Muscisaxicola_albilora,22,0,1,,,,22,0,1,,,
Aves,Passeriformes,Tyrannidae,Muscisaxicola_alpinus,35,3,4,32,0,1,40,0,1,34,1,2
Aves,Passeriformes,Tyrannidae,Myiotheretes_striaticollis,59,3,2,,,,59,3,2,,,
Aves,Passeriformes,Tyrannidae,Myiotheretes_fumigatus,33,1,3,33,0,1,34,1,2,,,
Aves,Passeriformes,Tyrannidae,Ochthornis_littoralis,19,3,3,,,,19,3,3,,,
Aves,Passeriformes,Tyrannidae,Cnemotriccus_fuscatus,13,1,42,13,2,7,13,1,10,12,1,25
Aves,Passeriformes,Tyrannidae,Aphanotriccus_audax,11,1,6,,,,11,0,1,11,0,5
Aves,Passeriformes,Tyrannidae,Lathrotriccus_euleri,12,2,4,11,2,2,11,0,1,14,0,1
Aves,Passeriformes,Tyrannidae,Sayornis_nigricans,18,2,16,17,2,3,20,0,1,18,2,12
