Class,Order,Family,Genus,Scientific_name,Body_mass_g_1,SVL_mm_1
Amphibia,Anura,Strabomantidae,Paramophrynella,Paramophrynella_ginesi,NA,NA
Amphibia,Anura,Strabomantidae,Paramophrynella,Paramophrynella_jabonensis,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_auriculatus,NA,14.5
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_badius,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_barthlenae,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_bracki,NA,19.8
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_bufoides,NA,41.3
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_curator,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_dagmarae,NA,27.3
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_heimorum,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_horstpauli,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_interstinctus,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_juninensis,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_kauneorum,NA,54
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_kotosh,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_lechriorhynchus,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_miroslawae,NA,29
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_montium,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_nicoleae,NA,21
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_oblivius,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_paucari,NA,23.8
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_peruanus,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_pesantesi,NA,32.7
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_tautzorum,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_thompsoni,NA,NA
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_tribulosus,NA,14.6
Amphibia,Anura,Strabomantidae,Phrynopus,Phrynopus_vestigiatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_aaptus,NA,35
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_abakapa,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_academicus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_acatallelus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_acerus,NA,45.1
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_achatinus,NA,46.1
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_achuar,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_actinolaimus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_actites,NA,64.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_acuminatus,NA,34
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_acutirostris,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_adiastolus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_adnus,NA,20
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_aemulatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_affinis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_alalocophus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_albericoi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_albertus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_almendariz,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_altae,NA,27
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_altamazonicus,NA,34
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_altamnis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_amydrotus,NA,26
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_andinognomus,NA,17.9
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_anemerus,NA,20.4
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_angustilineatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_aniptopalmatus,NA,22
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_anolirex,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_anotis,NA,41
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_apiculatus,NA,26.3
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_appendiculatus,NA,35
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_aquilonaris,NA,23
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ardalonychus,NA,27.4
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ardyae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ashkapara,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_atrabracus,NA,22.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_atratus,NA,29.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_aurantiguttatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_aureolineatus,NA,30
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_aureoventris,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_auricarens,NA,23.6
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_avicuporum,NA,34.3
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_avius,NA,33.1
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bacchus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_baiotis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_balionotus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bambu,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_baryecuus,NA,43.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_batrachites,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bearsei,NA,38.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bellae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bellator,NA,24.3
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bellona,NA,46
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bernali,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bicantus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bicolor,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bicumulus,NA,36
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bipunctatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bisignatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bogotensis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_boulengeri,NA,33.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_brevifrons,NA,25
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bromeliaceus,NA,28.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_buccinator,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_buckleyi,NA,50
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_bustamante,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cabrerai,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cacao,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_caeruleonotus,NA,22.6
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cajamarcensis,NA,33.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_calcaratus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_calcarulatus,NA,28.9
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_caliginosus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cantitans,NA,45.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_capitonis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_caprifer,NA,43.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_carlosceroni,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_carlossanchezi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_carmelitae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_carranguerorum,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_carvalhoi,NA,24
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_caryophyllaceus,NA,26.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_celator,NA,24.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cerasinus,NA,35
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ceuthospilus,NA,26.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_chalceus,NA,31.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_charlottevillensis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_chiastonotus,NA,39.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_chimu,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_chloronotus,NA,38.9
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_chrysops,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_citriogaster,NA,51
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_colodactylus,NA,25.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_colomai,NA,17.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_colonensis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_colostichos,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_condor,NA,63.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_conservatio,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_conspicillatus,NA,49
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cordovae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_corniger,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_coronatus,NA,15.3
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_corrugatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cosnipatae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cremnobates,NA,51.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_crenunguis,NA,64.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cristinae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_croceoinguinis,NA,23
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_crucifer,NA,34.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cruciocularis,NA,21.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cruentus,NA,42
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cryophilius,NA,50
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cryptomelas,NA,38.6
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cuentasi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_cuneirostris,NA,29.1
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_curtipes,NA,50
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_danae,NA,45.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_degener,NA,31.9
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_deinops,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_delicatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_delius,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_dendrobatoides,NA,31
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_devillei,NA,44.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_deyi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_diadematus,NA,108
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_diaphonus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_diogenes,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_dissimulatus,NA,32.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_divnae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_dorsopictus,NA,31.6
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_douglasi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_duellmani,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_duende,NA,29.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_dundeei,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_educatoris,2.3,37.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_elegans,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_epacrus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_eremitus,NA,27.6
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_eriphus,NA,29
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ernesti,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_erythropleura,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_esmeraldas,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_espedeus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_eugeniae,NA,37.6
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_euphronides,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_eurydactylus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_exoristus,NA,23.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_factiosus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_fallax,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_farisorum,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_fasciatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_fenestratus,NA,55
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_festae,NA,25.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_fetosus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_flavobracatus,NA,23.4
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_floridus,NA,26.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_frater,NA,32.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_fraudator,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_gagliardoi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_gaigei,NA,44
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_galdi,NA,34
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ganonotus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_gentryi,NA,50
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_gladiator,NA,34
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_glandulosus,NA,41.3
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_gracilis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_grandiceps,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_gryllus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_guaiquinimensis,NA,33.4
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_gutturalis,NA,16.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_hamiotae,NA,36.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_hectus,NA,22.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_helvolus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_hernandezi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_huicundo,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_hybotragus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ignicolor,NA,26.4
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_illotus,NA,44.6
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_imitatrix,NA,13
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_incanus,NA,30.6
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_incertus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_incomptus,NA,25.9
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_infraguttatus,NA,24.3
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_inguinalis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_insignitus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_inusitatus,NA,24.4
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ixalus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_jaimei,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_jester,NA,22.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_johannesdei,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_jorgevelosai,NA,45.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_juanchoi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_jubatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_kareliae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_katoptroides,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_kelephas,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_kichwarum,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_kirklandi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_koehleri,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_labiosus,NA,52.3
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lacrimosus,NA,34
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lanthanites,NA,46
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lasalleorum,NA,30
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lassoalcalai,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_laticlavius,NA,42.9
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_latidiscus,NA,53.4
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lemur,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lentiginosus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_leoni,NA,25
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_leptolophus,NA,30
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_leucopus,NA,44
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_leucorrhinus,NA,21
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_librarius,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lichenoides,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lindae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lirellus,NA,24
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lividus,NA,35
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_llojsintuta,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_loujosti,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_loustes,NA,46.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lucasi,NA,23.3
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_luscombei,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_luteolateralis,NA,29.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lutitus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lymani,NA,73
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lynchi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_lythrodes,NA,26
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_maculosus,NA,30
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_malkini,NA,49
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_marahuaka,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_mariaelenae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_marmoratus,NA,22
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_mars,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_martiae,NA,25
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_matidiktyo,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_mazar,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_medemi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_megalops,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_melanogaster,NA,24.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_melanoproctus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_memorans,NA,32
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_mendax,NA,28
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_mercedesae,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_meridionalis,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_merostictus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_metabates,NA,32.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_mindo,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_minimus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_minutulus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_miyatai,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_mnionaetes,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_modipeplus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_molybrignus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_mondolfii,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_moro,NA,25
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_muchimuk,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_muricatus,NA,40.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_muscosus,NA,46.1
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_museosus,NA,40
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_myersi,NA,25
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_myops,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_nephophilus,NA,34
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_nervicus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_nicefori,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_nigrogriseus,NA,30.2
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_nyctophylax,NA,37.8
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_obmutescens,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ocellatus,NA,45.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ockendeni,1.87,29.5
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ocreatus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_olivaceus,NA,20.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_onorei,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_orcesi,NA,36
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_orcus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_orestes,NA,38.1
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ornatissimus,NA,38.1
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ornatus,NA,27.3
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_orpacobates,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_orphnolaimus,NA,34
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_ortizi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_padiali,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_padrecarlosi,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_paisa,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_palmeri,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_paramerus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_pardalinus,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_pardalis,NA,34.1
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_parectatus,NA,30
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_parvillus,NA,25.9
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_pastazensis,NA,31.7
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_pataikos,NA,21.6
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_paulodutrai,NA,NA
Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis_paululus,NA,21
