Class,Order,Taxon,Family,Genus,Scientific_name,Body_mass_g_1,Body_mass_g_2,Body_mass_g_3,Body_mass_g_mean,Body_mass_g_median,Body_mass_g_max,SVL_mm_1,SVL_mm_3,SVL_mm_4,SVL_mm_mean,SVL_mm_median,SVL_mm_max
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_lamaensis,3,NA,NA,3,3,3,51,NA,51,51,51,51
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_lankae,10.3,NA,NA,10.3,10.3,10.3,80,NA,80,80,80,80
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_laticaudatus,4.7,NA,NA,4.7,4.7,4.7,60,NA,62,61,61,62
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_lavadeserticus,2.8,NA,2.53,2.665,2.665,2.8,49.6,47.02,49.6,48.74,49.6,49.6
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_lemurinus,7.1,NA,NA,7.1,7.1,7.1,70,NA,70,70,70,70
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_leschenaultii,15.1,NA,NA,15.1,15.1,15.1,92,85,92,89.66666667,92,92
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_longicephalus,9.6,2.1,4.155,5.285,4.155,9.6,78,56.27,78,70.75666667,78,78
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_lopezjuradoi,1.5,NA,NA,1.5,1.5,1.5,40,NA,40,40,40,40
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_luqueorum,13.4,NA,NA,13.4,13.4,13.4,88,NA,88,88,88,88
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_mabouia,14.3,4.3,4.155,7.585,4.3,14.3,90,56.27,90,78.75666667,90,90
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_macropholis,14.7,NA,2.53,8.615,8.615,14.7,91,47.02,91,76.34,91,91
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_maculatus,33,21.8,23.25,26.01666667,23.25,33,122,105,122,116.3333333,122,122
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_makolowodei,19.2,NA,NA,19.2,19.2,19.2,100.2,NA,100.2,100.2,100.2,100.2
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_masirahensis,2.1,NA,NA,2.1,2.1,2.1,45,NA,45,45,45,45
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_matschiei,0.5,NA,NA,0.5,0.5,0.5,26.5,NA,26.5,26.5,26.5,26.5
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_megalops,1.1,NA,NA,1.1,1.1,1.1,36,NA,36,36,36,36
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_mercatorius,4.4,2.6,2.4,3.133333333,2.6,4.4,59,51.25,59,56.41666667,59,59
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_mindiae,4,NA,NA,4,4,4,56.6,NA,56.6,56.6,56.6,56.6
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_minutus,1,NA,NA,1,1,1,34.6,NA,34.6,34.6,34.6,34.6
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_modestus,2.1,NA,NA,2.1,2.1,2.1,45,NA,45,45,45,45
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_mrimaensis,2.8,NA,NA,2.8,2.8,2.8,49.6,NA,49.6,49.6,49.6,49.6
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_muriceus,4.2,3,NA,3.6,3.6,4.2,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_newtoni,2.8,NA,NA,2.8,2.8,2.8,49.8,NA,49.8,49.8,49.8,49.8
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_ophiolepis,2.1,NA,NA,2.1,2.1,2.1,45,NA,45,45,45,45
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_ophiolepoides,2.8,NA,NA,2.8,2.8,2.8,50,NA,50,50,50,50
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_oxyrhinus,2.8,NA,NA,2.8,2.8,2.8,50,NA,50,50,50,50
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_palaichthus,7.4,NA,4.1,5.75,5.75,7.4,71,54.9,71,65.63333333,71,71
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_parvimaculatus,3.1,NA,2.405,2.7525,2.7525,3.1,51.5,51.75,52.3,51.85,51.75,52.3
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_paucituberculatus,1.4,NA,NA,1.4,1.4,1.4,38.4,NA,38.4,38.4,38.4,38.4
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_persicus,9.1,NA,NA,9.1,9.1,9.1,76.6,NA,76.6,76.6,76.6,76.6
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_pieresii,10,NA,NA,10,10,10,79.2,NA,79.2,79.2,79.2,79.2
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_platycephalus,16.1,NA,NA,16.1,16.1,16.1,94,NA,94,94,94,94
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_platyurus,6.8,3.6,3.8,4.733333333,3.8,6.8,69,58.05,69,65.35,69,69
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_prashadi,16.6,NA,NA,16.6,16.6,16.6,95,NA,95,95,95,95
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_principensis,6,NA,NA,6,6,6,65.9,NA,65.9,65.9,65.9,65.9
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_pseudomuriceus,3.8,NA,NA,3.8,3.8,3.8,56,NA,57,56.5,56.5,57
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_puccionii,1.5,NA,NA,1.5,1.5,1.5,40,NA,40,40,40,40
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_pumilio,0.8,NA,NA,0.8,0.8,0.8,32,NA,33,32.5,32.5,33
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_reticulatus,4.7,NA,NA,4.7,4.7,4.7,60,NA,60,60,60,60
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_richardsonii,10.3,NA,NA,10.3,10.3,10.3,80,NA,80,80,80,80
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_robustus,4.7,1.9,2.53,3.043333333,2.53,4.7,60,47.02,60,55.67333333,60,60
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_romeshkanicus,7.1,NA,NA,7.1,7.1,7.1,70,NA,71,70.5,70.5,71
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_ruspolii,3.5,NA,NA,3.5,3.5,3.5,54,NA,54,54,54,54
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_saba,4.5,NA,NA,4.5,4.5,4.5,59.1,NA,59.1,59.1,59.1,59.1
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_sataraensis,2.3,NA,NA,2.3,2.3,2.3,46.4,NA,46.4,46.4,46.4,46.4
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_scabriceps,2.1,NA,NA,2.1,2.1,2.1,45,NA,47.1,46.05,46.05,47.1
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_shihraensis,2.5,NA,NA,2.5,2.5,2.5,48.2,NA,53.1,50.65,50.65,53.1
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_sinaitus,4,NA,NA,4,4,4,57,NA,57,57,57,57
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_smithi,4,NA,NA,4,4,4,57,NA,57,57,57,57
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_somalicus,1.9,NA,NA,1.9,1.9,1.9,43,NA,43,43,43,43
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_squamulatus,2.5,NA,NA,2.5,2.5,2.5,48,NA,48,48,48,48
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_stejnegeri,4.6,3.5,NA,4.05,4.05,4.6,59.6,NA,59.6,59.6,59.6,59.6
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_tanganicus,10.3,8.9,NA,9.6,9.6,10.3,80,NA,80,80,80,80
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_tasmani,9.6,NA,NA,9.6,9.6,9.6,78,NA,78,78,78,78
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_taylori,9.9,NA,NA,9.9,9.9,9.9,79,NA,79,79,79,79
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_tenkatei,5,NA,NA,5,5,5,61.7,NA,61.7,61.7,61.7,61.7
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_thayene,2,NA,NA,2,2,2,43.9,NA,43.9,43.9,43.9,43.9
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_treutleri,7.2,NA,NA,7.2,7.2,7.2,70.2,NA,70.2,70.2,70.2,70.2
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_triedrus,16.1,8.1,NA,12.1,12.1,16.1,94,NA,94,94,94,94
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_tropidolepis,3.3,1.3,NA,2.3,2.3,3.3,52.7,NA,52.7,52.7,52.7,52.7
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_turcicus,4.9,2.5,2.53,3.31,2.53,4.9,61,47.02,64.7,57.57333333,61,64.7
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_ulii,1.6,NA,NA,1.6,1.6,1.6,40.7,NA,40.7,40.7,40.7,40.7
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_vietnamensis,4.2,NA,NA,4.2,4.2,4.2,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Gekkonidae,Hemidactylus,Hemidactylus_yerburii,8.6,3.8,NA,6.2,6.2,8.6,75,NA,75,75,75,75
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_aurantiacus,1.3,NA,NA,1.3,1.3,1.3,37.9,47,37.9,40.93333333,37.9,47
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_banaensis,3,NA,NA,3,3,3,51,NA,51,51,51,51
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_chiangmaiensis,1.6,NA,NA,1.6,1.6,1.6,41.2,NA,41.2,41.2,41.2,41.2
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_engganoensis,1.3,NA,NA,1.3,1.3,1.3,37.3,NA,37.3,37.3,37.3,37.3
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_ganoklonis,1,0.9,NA,0.95,0.95,1,34.2,NA,34.2,34.2,34.2,34.2
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_harterti,1.7,NA,NA,1.7,1.7,1.7,42.1,NA,42.1,42.1,42.1,42.1
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_insularis,1.3,NA,NA,1.3,1.3,1.3,37.3,NA,37.3,37.3,37.3,37.3
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_kiziriani,1.6,NA,NA,1.6,1.6,1.6,40.8,NA,40.8,40.8,40.8,40.8
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_larutensis,3.2,NA,NA,3.2,3.2,3.2,52.2,NA,52.2,52.2,52.2,52.2
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_margarethae,2.4,NA,NA,2.4,2.4,2.4,46.9,NA,46.9,46.9,46.9,46.9
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_tehtarik,1.6,NA,NA,1.6,1.6,1.6,40.4,NA,40.4,40.4,40.4,40.4
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_titiwangsaensis,5.1,NA,NA,5.1,5.1,5.1,62.1,NA,62.1,62.1,62.1,62.1
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_typus,4.7,1.4,NA,3.05,3.05,4.7,60,47,60,55.66666667,60,60
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_yunnanensis,3.5,NA,NA,3.5,3.5,3.5,54,NA,54,54,54,54
Reptilia,Squamata,Gekkota,Gekkonidae,Hemiphyllodactylus,Hemiphyllodactylus_zugi,2.3,NA,NA,2.3,2.3,2.3,46.6,NA,46.6,46.6,46.6,46.6
Reptilia,Squamata,Gekkota,Gekkonidae,Heteronotia,Heteronotia_atra,5.2,NA,NA,5.2,5.2,5.2,62.5,NA,62.5,62.5,62.5,62.5
Reptilia,Squamata,Gekkota,Gekkonidae,Heteronotia,Heteronotia_binoei,3.7,2.5,2.18,2.793333333,2.5,3.7,55,48.525,55,52.84166667,55,55
Reptilia,Squamata,Gekkota,Gekkonidae,Heteronotia,Heteronotia_fasciolatus,4,NA,NA,4,4,4,57,NA,NA,57,57,57
Reptilia,Squamata,Gekkota,Gekkonidae,Heteronotia,Heteronotia_planiceps,2.8,NA,NA,2.8,2.8,2.8,50,NA,55,52.5,52.5,55
Reptilia,Squamata,Gekkota,Gekkonidae,Heteronotia,Heteronotia_spelea,3.8,NA,NA,3.8,3.8,3.8,56,NA,56,56,56,56
Reptilia,Squamata,Gekkota,Gekkonidae,Homopholis,Homopholis_arnoldi,39.4,NA,NA,39.4,39.4,39.4,130,NA,130,130,130,130
Reptilia,Squamata,Gekkota,Gekkonidae,Homopholis,Homopholis_fasciata,11,NA,NA,11,11,11,82,NA,82,82,82,82
Reptilia,Squamata,Gekkota,Gekkonidae,Homopholis,Homopholis_mulleri,10.7,NA,NA,10.7,10.7,10.7,81,NA,81,81,81,81
Reptilia,Squamata,Gekkota,Gekkonidae,Homopholis,Homopholis_walbergii,33.8,16.3,NA,25.05,25.05,33.8,123,NA,123,123,123,123
Reptilia,Squamata,Gekkota,Gekkonidae,Kolekanos,Kolekanos_plumicaudus,2.4,2,NA,2.2,2.2,2.4,47,NA,47,47,47,47
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_aureolineatus,2,NA,NA,2,2,2,44.2,NA,44.2,44.2,44.2,44.2
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_balioburius,1.4,NA,NA,1.4,1.4,1.4,38.7,NA,38.7,38.7,38.7,38.7
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_browni,2.4,1.9,NA,2.15,2.15,2.4,47.5,NA,47.5,47.5,47.5,47.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_buleli,1.3,NA,NA,1.3,1.3,1.3,37.5,NA,37.5,37.5,37.5,37.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_christiani,2.2,NA,NA,2.2,2.2,2.2,45.6,NA,45.6,45.6,45.6,45.6
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_euaensis,2.8,2.2,NA,2.5,2.5,2.8,50,NA,50,50,50,50
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_flaviocularis,2.7,NA,NA,2.7,2.7,2.7,49,NA,49,49,49,49
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_gardineri,3.4,NA,2.8,3.1,3.1,3.4,53.4,53.4,53.4,53.4,53.4,53.4
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_guppyi,3.6,NA,NA,3.6,3.6,3.6,54.4,NA,54.4,54.4,54.4,54.4
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_herrei,3.7,2,NA,2.85,2.85,3.7,55,NA,55,55,55,55
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_intermedius,1.7,NA,1.46,1.58,1.58,1.7,42,44.75,42,42.91666667,42,44.75
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_listeri,3.1,NA,2.3,2.7,2.7,3.1,51.5,46.7,51.5,49.9,51.5,51.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_lombocensis,1.4,NA,NA,1.4,1.4,1.4,38.6,NA,45,41.8,41.8,45
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_lugubris,3,1.6,1.46,2.02,1.6,3,51,44.75,51,48.91666667,51,51
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_magnus,7.4,NA,NA,7.4,7.4,7.4,71,NA,71,71,71,71
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_manni,2.5,1.8,NA,2.15,2.15,2.5,48.1,NA,48.1,48.1,48.1,48.1
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_moestus,1.6,NA,NA,1.6,1.6,1.6,40.5,NA,45,42.75,42.75,45
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_mutahi,3.9,NA,NA,3.9,3.9,3.9,56.3,NA,56.3,56.3,56.3,56.3
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_novaeguineae,2.1,NA,NA,2.1,2.1,2.1,45,NA,45,45,45,45
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_oligoporus,2.5,1.7,NA,2.1,2.1,2.5,48,NA,48,48,48,48
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_oortii,4,NA,NA,4,4,4,57,NA,57,57,57,57
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_orientalis,1.9,NA,NA,1.9,1.9,1.9,43,NA,43,43,43,43
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_paurolepis,1.5,NA,NA,1.5,1.5,1.5,39.4,NA,39.4,39.4,39.4,39.4
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_planicaudus,1.7,1.2,NA,1.45,1.45,1.7,41.5,NA,41.5,41.5,41.5,41.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_pulcher,3.7,NA,NA,3.7,3.7,3.7,55,NA,55,55,55,55
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_pumilus,2.5,NA,NA,2.5,2.5,2.5,48,NA,48,48,48,48
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_ranauensis,2.5,NA,NA,2.5,2.5,2.5,47.7,NA,47.7,47.7,47.7,47.7
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_shebae,1.2,NA,NA,1.2,1.2,1.2,36.2,NA,36.2,36.2,36.2,36.2
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_tepukapili,2.9,NA,NA,2.9,2.9,2.9,50.3,NA,50.3,50.3,50.3,50.3
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_vanuatuensis,2.4,2,NA,2.2,2.2,2.4,47.4,NA,47.4,47.4,47.4,47.4
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_woodfordi,1.6,NA,NA,1.6,1.6,1.6,41,NA,41,41,41,41
Reptilia,Squamata,Gekkota,Gekkonidae,Lepidodactylus,Lepidodactylus_yami,1.7,1,NA,1.35,1.35,1.7,42.1,NA,42.1,42.1,42.1,42.1
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_angliit,5.7,NA,NA,5.7,5.7,5.7,64.7,NA,64.7,64.7,64.7,64.7
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_brooksii,4.3,NA,NA,4.3,4.3,4.3,58.5,NA,58.5,58.5,58.5,58.5
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_browni,6.2,NA,NA,6.2,6.2,6.2,66.5,NA,66.5,66.5,66.5,66.5
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_corfieldi,16.6,10.5,NA,13.55,13.55,16.6,95,NA,95,95,95,95
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_cumingii,12.8,12.2,NA,12.5,12.5,12.8,86.5,NA,86.5,86.5,86.5,86.5
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_gulat,10.8,NA,NA,10.8,10.8,10.8,81.3,NA,81.3,81.3,81.3,81.3
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_iskandari,7,NA,NA,7,7,7,69.4,NA,69.4,69.4,69.4,69.4
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_joloensis,1.1,NA,NA,1.1,1.1,1.1,36,NA,36,36,36,36
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_kubli,22.1,NA,NA,22.1,22.1,22.1,105.4,NA,105.4,105.4,105.4,105.4
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_macgregori,4.4,NA,NA,4.4,4.4,4.4,58.9,NA,58.9,58.9,58.9,58.9
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_palawanensis,3.1,NA,NA,3.1,3.1,3.1,52,NA,52,52,52,52
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_sorok,1,NA,NA,1,1,1,34.7,NA,34.7,34.7,34.7,34.7
Reptilia,Squamata,Gekkota,Gekkonidae,Luperosaurus,Luperosaurus_yasumai,1.4,NA,NA,1.4,1.4,1.4,38.9,NA,38.9,38.9,38.9,38.9
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_angolensis,1.1,NA,NA,1.1,1.1,1.1,36,NA,36,36,36,36
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_angularis,2.2,1.4,NA,1.8,1.8,2.2,46,NA,46,46,46,46
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_arnoulti,1.2,NA,NA,1.2,1.2,1.2,37,NA,37,37,37,37
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_bernardi,1.5,NA,NA,1.5,1.5,1.5,40,NA,40,40,40,40
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_bivittis,1.1,NA,NA,1.1,1.1,1.1,36.1,NA,36.1,36.1,36.1,36.1
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_blancae,1.1,NA,NA,1.1,1.1,1.1,35,NA,35,35,35,35
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_blanci,1.4,NA,NA,1.4,1.4,1.4,39.2,NA,39.2,39.2,39.2,39.2
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_bradfieldi,0.7,NA,0.9,0.8,0.8,0.9,30,31.5,30,30.5,30,31.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_broadleyi,0.3,NA,NA,0.3,0.3,0.3,23,NA,23,23,23,23
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_capensis,1.9,0.7,0.9,1.166666667,0.9,1.9,43,31.5,43,39.16666667,43,43
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_chobiensis,2,1.2,1.5,1.566666667,1.5,2,44,37,44,41.66666667,44,44
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_conradti,1.4,NA,NA,1.4,1.4,1.4,39,NA,39,39,39,39
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_conraui,1.5,NA,NA,1.5,1.5,1.5,40,NA,40,40,40,40
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_decaryi,0.5,NA,NA,0.5,0.5,0.5,27,NA,27,27,27,27
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_depressus,1.3,NA,1.5,1.4,1.4,1.5,38,37,38,37.66666667,38,38
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_expectatus,0.8,NA,NA,0.8,0.8,0.8,31,NA,31,31,31,31
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_fischeri,1.7,NA,NA,1.7,1.7,1.7,42,NA,42,42,42,42
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_grandisonae,0.5,NA,NA,0.5,0.5,0.5,27.5,NA,27.5,27.5,27.5,27.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_graniticolus,1.5,NA,NA,1.5,1.5,1.5,39.5,NA,39.5,39.5,39.5,39.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_gravis,1.7,1.1,NA,1.4,1.4,1.7,42,NA,42,42,42,42
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_grotei,0.9,NA,0.9,0.9,0.9,0.9,33.4,31.5,32.1,32.33333333,32.1,33.4
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_guibei,1.5,NA,NA,1.5,1.5,1.5,40,NA,40,40,40,40
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_gutturalis,2.1,1,1.5,1.533333333,1.5,2.1,45,37,45,42.33333333,45,45
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_heterurus,0.5,NA,NA,0.5,0.5,0.5,27.5,NA,27.5,27.5,27.5,27.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_howelli,0.5,NA,NA,0.5,0.5,0.5,27.2,NA,NA,27.2,27.2,27.2
