Class,Order,Taxon,Family,Genus,Scientific_name,Body_mass_g_1,Body_mass_g_2,Body_mass_g_3,Body_mass_g_mean,Body_mass_g_median,Body_mass_g_max,SVL_mm_1,SVL_mm_3,SVL_mm_4,SVL_mm_mean,SVL_mm_median,SVL_mm_max
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_inexpectatus,0.9,NA,NA,0.9,0.9,0.9,32.7,NA,32.7,32.7,32.7,32.7
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_insularis,0.5,NA,NA,0.5,0.5,0.5,26,NA,30,28,28,30
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_intermedius,0.8,NA,NA,0.8,0.8,0.8,31.5,NA,31.5,31.5,31.5,31.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_keniensis,1.7,1,1.5,1.4,1.5,1.7,42,37,42,40.33333333,42,42
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_kimhowelli,1.1,NA,NA,1.1,1.1,1.1,35.5,NA,35.5,35.5,35.5,35.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_klemmeri,0.6,NA,NA,0.6,0.6,0.6,28,NA,28,28,28,28
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_klugei,1,0.6,0.645,0.748333333,0.645,1,34,29.65,34,32.55,34,34
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_lawrencei,1,NA,1.5,1.25,1.25,1.5,34,37,34,35,34,37
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_luteopicturatus,1.8,NA,NA,1.8,1.8,1.8,42.5,NA,42.5,42.5,42.5,42.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_madagascariensis,1.2,NA,NA,1.2,1.2,1.2,37,NA,37,37,37,37
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_manni,0.5,NA,1.5,1,1,1.5,27,37,42,35.33333333,37,42
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_methueni,1.7,NA,NA,1.7,1.7,1.7,42,NA,42,42,42,42
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_miops,1,NA,NA,1,1,1,34,NA,34,34,34,34
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_mirabilis,0.6,NA,NA,0.6,0.6,0.6,29.3,NA,29.3,29.3,29.3,29.3
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_mombasicus,1.4,NA,1.5,1.45,1.45,1.5,39,37,39,38.33333333,39,39
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_montanus,1.3,NA,NA,1.3,1.3,1.3,38,NA,38,38,38,38
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_nigropunctatus,1.3,NA,NA,1.3,1.3,1.3,38,NA,38,38,38,38
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_ocellatus,1.3,NA,NA,1.3,1.3,1.3,38,NA,38,38,38,38
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_ornatus,0.6,NA,NA,0.6,0.6,0.6,27.7,NA,27.7,27.7,27.7,27.7
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_pauliani,1.1,NA,NA,1.1,1.1,1.1,36,NA,36,36,36,36
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_picturatus,1.9,1.1,1.5,1.5,1.5,1.9,43,37,43,41,43,43
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_pictus,1.6,0.8,NA,1.2,1.2,1.6,41,36.5,41,39.5,41,41
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_rarus,1.2,NA,NA,1.2,1.2,1.2,37,NA,37,37,37,37
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_regulus,1.6,NA,NA,1.6,1.6,1.6,40.7,NA,40.7,40.7,40.7,40.7
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_rex,3.7,1.6,NA,2.65,2.65,3.7,55,NA,55,55,55,55
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_roavolana,0.4,NA,NA,0.4,0.4,0.4,23.6,NA,23.6,23.6,23.6,23.6
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_scheffleri,1,NA,NA,1,1,1,34,NA,34,34,34,34
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_scorteccii,1,NA,1.5,1.25,1.25,1.5,33.9,37,33.9,34.93333333,33.9,37
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_somalicus,0.9,0.7,NA,0.8,0.8,0.9,32.8,NA,32.8,32.8,32.8,32.8
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_stevensoni,1.5,NA,NA,1.5,1.5,1.5,40,NA,40,40,40,40
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_thomensis,1.2,0.6,NA,0.9,0.9,1.2,36.7,NA,36.7,36.7,36.7,36.7
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_tolampyae,1.1,0.6,NA,0.85,0.85,1.1,35.4,NA,35.4,35.4,35.4,35.4
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_tuberosus,1.3,NA,NA,1.3,1.3,1.3,38.2,NA,38.2,38.2,38.2,38.2
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_verticillatus,1.1,0.4,NA,0.75,0.75,1.1,35,23.63,35,31.21,35,35
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_waterbergensis,1.5,NA,NA,1.5,1.5,1.5,40,NA,40,40,40,40
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_wetzeli,0.6,NA,NA,0.6,0.6,0.6,28.5,NA,28.5,28.5,28.5,28.5
Reptilia,Squamata,Gekkota,Gekkonidae,Lygodactylus,Lygodactylus_williamsi,1,NA,1.5,1.25,1.25,1.5,34,37,34,35,34,37
Reptilia,Squamata,Gekkota,Gekkonidae,Matoatoa,Matoatoa_brevipes,1.5,NA,NA,1.5,1.5,1.5,40,NA,40,40,40,40
Reptilia,Squamata,Gekkota,Gekkonidae,Matoatoa,Matoatoa_spannringi,4.2,NA,NA,4.2,4.2,4.2,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_amictopholis,2.5,NA,1.4,1.95,1.95,2.5,48,39,48,45,48,48
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_aspratilis,0.5,NA,NA,0.5,0.5,0.5,27.4,NA,27.4,27.4,27.4,27.4
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_brachykolon,3,3,NA,3,3,3,51.2,NA,51.2,51.2,51.2,51.2
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_heterocercus,3.1,NA,NA,3.1,3.1,3.1,52,NA,52,52,52,52
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_heteropholis,1.6,NA,NA,1.6,1.6,1.6,40.7,NA,40.7,40.7,40.7,40.7
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_ilamensis,1.2,NA,NA,1.2,1.2,1.2,36.5,NA,36.5,36.5,36.5,36.5
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_kotschyi,3.8,1.6,1.775,2.391666667,1.775,3.8,56,41.085,56,51.02833333,56,56
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_narynensis,3.6,NA,NA,3.6,3.6,3.6,54.8,NA,54.8,54.8,54.8,54.8
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_russowii,3.3,1.7,1.69,2.23,1.7,3.3,53.2,42.255,53.2,49.55166667,53.2,53.2
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_sagittifer,0.9,NA,NA,0.9,0.9,0.9,33,NA,33,33,33,33
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_spinicauda,2.5,1.5,2.5,2.166666667,2.5,2.5,48.2,43.83,48.2,46.74333333,48.2,48.2
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_stevenandersoni,1.2,NA,NA,1.2,1.2,1.2,36.5,NA,36.5,36.5,36.5,36.5
Reptilia,Squamata,Gekkota,Gekkonidae,Mediodactylus,Mediodactylus_walli,5,NA,NA,5,5,5,61.8,NA,61.8,61.8,61.8,61.8
Reptilia,Squamata,Gekkota,Gekkonidae,Microgecko,Microgecko_depressus,1,NA,NA,1,1,1,34,NA,34,34,34,34
Reptilia,Squamata,Gekkota,Gekkonidae,Microgecko,Microgecko_helenae,0.8,NA,NA,0.8,0.8,0.8,32,NA,37.4,34.7,34.7,37.4
Reptilia,Squamata,Gekkota,Gekkonidae,Microgecko,Microgecko_latifi,0.5,NA,NA,0.5,0.5,0.5,26,NA,26,26,26,26
Reptilia,Squamata,Gekkota,Gekkonidae,Microgecko,Microgecko_persicus,1.1,0.7,NA,0.9,0.9,1.1,35.9,NA,35.9,35.9,35.9,35.9
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_acutus,1.2,NA,NA,1.2,1.2,1.2,36.6,NA,36.6,36.6,36.6,36.6
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_cheverti,4,NA,NA,4,4,4,57,NA,57,57,57,57
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_coindemirensis,0.9,NA,NA,0.9,0.9,0.9,33,NA,33,33,33,33
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_eboracensis,4.2,NA,NA,4.2,4.2,4.2,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_galgajuga,2.8,NA,NA,2.8,2.8,2.8,50,NA,50,50,50,50
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_kunan,4,NA,NA,4,4,4,56.6,NA,59,57.8,57.8,59
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_multicarinatus,5.3,NA,NA,5.3,5.3,5.3,63,NA,63,63,63,63
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_pelagicus,10.3,4,3.9,6.066666667,4,10.3,80,80,80,80,80,80
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_serpensinsula,5.8,NA,NA,5.8,5.8,5.8,65,NA,65,65,65,65
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_soniae,2.1,NA,NA,2.1,2.1,2.1,45,NA,45,45,45,45
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_sphaerodactylodes,0.5,NA,NA,0.5,0.5,0.5,26,NA,26,26,26,26
Reptilia,Squamata,Gekkota,Gekkonidae,Nactus,Nactus_vankampeni,0.9,NA,NA,0.9,0.9,0.9,33,NA,33,33,33,33
Reptilia,Squamata,Gekkota,Gekkonidae,Narudasia,Narudasia_festiva,0.8,NA,NA,0.8,0.8,0.8,31,31,31,31,31,31
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_acuminatus,2.8,NA,4,3.4,3.4,4,50.2,57.775,50.2,52.725,50.2,57.775
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_affinis,6.6,NA,4.15,5.375,5.375,6.6,68,52,68,62.66666667,68,68
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_amoenus,1.1,NA,NA,1.1,1.1,1.1,36,NA,36,36,36,36
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_atorquatus,3.5,2.8,NA,3.15,3.15,3.5,54.2,NA,54.2,54.2,54.2,54.2
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_austeni,2.4,2.1,NA,2.25,2.25,2.4,47,NA,47,47,47,47
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_barnardi,4.7,5.2,4.15,4.683333333,4.7,5.2,60,52,62.5,58.16666667,60,62.5
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_bicolor,1.9,1.9,NA,1.9,1.9,1.9,43,39.5,43,41.83333333,43,43
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_boehmei,2,NA,NA,2,2,2,44.4,NA,44.4,44.4,44.4,44.4
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_capensis,6.6,5.2,4,5.266666667,5.2,6.6,68,57.775,68,64.59166667,68,68
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_caraculicus,1.6,NA,NA,1.6,1.6,1.6,41,NA,41,41,41,41
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_carinatus,2.2,NA,NA,2.2,2.2,2.2,45.7,NA,45.7,45.7,45.7,45.7
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_etultra,2,1.5,NA,1.75,1.75,2,44.5,NA,44.5,44.5,44.5,44.5
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_fasciatus,3.8,3.2,NA,3.5,3.5,3.8,56,43,56,51.66666667,56,56
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_formosus,4.7,NA,4.15,4.425,4.425,4.7,60,52,60,57.33333333,60,60
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_gaiasensis,6.6,NA,NA,6.6,6.6,6.6,68,NA,68,68,68,68
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_geitje,2.1,NA,NA,2.1,2.1,2.1,45,38,45,42.66666667,45,45
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_goodi,2.8,NA,NA,2.8,2.8,2.8,50,NA,50,50,50,50
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_griffini,1.5,NA,NA,1.5,1.5,1.5,39.4,NA,39.4,39.4,39.4,39.4
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_haackei,12.2,NA,NA,12.2,12.2,12.2,85,84,85,84.66666667,85,85
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_katanganus,4,NA,4,4,4,4,57,57.775,57,57.25833333,57,57.775
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_kladaroderma,12.6,NA,NA,12.6,12.6,12.6,86,NA,86,86,86,86
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_kobosensis,3.4,NA,NA,3.4,3.4,3.4,53.5,NA,53.5,53.5,53.5,53.5
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_labialis,2.2,NA,4,3.1,3.1,4,46,57.775,46,49.925,46,57.775
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_laevigatus,14.7,NA,NA,14.7,14.7,14.7,91,NA,91,91,91,91
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_maculatus,4.2,3,NA,3.6,3.6,4.2,58,38.9,58,51.63333333,58,58
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_maraisi,1.6,NA,NA,1.6,1.6,1.6,40.9,NA,40.9,40.9,40.9,40.9
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_mariquensis,4.2,3.7,NA,3.95,3.95,4.2,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_mclachlani,2.6,NA,NA,2.6,2.6,2.6,48.7,NA,48.7,48.7,48.7,48.7
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_monicae,2.9,2.5,NA,2.7,2.7,2.9,50.3,NA,50.3,50.3,50.3,50.3
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_montanus,1.9,NA,NA,1.9,1.9,1.9,43.3,NA,43.3,43.3,43.3,43.3
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_namaquensis,12.2,NA,NA,12.2,12.2,12.2,85,81,85,83.66666667,85,85
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_oculatus,3.3,NA,4,3.65,3.65,4,53,57.775,53,54.59166667,53,57.775
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_oreophilus,4,NA,NA,4,4,4,57,NA,57,57,57,57
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_oshaughnessyi,4.2,NA,4,4.1,4.1,4.2,58,57.775,58,57.925,58,58
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_otaviensis,1.8,NA,NA,1.8,1.8,1.8,42.9,NA,42.9,42.9,42.9,42.9
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_parascutatus,1.4,NA,NA,1.4,1.4,1.4,38.4,NA,38.4,38.4,38.4,38.4
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_punctatus,1.7,1.2,NA,1.45,1.45,1.7,42,36,42,40,42,42
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_purcelli,2.9,NA,NA,2.9,2.9,2.9,50.8,NA,50.8,50.8,50.8,50.8
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_rangei,10.3,7.3,2.8,6.8,7.3,10.3,80,60.25,80,73.41666667,80,80
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_reconditus,2.1,1.6,NA,1.85,1.85,2.1,44.7,NA,44.7,44.7,44.7,44.7
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_robertsi,1.7,NA,NA,1.7,1.7,1.7,42,38,42,40.66666667,42,42
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_rugosus,5.8,3.8,4.3,4.633333333,4.3,5.8,65,52,66,61,65,66
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_sansteynae,2.5,NA,NA,2.5,2.5,2.5,48,NA,48,48,48,48
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_scherzi,1.1,NA,NA,1.1,1.1,1.1,35,36,35,35.33333333,35,36
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_scutatus,2.4,NA,NA,2.4,2.4,2.4,47,38,47,44,47,47
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_serval,3.4,1.9,NA,2.65,2.65,3.4,53.5,NA,53.5,53.5,53.5,53.5
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_tigrinus,3.3,NA,4,3.65,3.65,4,53,57.775,53,54.59166667,53,57.775
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_tsodiloensis,4.7,3.9,NA,4.3,4.3,4.7,60,NA,60,60,60,60
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_vansoni,4.4,2.2,4,3.533333333,4,4.4,59,51.55,59,56.51666667,59,59
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_vanzyli,6.1,NA,NA,6.1,6.1,6.1,66,NA,66,66,66,66
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_visseri,2.6,1.5,NA,2.05,2.05,2.6,48.5,NA,48.5,48.5,48.5,48.5
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_waterbergensis,2.7,NA,NA,2.7,2.7,2.7,49.3,NA,49.3,49.3,49.3,49.3
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_weberi,2.8,NA,4,3.4,3.4,4,50,57.775,50,52.59166667,50,57.775
Reptilia,Squamata,Gekkota,Gekkonidae,Pachydactylus,Pachydactylus_werneri,3.2,NA,4,3.6,3.6,4,52.6,57.775,52.6,54.325,52.6,57.775
Reptilia,Squamata,Gekkota,Gekkonidae,Paragehyra,Paragehyra_gabriellae,8.6,NA,NA,8.6,8.6,8.6,75,NA,75,75,75,75
Reptilia,Squamata,Gekkota,Gekkonidae,Paragehyra,Paragehyra_petiti,6.4,NA,NA,6.4,6.4,6.4,67.3,NA,67.3,67.3,67.3,67.3
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_androyensis,2.4,NA,NA,2.4,2.4,2.4,47,43,47,45.66666667,47,47
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_bastardi,10.3,NA,NA,10.3,10.3,10.3,80,NA,80,80,80,80
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_gracilis,6.3,NA,NA,6.3,6.3,6.3,67,NA,67,67,67,67
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_homalorhina,8.3,NA,NA,8.3,8.3,8.3,74,NA,74,74,74,74
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_hordiesi,4.2,NA,NA,4.2,4.2,4.2,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_ibityensis,4.9,NA,NA,4.9,4.9,4.9,61,NA,61,61,61,61
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_karstophila,3.7,NA,NA,3.7,3.7,3.7,55,NA,55,55,55,55
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_lohatsara,10.5,9.2,NA,9.85,9.85,10.5,80.6,NA,80.6,80.6,80.6,80.6
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_maingoka,7.4,NA,NA,7.4,7.4,7.4,71,NA,71,71,71,71
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_masobe,23,20.7,NA,21.85,21.85,23,107,NA,107,107,107,107
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_oviceps,6.8,NA,NA,6.8,6.8,6.8,69,NA,69,69,69,69
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_picta,15.3,8.8,NA,12.05,12.05,15.3,92.4,160,92.4,114.9333333,92.4,160
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_sanctijohannis,10.3,NA,NA,10.3,10.3,10.3,80,NA,80,80,80,80
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_stellata,5,NA,NA,5,5,5,61.6,NA,61.6,61.6,61.6,61.6
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_stumpffi,8.6,NA,NA,8.6,8.6,8.6,74.9,NA,74.9,74.9,74.9,74.9
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_tanjaka,20.1,NA,NA,20.1,20.1,20.1,102,NA,102,102,102,102
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_vahiny,1.7,NA,NA,1.7,1.7,1.7,42,NA,42,42,42,42
Reptilia,Squamata,Gekkota,Gekkonidae,Paroedura,Paroedura_vazimba,2.8,2.2,NA,2.5,2.5,2.8,50,NA,50,50,50,50
Reptilia,Squamata,Gekkota,Gekkonidae,Perochirus,Perochirus_ateles,14.3,3.5,NA,8.9,8.9,14.3,90,71.5,90,83.83333333,90,90
Reptilia,Squamata,Gekkota,Gekkonidae,Perochirus,Perochirus_guentheri,7.4,NA,NA,7.4,7.4,7.4,71,NA,71,71,71,71
Reptilia,Squamata,Gekkota,Gekkonidae,Perochirus,Perochirus_scutellatus,41.1,NA,41.1,41.1,41.1,41.1,132,116.5,135,127.8333333,132,135
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_abbotti,5.8,2.7,12.35,6.95,5.8,12.35,65,74.525,65,68.175,65,74.525
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_andamanense,5.4,NA,20.7,13.05,13.05,20.7,63.5,94.47,63.5,73.82333333,63.5,94.47
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_antanosy,2.5,NA,NA,2.5,2.5,2.5,48,NA,48,48,48,48
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_astriata,4.7,NA,3.6,4.15,4.15,4.7,60,56.25,60,58.75,60,60
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_barbouri,5.6,NA,NA,5.6,5.6,5.6,64,NA,64,64,64,64
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_berghofi,4.2,NA,NA,4.2,4.2,4.2,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_borai,1.7,NA,NA,1.7,1.7,1.7,41.7,NA,41.7,41.7,41.7,41.7
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_borbonica,8,NA,5,6.5,6.5,8,73,60,73,68.66666667,73,73
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_breviceps,3.5,2.4,NA,2.95,2.95,3.5,54,NA,54,54,54,54
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_cepediana,4.7,2.2,5,3.966666667,4.7,5,60,60,60,60,60,60
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_comorensis,3.8,NA,3.125,3.4625,3.4625,3.8,56,53.86,56,55.28666667,56,56
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_dorsivittata,4,NA,3.8,3.9,3.9,4,57,56.625,57,56.875,57,57
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_dubia,7.1,3.3,3.35,4.583333333,3.35,7.1,70,53.86,70,64.62,70,70
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_edwardnewtoni,23.6,NA,NA,23.6,23.6,23.6,108,NA,108,108,108,108
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_flavigularis,7.1,NA,NA,7.1,7.1,7.1,70,NA,70,70,70,70
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_gigas,164.1,NA,NA,164.1,164.1,164.1,218,NA,218,218,218,218
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_gouldi,2.1,NA,NA,2.1,2.1,2.1,45.1,NA,45.1,45.1,45.1,45.1
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_grandis,30.1,17.5,20.7,22.76666667,20.7,30.1,118,94.47,118,110.1566667,118,118
Reptilia,Squamata,Gekkota,Gekkonidae,Phelsuma,Phelsuma_guentheri,69.8,28,NA,48.9,48.9,69.8,160,NA,160,160,160,160
